thisRow.t,notes,block,Trialtype,withinblocktrial,RTdec,resp,cor,dots direction,cor_resp,coherence,dotlife,sub,age,gender,handedness,
,,1,SC dotlife,0,nan,None,0,0,right,0.3,11,0,30,Man,Right,
,,1,SC dotlife,1,nan,None,0,180,left,0.3,13,0,30,Man,Right,
,,1,SC dotlife,2,nan,None,0,180,left,0.3,15,0,30,Man,Right,
,,1,SC dotlife,3,0.3021329000039259,left,1,180,left,0.3,17,0,30,Man,Right,
,,1,SC dotlife,4,0.31702210000366904,right,1,0,right,0.3,17,0,30,Man,Right,
,,1,SC dotlife,5,0.349662000007811,right,1,0,right,0.3,17,0,30,Man,Right,
,,1,SC dotlife,6,0.3169481000077212,right,1,0,right,0.3,17,0,30,Man,Right,
,,1,SC dotlife,7,0.3670401999988826,right,1,0,right,0.3,17,0,30,Man,Right,
,,1,SC dotlife,8,0.33371019999322016,left,1,180,left,0.3,17,0,30,Man,Right,
,,1,SC dotlife,9,0.3174600000056671,left,1,180,left,0.3,15,0,30,Man,Right,
,,1,SC dotlife,10,0.3514188999979524,left,1,180,left,0.3,15,0,30,Man,Right,
,,1,SC dotlife,11,0.3176738000038313,right,1,0,right,0.3,15,0,30,Man,Right,
,,1,SC dotlife,12,nan,None,0,180,left,0.3,15,0,30,Man,Right,
,,1,SC dotlife,13,0.30133599998953287,right,1,0,right,0.3,17,0,30,Man,Right,
,,1,SC dotlife,14,nan,None,0,0,right,0.3,17,0,30,Man,Right,
,,1,SC dotlife,15,0.23476010000740644,right,1,0,right,0.3,17,0,30,Man,Right,
,,1,SC dotlife,16,0.36991569999372587,right,1,0,right,0.3,17,0,30,Man,Right,
,,1,SC dotlife,17,0.3516498999961186,left,1,180,left,0.3,17,0,30,Man,Right,
,,1,SC dotlife,18,nan,None,0,0,right,0.3,17,0,30,Man,Right,
,,1,SC dotlife,19,0.3674442000046838,left,1,180,left,0.3,17,0,30,Man,Right,
,,1,SC dotlife,20,nan,None,0,180,left,0.3,17,0,30,Man,Right,
,,1,SC dotlife,21,0.40004180000687484,right,1,0,right,0.3,19,0,30,Man,Right,
,,1,SC dotlife,22,0.41585209999175277,right,1,0,right,0.3,19,0,30,Man,Right,
,,1,SC dotlife,23,0.3837768999947002,right,1,0,right,0.3,19,0,30,Man,Right,
,,1,SC dotlife,24,nan,None,0,180,left,0.3,19,0,30,Man,Right,
,,1,SC dotlife,25,0.3356803999922704,left,1,180,left,0.3,19,0,30,Man,Right,
,,1,SC dotlife,26,nan,None,0,0,right,0.3,19,0,30,Man,Right,
,,1,SC dotlife,27,nan,None,0,180,left,0.3,19,0,30,Man,Right,
,,1,SC dotlife,28,0.33497060000081547,left,1,180,left,0.3,15,0,30,Man,Right,
,,1,SC dotlife,29,0.2845438000076683,left,1,180,left,0.3,15,0,30,Man,Right,
,,1,SC dotlife,30,0.3520012999942992,left,1,180,left,0.3,15,0,30,Man,Right,
,,1,SC dotlife,31,0.3167795999906957,right,1,0,right,0.3,15,0,30,Man,Right,
,,1,SC dotlife,32,nan,None,0,0,right,0.3,15,0,30,Man,Right,
,,1,SC dotlife,33,0.29988020000746474,right,1,0,right,0.3,15,0,30,Man,Right,
,,1,SC dotlife,34,0.28505049999512266,left,1,180,left,0.3,15,0,30,Man,Right,
,,1,SC dotlife,35,0.3501928999903612,left,1,180,left,0.3,15,0,30,Man,Right,
,,1,SC dotlife,36,0.2343226999946637,right,1,0,right,0.3,15,0,30,Man,Right,
,,1,SC dotlife,37,0.2840637999906903,left,1,180,left,0.3,13,0,30,Man,Right,
,,1,SC dotlife,38,0.18484020000323653,left,1,180,left,0.3,13,0,30,Man,Right,
,,1,SC dotlife,39,0.3014854000066407,right,1,0,right,0.3,13,0,30,Man,Right,
,,2,SC coherence,0,0.3351948000054108,left,1,180,left,0.3,17.223180720420544,0,30,Man,Right,
,,2,SC coherence,1,0.2840959000022849,right,0,180,left,0.0,17.223180720420544,0,30,Man,Right,
,,2,SC coherence,2,0.3000323999876855,right,1,0,right,0.2833333333333333,17.223180720420544,0,30,Man,Right,
,,2,SC coherence,3,0.20057660000748,left,1,180,left,0.24166666666666667,17.223180720420544,0,30,Man,Right,
,,2,SC coherence,4,0.1507290000008652,left,1,180,left,0.21666666666666667,17.223180720420544,0,30,Man,Right,
,,2,SC coherence,5,0.25193339999532327,right,1,0,right,0.18333333333333332,17.223180720420544,0,30,Man,Right,
,,2,SC coherence,6,0.30164109999896027,left,1,180,left,0.15833333333333333,17.223180720420544,0,30,Man,Right,
,,2,SC coherence,7,0.3835573999967892,left,1,180,left,0.14166666666666666,17.223180720420544,0,30,Man,Right,
,,2,SC coherence,8,0.1548280999995768,right,1,0,right,0.11666666666666667,17.223180720420544,0,30,Man,Right,
,,2,SC coherence,9,0.13456099999893922,left,1,180,left,0.1,17.223180720420544,0,30,Man,Right,
,,2,SC coherence,10,0.15150740000535734,left,1,180,left,0.08333333333333333,17.223180720420544,0,30,Man,Right,
,,2,SC coherence,11,0.3037280999997165,right,1,0,right,0.08333333333333333,17.223180720420544,0,30,Man,Right,
,,2,SC coherence,12,0.13512320000154432,left,1,180,left,0.058333333333333334,17.223180720420544,0,30,Man,Right,
,,2,SC coherence,13,0.1703298999927938,right,1,0,right,0.058333333333333334,17.223180720420544,0,30,Man,Right,
,,2,SC coherence,14,0.2677022000134457,left,1,180,left,0.058333333333333334,17.223180720420544,0,30,Man,Right,
,,2,SC coherence,15,0.3170906999876024,left,1,180,left,0.041666666666666664,17.223180720420544,0,30,Man,Right,
,,2,SC coherence,16,0.33462770000915043,right,1,0,right,0.041666666666666664,17.223180720420544,0,30,Man,Right,
,,2,SC coherence,17,0.21872430000803433,right,1,0,right,0.041666666666666664,17.223180720420544,0,30,Man,Right,
,,2,SC coherence,18,0.1347027000010712,left,1,180,left,0.041666666666666664,17.223180720420544,0,30,Man,Right,
,,2,SC coherence,19,0.017248600008315407,right,1,0,right,0.041666666666666664,17.223180720420544,0,30,Man,Right,
,,2,SC coherence,20,nan,None,0,180,left,0.041666666666666664,17.223180720420544,0,30,Man,Right,
