thisRow.t,notes,block,Trialtype,withinblocktrial,RTdec,resp,cor,dots direction,cor_resp,coherence,dotlife,sub,age,gender,handedness,
,,1,SC dotlife,0,0.3341190999999526,left,0,0,right,0.3,11,0,30,Man,Right,
,,1,SC dotlife,1,0.5179629999984172,right,1,0,right,0.3,13,0,30,Man,Right,
,,1,SC dotlife,2,0.3169567000004463,left,1,180,left,0.3,13,0,30,Man,Right,
,,1,SC dotlife,3,0.43458689999897615,left,1,180,left,0.3,13,0,30,Man,Right,
,,1,SC dotlife,4,0.3999070000008942,left,1,180,left,0.3,11,0,30,Man,Right,
,,1,SC dotlife,5,0.28432270000121207,left,1,180,left,0.3,11,0,30,Man,Right,
,,1,SC dotlife,6,0.2679066000000603,right,1,0,right,0.3,9,0,30,Man,Right,
,,1,SC dotlife,7,0.26779960000021674,left,1,180,left,0.3,9,0,30,Man,Right,
,,1,SC dotlife,8,0.31791640000119514,right,0,180,left,0.3,9,0,30,Man,Right,
,,1,SC dotlife,9,0.19967390000056184,right,1,0,right,0.3,13,0,30,Man,Right,
