"","thisRow.t","notes","block","Trialtype","withinblocktrial","RTdec","resp","cor","dots.direction","cor_resp","coherence","scale","SR_conf","RTrating","interval","interTrial.interval","start_conf","subject","age","gender","handedness"
"134",NA,NA,3,"Main",37,1.39524290000008,"up",1,90,"up",0.0504081632653061,"conf",0.56,"0.9887096000002202","4.566679938127345",2.62406683836023,0.662173293470799,5,2654,"h","r"
"135",NA,NA,3,"Main",38,1.37964780000038,"down",1,270,"down",0.212040816326531,"conf",0.77,"0.8700602000008075","4.0201275866411885",2.04967763263312,0.667151145299526,5,2654,"h","r"
"136",NA,NA,3,"Main",39,1.57152330000099,"up",1,90,"up",0.191836734693878,"conf",0.75,"1.613983900000676","4.168952166550409",3.8475476354302,0.417393847782803,5,2654,"h","r"
"137",NA,NA,3,"Main",40,1.30612479999945,"up",1,90,"up",0.212040816326531,"conf",0.87,"0.7052748999994947","4.896820696456886",1.89021986284485,0.435580853036669,5,2654,"h","r"
"138",NA,NA,3,"Main",41,1.7145373000003,"down",1,270,"down",0.111020408163265,"conf",0.52,"1.460932199999661","4.047399819905719",1.72771236028095,0.371015565096176,5,2654,"h","r"
"139",NA,NA,3,"Main",42,1.91020200000094,"down",1,270,"down",0.0706122448979592,"conf",0.5,"1.0353591999992204","4.553174885563611",3.86759888399081,0.461869293282169,5,2654,"h","r"
"140",NA,NA,3,"Main",43,1.67240859999947,"down",1,270,"down",0.0706122448979592,"conf",0.53,"0.9458885999993072","3.104095467574896",2.13614515293804,0.42120850992318,5,2654,"h","r"
"141",NA,NA,3,"Main",44,1.40033059999951,"up",1,90,"up",0.0908163265306122,"conf",0.52,"2.139274099999966","2.3892350307506067",2.74360603449471,0.549747844178651,5,2654,"h","r"
"142",NA,NA,3,"Main",45,1.39196829999855,"down",1,270,"down",0.212040816326531,"conf",0.76,"1.146335800000088","2.2718738325264085",3.61640850735941,0.428142446311528,5,2654,"h","r"
"143",NA,NA,4,"Main",0,0.831774199999927,"up",1,90,"up",0.171632653061224,"conf",0.81,"1.2952151999998023","3.530297497092164",3.9169623398976,0.331443509466185,5,2654,"h","r"
"144",NA,NA,4,"Main",1,1.06400489999942,"down",1,270,"down",0.0706122448979592,"conf",0.58,"0.954514900000504","4.5885076949092305",1.98027798726416,0.723627574965309,5,2654,"h","r"
"145",NA,NA,4,"Main",2,1.14016919999995,"down",0,90,"up",0.151428571428571,"conf",0.6,"1.2712871999992785","3.430075313621629",1.26712716465791,0.602882510936347,5,2654,"h","r"
"146",NA,NA,4,"Main",3,1.06723260000035,"up",1,90,"up",0.292857142857143,"conf",0.65,"1.0788884999983566","3.198278522571695",2.84371694717054,0.323382860463916,5,2654,"h","r"
"147",NA,NA,4,"Main",4,1.22617600000012,"down",0,90,"up",0.212040816326531,"conf",0.67,"1.3164677000004303","4.271411907402421",2.04678112542656,0.336619513999547,5,2654,"h","r"
"148",NA,NA,4,"Main",5,1.27664419999928,"down",1,270,"down",0.111020408163265,"conf",0.52,"0.8720885000002454","2.6981301218072145",1.94488314186527,0.712800851509326,5,2654,"h","r"
"149",NA,NA,4,"Main",6,1.09172779999972,"down",0,90,"up",0.191836734693878,"control",0.57,"0.7594214000000648","3.7765298553258293",2.36886588929855,0.280652534713174,5,2654,"h","r"
"150",NA,NA,4,"Main",7,1.30694559999938,"down",1,270,"down",0.0908163265306122,"control",0.61,"0.8794687000008707","4.136811284576809",1.86893171039948,0.313251805004254,5,2654,"h","r"
"151",NA,NA,4,"Main",8,1.08931309999934,"up",1,90,"up",0.212040816326531,"conf",0.62,"0.9616454999995767","2.1048470587219943",3.81470556444573,0.705918257348018,5,2654,"h","r"
"152",NA,NA,4,"Main",9,1.65573199999926,"down",0,90,"up",0.111020408163265,"conf",0.64,"1.051562800001193","3.2300029056265083",2.50703138826163,0.519351512774187,5,2654,"h","r"
"153",NA,NA,4,"Main",10,1.17502849999983,"up",0,270,"down",0.0504081632653061,"conf",0.51,"1.0640698999995948","3.353272337044937",2.96729040877336,0.303977182071786,5,2654,"h","r"
"154",NA,NA,4,"Main",11,1.03865519999999,"up",1,90,"up",0.191836734693878,"conf",0.7,"0.5488775999983773","3.0668385684816486",1.92137888687057,0.288327335257615,5,2654,"h","r"
"155",NA,NA,4,"Main",12,1.01763260000007,"down",1,270,"down",0.27265306122449,"conf",0.79,"0.944465599999603","3.283775698812251",2.63482622066639,0.675984234379098,5,2654,"h","r"
"156",NA,NA,4,"Main",13,1.4062028999997,"up",0,270,"down",0.0706122448979592,"control",0.46,"0.9210376999999426","2.1792398005023585",2.03597208971474,0.366530878695986,5,2654,"h","r"
