thisRow.t,notes,block,Trialtype,withinblocktrial,RTdec,resp,cor,dots direction,cor_resp,coherence,scale,SR_conf,RTrating,interval,interTrial.interval,start_conf,subject,age,gender,handedness,
,,0,Training - easy,0,1.623142899999948,down,0,90,up,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,1,0.7005331999998816,down,0,90,up,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,2,0.6157757000000856,up,1,90,up,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,3,0.615174499999739,down,0,90,up,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,4,0.9002567999996245,up,1,90,up,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,5,0.7002037000002019,down,0,90,up,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,6,1.0191820999998527,down,1,270,down,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,7,0.7346578999995472,down,1,270,down,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,8,0.5828987000004417,up,1,90,up,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,9,0.6165235000007669,down,0,90,up,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,10,0.8856703000001289,down,0,90,up,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,11,0.7167129999997996,up,0,270,down,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,12,0.7677913999996235,down,1,270,down,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,13,0.7853162000001248,down,1,270,down,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,14,0.9683316999999079,up,0,270,down,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,15,0.7841138000003411,up,0,270,down,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,16,0.699518999999782,down,1,270,down,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,17,0.6849409000005835,down,1,270,down,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,18,0.6701137999998537,down,0,90,up,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,19,0.6178854999998293,up,0,270,down,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,0,0.7533027999998012,down,0,90,up,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,1,0.9355343999995966,down,1,270,down,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,2,0.48202219999984663,up,0,270,down,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,3,0.5002048000005743,up,1,90,up,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,4,0.48319590000028256,down,1,270,down,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,5,0.5667656000005081,up,0,270,down,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,6,0.6325830000005226,down,1,270,down,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,7,0.6840469000007943,up,1,90,up,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,8,0.7849141000006057,up,1,90,up,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,9,1.0505904999999984,up,1,90,up,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,10,0.6987088000005315,up,1,90,up,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,11,0.5660331000008227,down,1,270,down,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,12,0.5174787999994805,up,1,90,up,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,13,0.41871869999977207,down,1,270,down,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,14,0.5839912000001277,up,1,90,up,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,15,0.4002307999999175,down,1,270,down,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,16,0.43486619999930554,up,1,90,up,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,17,0.448909900000217,down,1,270,down,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,18,0.7505307999999786,down,1,270,down,0.8,,,,,,,3,27,W,R,
,,0,Training - easy,19,0.44983159999992495,up,1,90,up,0.8,,,,,,,3,27,W,R,
,,0,Training - hard,0,0.9526073000006363,up,1,90,up,0.4,,,,,,,3,27,W,R,
,,0,Training - hard,1,0.40037260000008246,down,0,90,up,0.4,,,,,,,3,27,W,R,
,,0,Training - hard,2,0.8828431999991153,down,1,270,down,0.4,,,,,,,3,27,W,R,
,,0,Training - hard,3,0.5669900000002599,up,0,270,down,0.4,,,,,,,3,27,W,R,
,,0,Training - hard,4,0.8501118000003771,down,0,90,up,0.4,,,,,,,3,27,W,R,
,,0,Training - hard,5,0.7997712999995201,down,1,270,down,0.4,,,,,,,3,27,W,R,
,,0,Training - hard,6,0.8503971999998612,up,1,90,up,0.4,,,,,,,3,27,W,R,
,,0,Training - hard,7,0.6333334000000832,down,1,270,down,0.4,,,,,,,3,27,W,R,
,,0,Training - hard,8,0.6186078000000634,up,1,90,up,0.4,,,,,,,3,27,W,R,
