"","thisRow.t","notes","block","Trialtype","withinblocktrial","RTdec","resp","cor","dots.direction","cor_resp","coherence","dotlife","SR_conf","RTrating","interval","interTrial.interval","scale","start_conf","subject","age","gender","handedness","X"
"233",NA,NA,3,"Main",48,0.544414700008929,"up",1,90,"up",0.075,NA,"1.0","0.8796384000452235","3.459992449800342",2.63115512955238,"conf",0.5,0,30,"Man","Right",NA
"234",NA,NA,3,"Main",49,0.964739800023381,"up",1,90,"up",0.0666666666666667,NA,"0.74","1.158208700013347","3.685614975619645",3.22776110172365,"conf",0.5,0,30,"Man","Right",NA
"235",NA,NA,3,"Main",50,1.30083389999345,"down",1,270,"down",0.075,NA,"1.0","0.9272432000143453","2.703824465484008",3.20060430717735,"conf",0.5,0,30,"Man","Right",NA
"236",NA,NA,3,"Main",51,0.845784900011495,"up",1,90,"up",0.0666666666666667,NA,"1.0","0.8447704000282101","4.896170796885551",2.65490447936308,"conf",0.5,0,30,"Man","Right",NA
"237",NA,NA,3,"Main",52,0.739254200016148,"up",1,90,"up",0.075,NA,"1.0","0.9223056000191718","4.795449275135416",1.99316880552576,"conf",0.5,0,30,"Man","Right",NA
"238",NA,NA,3,"Main",53,0.522217000019737,"down",1,270,"down",0.075,NA,"1.0","1.0027848000172526","4.014401144707759",2.54809611088939,"conf",0.5,0,30,"Man","Right",NA
"239",NA,NA,4,"Main",0,0.63930059998529,"up",1,90,"up",0.125,NA,"1.0","0.9330970000009984","3.3031331060107814",3.86333487054543,"conf",0.5,0,30,"Man","Right",NA
"240",NA,NA,4,"Main",1,0.630577099975199,"up",1,90,"up",0.075,NA,"1.0","0.8804699000320397","3.5453984370235325",2.19778752895209,"conf",0.5,0,30,"Man","Right",NA
"241",NA,NA,4,"Main",2,0.465935199987143,"down",1,270,"down",0.075,NA,"1.0","0.832670199975837","2.713643527912088",1.4524886926739,"conf",0.5,0,30,"Man","Right",NA
"242",NA,NA,4,"Main",3,0.478776199975982,"up",1,90,"up",0.0666666666666667,NA,"1.0","0.8723257000092417","4.7020170833817545",2.85412430706668,"conf",0.5,0,30,"Man","Right",NA
"243",NA,NA,4,"Main",4,0.541500299994368,"up",1,90,"up",0.05,NA,"1.0","0.8382215000456199","2.450332001847534",1.43378201738108,"conf",0.5,0,30,"Man","Right",NA
"244",NA,NA,4,"Main",5,0.577625999983866,"down",1,270,"down",0.0666666666666667,NA,"1.0","0.8537219999707304","3.154858094140754",2.35000546621693,"conf",0.5,0,30,"Man","Right",NA
"245",NA,NA,4,"Main",6,0.714730100007728,"up",1,90,"up",0.025,NA,"0.72","1.0548070999793708","2.4892982440142974",3.42710901048812,"conf",0.5,0,30,"Man","Right",NA
"246",NA,NA,4,"Main",7,0.534134000015911,"down",1,270,"down",0.0666666666666667,NA,"1.0","0.8998888999922201","4.580149784299869",1.63860217673365,"conf",0.5,0,30,"Man","Right",NA
"247",NA,NA,4,"Main",8,0.507191999990027,"down",1,270,"down",0.0666666666666667,NA,"1.0","0.8912883999873884","2.013600602737095",2.08740440100034,"conf",0.5,0,30,"Man","Right",NA
"248",NA,NA,4,"Main",9,0.575932400010061,"down",1,270,"down",0.05,NA,"0.82","1.4682606999995187","4.884887256985038",2.98706998618772,"conf",0.5,0,30,"Man","Right",NA
"249",NA,NA,4,"Main",10,1.32664010004373,"up",1,90,"up",0.05,NA,"0.84","1.6308541999896988","4.675205742374217",2.79913438412541,"conf",0.5,0,30,"Man","Right",NA
"250",NA,NA,4,"Main",11,0.514423699991312,"down",1,270,"down",0.075,NA,"1.0","0.8472539000213146","3.1973916233371336",2.96571762983156,"conf",0.5,0,30,"Man","Right",NA
"251",NA,NA,4,"Main",12,0.463692900026217,"up",1,90,"up",0.0666666666666667,NA,"1.0","0.8634373999666423","2.61342700372664",1.97773988340454,"conf",0.5,0,30,"Man","Right",NA
"252",NA,NA,4,"Main",13,0.603249900043011,"up",1,90,"up",0.075,NA,"1.0","0.9094153000041842","4.188652825736321",1.80677754093591,"conf",0.5,0,30,"Man","Right",NA
"253",NA,NA,4,"Main",14,0.58804240002064,"down",1,270,"down",0.125,NA,"1.0","0.8719297999632545","3.1956203796004106",3.61172275673315,"conf",0.5,0,30,"Man","Right",NA
"254",NA,NA,4,"Main",15,0.532403699995484,"up",1,90,"up",0.0666666666666667,NA,"1.0","0.8464087000465952","3.2990581941655672",1.56538834094026,"conf",0.5,0,30,"Man","Right",NA
"255",NA,NA,4,"Main",16,1.04933930002153,"down",1,270,"down",0.025,NA,"0.94","2.4845611000200734","2.4788503958964325",3.33576590245153,"conf",0.5,0,30,"Man","Right",NA
"256",NA,NA,4,"Main",17,0.558654299995396,"down",1,270,"down",0.05,NA,"1.0","0.8514522999757901","3.42126963167292",3.22675467699359,"conf",0.5,0,30,"Man","Right",NA
"257",NA,NA,4,"Main",18,1.19978550000815,"down",1,270,"down",0.05,NA,"1.0","0.9181908000027761","3.0619880633791823",3.51327207675306,"conf",0.5,0,30,"Man","Right",NA
"258",NA,NA,4,"Main",19,0.78235210001003,"up",1,90,"up",0.05,NA,"1.0","0.8600129000260495","3.7857052210485183",2.795198433861,"conf",0.5,0,30,"Man","Right",NA
"259",NA,NA,4,"Main",20,1.31835209997371,"up",1,90,"up",0.075,NA,"1.0","0.8042515000561252","3.195728172372892",2.65988457825122,"conf",0.5,0,30,"Man","Right",NA
"260",NA,NA,4,"Main",21,0.486331899999641,"down",1,270,"down",0.125,NA,"1.0","0.8408780999598093","4.808044031785997",2.88962391777113,"conf",0.5,0,30,"Man","Right",NA
"261",NA,NA,4,"Main",22,0.857104499998968,"up",1,90,"up",0.025,NA,"1.0","0.9210030999965966","4.948528668058882",3.89645269520462,"conf",0.5,0,30,"Man","Right",NA
"262",NA,NA,4,"Main",23,0.698701400018763,"down",1,270,"down",0.0666666666666667,NA,"1.0","0.8763212999911048","2.936589829669268",1.57314524385688,"conf",0.5,0,30,"Man","Right",NA
"263",NA,NA,4,"Main",24,1.37497329997132,"down",1,270,"down",0.025,NA,"0.74","1.6075477999984287","3.914124209930592",3.53809581385992,"conf",0.5,0,30,"Man","Right",NA
"264",NA,NA,4,"Main",25,0.706544300017413,"up",1,90,"up",0.0666666666666667,NA,"1.0","0.8681388999684714","3.301721949656323",3.41395543286642,"conf",0.5,0,30,"Man","Right",NA
"265",NA,NA,4,"Main",26,0.529423400002997,"up",1,90,"up",0.075,NA,"1.0","0.875412099994719","2.8173966573271025",3.01965801778449,"conf",0.5,0,30,"Man","Right",NA
"266",NA,NA,4,"Main",27,0.757346900005359,"down",1,270,"down",0.0666666666666667,NA,"1.0","0.9621395999565721","3.4415426574669876",1.90035577895749,"conf",0.5,0,30,"Man","Right",NA
"267",NA,NA,4,"Main",28,0.480353399994783,"up",1,90,"up",0.125,NA,"1.0","0.8301883999956772","4.878706150490949",3.36435341700502,"conf",0.5,0,30,"Man","Right",NA
"268",NA,NA,4,"Main",29,0.381278599961661,"down",0,90,"up",0.0666666666666667,NA,"0.0","0.9364477000199258","2.840728939975521",2.15651622231356,"conf",0.5,0,30,"Man","Right",NA
"269",NA,NA,4,"Main",30,0.754817499953788,"down",1,270,"down",0.05,NA,"0.88","1.1723699999856763","4.5455240967122394",2.60048910602562,"conf",0.5,0,30,"Man","Right",NA
"270",NA,NA,4,"Main",31,0.545198099978734,"up",1,90,"up",0.0666666666666667,NA,"1.0","0.8382500999723561","4.968252492792897",2.73052412157109,"conf",0.5,0,30,"Man","Right",NA
"271",NA,NA,4,"Main",32,0.633864800038282,"down",1,270,"down",0.0666666666666667,NA,"1.0","0.8882628999999724","4.874643414465052",2.31142049654602,"conf",0.5,0,30,"Man","Right",NA
"272",NA,NA,4,"Main",33,0.723068099992815,"up",1,90,"up",0.05,NA,"1.0","0.8827845000196248","4.9367958678577075",2.37288919203432,"conf",0.5,0,30,"Man","Right",NA
"273",NA,NA,4,"Main",34,0.74161379999714,"down",1,270,"down",0.075,NA,"1.0","0.8654124999884516","4.488994759702097",3.43708998142561,"conf",0.5,0,30,"Man","Right",NA
"274",NA,NA,4,"Main",35,0.656334900006186,"down",1,270,"down",0.075,NA,"0.88","1.3668529999558814","2.9692350853290588",1.35667779750802,"conf",0.5,0,30,"Man","Right",NA
"275",NA,NA,4,"Main",36,1.05526140000438,"up",1,90,"up",0.05,NA,"1.0","0.9519201000221074","2.682737077269938",1.62181682395139,"conf",0.5,0,30,"Man","Right",NA
"276",NA,NA,4,"Main",37,0.59147959999973,"up",1,90,"up",0.125,NA,"1.0","0.8470576999825425","2.4413985076660127",2.33586787840461,"conf",0.5,0,30,"Man","Right",NA
"277",NA,NA,4,"Main",38,0.758264699950814,"down",1,270,"down",0.025,NA,"1.0","0.8208474999992177","2.1351467519857965",2.05094037383057,"conf",0.5,0,30,"Man","Right",NA
"278",NA,NA,4,"Main",39,0.547167200013064,"up",1,90,"up",0.075,NA,"1.0","0.8554434000398032","2.78942374869101",3.55792713911204,"conf",0.5,0,30,"Man","Right",NA
"279",NA,NA,4,"Main",40,0.522265899984632,"up",1,90,"up",0.0666666666666667,NA,"1.0","0.8095170000451617","3.9929251757499777",3.97918207085578,"conf",0.5,0,30,"Man","Right",NA
"280",NA,NA,4,"Main",41,0.483729000028688,"down",1,270,"down",0.05,NA,"0.76","1.5717903000186197","2.076128121406983",2.65448177201698,"conf",0.5,0,30,"Man","Right",NA
"281",NA,NA,4,"Main",42,0.625663099985104,"down",1,270,"down",0.0666666666666667,NA,"1.0","0.5601599999936298","3.311824546924607",1.93005999335351,"conf",0.5,0,30,"Man","Right",NA
"282",NA,NA,4,"Main",43,0.633638499944936,"up",1,90,"up",0.0666666666666667,NA,"1.0","0.8760508000268601","4.851952821043609",2.67867231837744,"conf",0.5,0,30,"Man","Right",NA
"283",NA,NA,4,"Main",44,1.38495870004408,"up",1,90,"up",0.05,NA,"1.0","1.213969399977941","2.3355219678414114",2.46207753069635,"conf",0.5,0,30,"Man","Right",NA
"284",NA,NA,4,"Main",45,0.949680100020487,"up",1,90,"up",0.075,NA,"1.0","0.8467488999594934","2.1008146316269336",1.37479775327262,"conf",0.5,0,30,"Man","Right",NA
"285",NA,NA,4,"Main",46,0.571538999967743,"down",1,270,"down",0.075,NA,"1.0","0.7182209999882616","4.448818701854212",1.60564388912701,"conf",0.5,0,30,"Man","Right",NA
"286",NA,NA,4,"Main",47,0.856707200000528,"down",1,270,"down",0.075,NA,"1.0","0.7986457999795675","3.4219762149752437",3.83741661213515,"conf",0.5,0,30,"Man","Right",NA
"287",NA,NA,4,"Main",48,0.592873099958524,"down",1,270,"down",0.0666666666666667,NA,"1.0","0.9890339999692515","2.183848958819091",3.55753847216152,"conf",0.5,0,30,"Man","Right",NA
"288",NA,NA,4,"Main",49,0.903415799955837,"up",1,90,"up",0.0666666666666667,NA,"1.0","0.9751658000168391","3.174567724121793",3.11905946369035,"conf",0.5,0,30,"Man","Right",NA
"289",NA,NA,4,"Main",50,0.97672659996897,"up",1,90,"up",0.025,NA,"1.0","0.8740119999856688","4.965448135710488",1.52315643093907,"conf",0.5,0,30,"Man","Right",NA
"290",NA,NA,4,"Main",51,1.13789370004088,"down",1,270,"down",0.0666666666666667,NA,"1.0","0.8617814999888651","4.505335659057984",1.46699371897905,"conf",0.5,0,30,"Man","Right",NA
"291",NA,NA,4,"Main",52,0.529136799974367,"down",1,270,"down",0.125,NA,"1.0","1.3558560999808833","2.569768224873914",3.06840182195704,"conf",0.5,0,30,"Man","Right",NA
"292",NA,NA,4,"Main",53,0.794769500032999,"down",1,270,"down",0.05,NA,"1.0","0.8675584999728017","3.4241296121991143",3.54617325623299,"conf",0.5,0,30,"Man","Right",NA
"293",NA,NA,5,"Main",0,0.7456208000076,"up",1,90,"up",0.025,NA,"1.0","0.8488627999904566","2.410807759763647",3.2834020825515,"conf",0.5,0,30,"Man","Right",NA
"294",NA,NA,5,"Main",1,0.712285700021312,"down",1,270,"down",0.0666666666666667,NA,"1.0","0.810812099953182","3.9816770274135846",3.38030785948108,"conf",0.5,0,30,"Man","Right",NA
"295",NA,NA,5,"Main",2,0.665685100015253,"down",1,270,"down",0.125,NA,"1.0","0.9024459000211209","4.908144957355726",1.61190930523827,"conf",0.5,0,30,"Man","Right",NA
"296",NA,NA,5,"Main",3,0.502152100030798,"up",1,90,"up",0.125,NA,"1","0.7842322000069544","4.0468570306880505",2.29041196022063,"conf",0.5,0,30,"Man","Right",NA
"297",NA,NA,5,"Main",4,0.388435899978504,"down",1,270,"down",0.075,NA,"1.0","0.8901095000328496","2.210529923079797",2.88716953991262,"conf",0.5,0,30,"Man","Right",NA
"298",NA,NA,5,"Main",5,0.541490799980238,"down",1,270,"down",0.0666666666666667,NA,"1.0","0.8087474000058137","2.912709473592842",2.45409014323181,"conf",0.5,0,30,"Man","Right",NA
"299",NA,NA,5,"Main",6,0.73985630000243,"up",1,90,"up",0.075,NA,"1.0","0.9333203000132926","3.38656013326721",1.74171588530166,"conf",0.5,0,30,"Man","Right",NA
"300",NA,NA,5,"Main",7,0.63892710005166,"up",1,90,"up",0.0666666666666667,NA,"1.0","1.051789999997709","2.266965822686621",3.77646564954091,"conf",0.5,0,30,"Man","Right",NA
"301",NA,NA,5,"Main",8,0.618164599989541,"up",1,90,"up",0.0666666666666667,NA,"1.0","0.8873673000489362","2.461048093239338",3.98016562066561,"conf",0.5,0,30,"Man","Right",NA
"302",NA,NA,5,"Main",9,0.549147599958815,"down",1,270,"down",0.075,NA,"1.0","0.8497799999895506","3.529502831445803",3.00673432422364,"conf",0.5,0,30,"Man","Right",NA
"303",NA,NA,5,"Main",10,0.58698550000554,"up",1,90,"up",0.0666666666666667,NA,"1.0","0.8519881999818608","3.4148357293430323",1.6903718280741,"conf",0.5,0,30,"Man","Right",NA
"304",NA,NA,5,"Main",11,0.902748100052122,"down",1,270,"down",0.025,NA,"0.74","1.0264503000071272","4.389811456419901",2.22980405059735,"conf",0.5,0,30,"Man","Right",NA
"305",NA,NA,5,"Main",12,0.833072400011588,"up",1,90,"up",0.05,NA,"1.0","0.8423210000037216","3.137053380050431",1.08176206766537,"conf",0.5,0,30,"Man","Right",NA
"306",NA,NA,5,"Main",13,0.632338099996559,"down",1,270,"down",0.0666666666666667,NA,"1.0","0.8479357000323944","2.0656165184553297",3.16230926887894,"conf",0.5,0,30,"Man","Right",NA
"307",NA,NA,5,"Main",14,0.516770899994299,"up",1,90,"up",0.05,NA,"1.0","0.8777201999910176","4.185601425005325",2.27767223397182,"conf",0.5,0,30,"Man","Right",NA
"308",NA,NA,5,"Main",15,0.484697300009429,"down",1,270,"down",0.05,NA,"0.86","1.0681028999970295","3.313230285707145",2.97438178200405,"conf",0.5,0,30,"Man","Right",NA
"309",NA,NA,5,"Main",16,0.557165099948179,"down",1,270,"down",0.05,NA,"0.9","1.4855280999909155","2.0019571063360595",2.07535394652517,"conf",0.5,0,30,"Man","Right",NA
"310",NA,NA,5,"Main",17,0.671361899992917,"up",1,90,"up",0.075,NA,"1.0","0.708032299997285","2.677440406534626",2.04182595186103,"conf",0.5,0,30,"Man","Right",NA
"311",NA,NA,5,"Main",18,0.687975699955132,"up",1,90,"up",0.075,NA,"1.0","0.8345783000113443","2.682579826787789",2.26389120813885,"conf",0.5,0,30,"Man","Right",NA
"312",NA,NA,5,"Main",19,0.465820999990683,"down",1,270,"down",0.125,NA,"1.0","0.8930977999698371","3.103619175143601",2.78446355705878,"conf",0.5,0,30,"Man","Right",NA
"313",NA,NA,5,"Main",20,0.711234399990644,"up",1,90,"up",0.05,NA,"1.0","0.6407058999757282","3.96621731331811",1.2782342559827,"conf",0.5,0,30,"Man","Right",NA
"314",NA,NA,5,"Main",21,0.638066000014078,"down",1,270,"down",0.05,NA,"1.0","0.8815092000295408","2.5690369074682704",3.47422993393448,"conf",0.5,0,30,"Man","Right",NA
"315",NA,NA,5,"Main",22,0.571550499997102,"down",1,270,"down",0.05,NA,"1.0","0.8961750000016764","2.322805377420729",3.41597016850319,"conf",0.5,0,30,"Man","Right",NA
"316",NA,NA,5,"Main",23,0.514438099984545,"up",1,90,"up",0.0666666666666667,NA,"1.0","0.8414703999878839","2.95308216171282",3.38968185212337,"conf",0.5,0,30,"Man","Right",NA
"317",NA,NA,5,"Main",24,0.423977200000081,"down",1,270,"down",0.0666666666666667,NA,"1.0","0.8994851000024937","3.63685178381723",3.75025613921755,"conf",0.5,0,30,"Man","Right",NA
"318",NA,NA,5,"Main",25,0.829915399954189,"down",1,270,"down",0.025,NA,"0.84","1.5800263999844901","2.430270452557669",2.83594247039525,"conf",0.5,0,30,"Man","Right",NA
"319",NA,NA,5,"Main",26,0.494053000002168,"down",1,270,"down",0.075,NA,"1.0","0.9043142000446096","2.3369937924700444",1.68876662967253,"conf",0.5,0,30,"Man","Right",NA
"320",NA,NA,5,"Main",27,0.590705000038724,"up",1,90,"up",0.05,NA,"1.0","0.8343231999897398","3.4688120203525656",2.00150516133981,"conf",0.5,0,30,"Man","Right",NA
"321",NA,NA,5,"Main",28,0.49621469998965,"up",1,90,"up",0.125,NA,"1.0","0.9258364999550395","2.5509541735913386",2.42262419823963,"conf",0.5,0,30,"Man","Right",NA
"322",NA,NA,5,"Main",29,0.489500999974553,"down",0,90,"up",0.025,NA,"0.0","0.9004245999967679","2.4858802899227617",2.47806169967154,"conf",0.5,0,30,"Man","Right",NA
"323",NA,NA,5,"Main",30,0.552679900021758,"down",1,270,"down",0.0666666666666667,NA,"1.0","0.9202539999969304","2.7966207538562466",1.99003121805186,"conf",0.5,0,30,"Man","Right",NA
"324",NA,NA,5,"Main",31,0.638530399999581,"up",1,90,"up",0.0666666666666667,NA,"1.0","0.9339143999968655","2.036073585656392",1.38676367720134,"conf",0.5,0,30,"Man","Right",NA
"325",NA,NA,5,"Main",32,1.66049159999238,"up",1,90,"up",0.075,NA,"1.0","0.9974522999837063","2.9947003714434954",1.81944902174822,"conf",0.5,0,30,"Man","Right",NA
"326",NA,NA,5,"Main",33,0.51082809997024,"down",1,270,"down",0.0666666666666667,NA,"1.0","0.9035081999609247","4.169926824985638",2.26279935030656,"conf",0.5,0,30,"Man","Right",NA
"327",NA,NA,5,"Main",34,0.899467799987178,"down",1,270,"down",0.075,NA,"1.0","0.9334874000051059","2.613619489904053",3.71915809408131,"conf",0.5,0,30,"Man","Right",NA
"328",NA,NA,5,"Main",35,0.541578600008506,"up",1,90,"up",0.0666666666666667,NA,"1.0","0.9135804999968968","3.041732218908616",3.07149450302891,"conf",0.5,0,30,"Man","Right",NA
"329",NA,NA,5,"Main",36,0.541036499955226,"up",1,90,"up",0.05,NA,"1.0","0.9116013000020757","2.6928787758232753",2.99457193386242,"conf",0.5,0,30,"Man","Right",NA
"330",NA,NA,5,"Main",37,0.485548099968582,"up",1,90,"up",0.125,NA,"1.0","0.8554455999983475","3.143494657347629",3.11449839550218,"conf",0.5,0,30,"Man","Right",NA
"331",NA,NA,5,"Main",38,0.465906400000677,"down",1,270,"down",0.05,NA,"0.78","1.744221100001596","3.7345316142855234",1.67843720994654,"conf",0.5,0,30,"Man","Right",NA
"332",NA,NA,5,"Main",39,0.734736199956387,"down",1,270,"down",0.05,NA,"1.0","0.8679998000152409","2.1803495360238445",3.72977890432517,"conf",0.5,0,30,"Man","Right",NA
"333",NA,NA,5,"Main",40,0.532577300036792,"down",1,270,"down",0.0666666666666667,NA,"1.0","0.8540418000193313","3.625521020363716",1.13812566691499,"conf",0.5,0,30,"Man","Right",NA
"334",NA,NA,5,"Main",41,0.62588309997227,"up",1,90,"up",0.0666666666666667,NA,"1.0","1.1139538999996148","4.640853546333766",2.8011553663502,"conf",0.5,0,30,"Man","Right",NA
"335",NA,NA,5,"Main",42,0.528153399995063,"up",1,90,"up",0.075,NA,"1.0","0.8931261000107042","3.3152000102310373",1.32837414805077,"conf",0.5,0,30,"Man","Right",NA
"336",NA,NA,5,"Main",43,0.434049599978607,"down",1,270,"down",0.025,NA,"0.4","2.7018537999829277","3.5091423170953373",2.56680636391294,"conf",0.5,0,30,"Man","Right",NA
"337",NA,NA,5,"Main",44,0.513508199946955,"down",1,270,"down",0.075,NA,"1.0","0.8831831000279635","4.009265235884223",3.68336572336745,"conf",0.5,0,30,"Man","Right",NA
"338",NA,NA,5,"Main",45,0.795253399992362,"up",1,90,"up",0.025,NA,"0.72","1.60686210001586","3.8504206530122733",3.24078680917097,"conf",0.5,0,30,"Man","Right",NA
"339",NA,NA,5,"Main",46,0.623090099950787,"down",1,270,"down",0.0666666666666667,NA,"1.0","0.860625900037121","2.643163430349401",2.26690387244554,"conf",0.5,0,30,"Man","Right",NA
"340",NA,NA,5,"Main",47,0.728782900026999,"down",1,270,"down",0.0666666666666667,NA,"1.0","0.8748659000266343","2.2851434488871902",1.0583341508044,"conf",0.5,0,30,"Man","Right",NA
"341",NA,NA,5,"Main",48,0.622003900003619,"up",1,90,"up",0.0666666666666667,NA,"1.0","0.8592831999994814","3.1421972277457155",1.91187744563588,"conf",0.5,0,30,"Man","Right",NA
"342",NA,NA,5,"Main",49,0.601409200055059,"up",1,90,"up",0.05,NA,"1.0","0.8829164999770001","2.6824811622748372",3.12901300146163,"conf",0.5,0,30,"Man","Right",NA
"343",NA,NA,5,"Main",50,0.517320099985227,"down",1,270,"down",0.125,NA,"1.0","0.8487562000518665","3.6981902902784705",3.32952747974947,"conf",0.5,0,30,"Man","Right",NA
"344",NA,NA,5,"Main",51,0.565803299949039,"up",1,90,"up",0.0666666666666667,NA,"1.0","0.8686982000363059","4.477118701863406",3.1353930521522,"conf",0.5,0,30,"Man","Right",NA
"345",NA,NA,5,"Main",52,0.507537199999206,"up",1,90,"up",0.075,NA,"1.0","0.8947417999734171","3.8417899218224605",2.66933108754937,"conf",0.5,0,30,"Man","Right",NA
"346",NA,NA,5,"Main",53,0.562039899989031,"down",1,270,"down",0.075,NA,"1.0","0.84402570000384","4.0642128228173",1.89361730919164,"conf",0.5,0,30,"Man","Right",NA
"347",NA,NA,6,"Main",0,0.732488600013312,"down",1,270,"down",0.075,NA,"1.0","0.8875104999751784","3.4747310171647228",2.87743370316244,"control",0.5,0,30,"Man","Right",NA
"348",NA,NA,6,"Main",1,0.552483599982224,"up",1,90,"up",0.075,NA,"1.0","0.8693923999671824","2.314522976995904",1.29647073798863,"control",0.5,0,30,"Man","Right",NA
"349",NA,NA,6,"Main",2,0.567702200030908,"down",1,270,"down",0.025,NA,"1.0","0.8237648000358604","4.072891883456826",1.94500698845148,"control",0.5,0,30,"Man","Right",NA
"350",NA,NA,6,"Main",3,0.533217100019101,"down",1,270,"down",0.05,NA,"1.0","0.9506495000096038","4.777655793220818",2.68276062119715,"control",0.5,0,30,"Man","Right",NA
"351",NA,NA,6,"Main",4,0.82907300000079,"down",1,270,"down",0.0666666666666667,NA,"1.0","0.9136134999571368","3.762163839238513",2.11415718086712,"control",0.5,0,30,"Man","Right",NA
"352",NA,NA,6,"Main",5,0.432596699974965,"up",1,90,"up",0.0666666666666667,NA,"1.0","0.8072932999930345","4.05488565738052",1.74069903560278,"control",0.5,0,30,"Man","Right",NA
"353",NA,NA,6,"Main",6,0.506313599995337,"down",1,270,"down",0.0666666666666667,NA,"1.0","0.8562191000091843","2.1134357673759867",3.16470104203369,"control",0.5,0,30,"Man","Right",NA
"354",NA,NA,6,"Main",7,1.26322279998567,"down",0,90,"up",0.025,NA,"0.0","1.0510875000036322","2.643754723067311",2.51679186764587,"control",0.5,0,30,"Man","Right",NA
"355",NA,NA,6,"Main",8,0.597184999962337,"up",1,90,"up",0.0666666666666667,NA,"1.0","0.8202588999993168","4.122405870072152",3.26332560038938,"control",0.5,0,30,"Man","Right",NA
"356",NA,NA,6,"Main",9,0.765222600020934,"down",1,270,"down",0.0666666666666667,NA,"1.0","0.8690562000265345","4.275407783254993",2.22080634634585,"control",0.5,0,30,"Man","Right",NA
"357",NA,NA,6,"Main",10,0.541648200014606,"up",1,90,"up",0.05,NA,"1.0","0.811736400006339","4.87658252711251",2.43276613698625,"control",0.5,0,30,"Man","Right",NA
"358",NA,NA,6,"Main",11,0.527620999957435,"up",1,90,"up",0.05,NA,"1.0","0.8784994999878109","3.76181385491878",2.53773165593366,"control",0.5,0,30,"Man","Right",NA
"359",NA,NA,6,"Main",12,0.472613100020681,"down",1,270,"down",0.05,NA,"0.76","1.35084630001802","2.2355783481441023",2.28677589500976,"control",0.5,0,30,"Man","Right",NA
"360",NA,NA,6,"Main",13,0.426590999995824,"up",1,90,"up",0.125,NA,"1.0","0.9315993000054732","2.591020679362262",2.99289743663019,"control",0.5,0,30,"Man","Right",NA
"361",NA,NA,6,"Main",14,0.535043200012296,"down",1,270,"down",0.075,NA,"1.0","0.8463459999766201","3.4857264002529624",1.24106845036393,"control",0.5,0,30,"Man","Right",NA
"362",NA,NA,6,"Main",15,0.541610300017055,"up",1,90,"up",0.075,NA,"1.0","0.8673058999702334","2.3389778454926846",3.54269546583729,"control",0.5,0,30,"Man","Right",NA
"363",NA,NA,6,"Main",16,0.520211800001562,"up",1,90,"up",0.0666666666666667,NA,"1.0","0.8270351000246592","3.5394059577545463",3.56508678067819,"control",0.5,0,30,"Man","Right",NA
"364",NA,NA,6,"Main",17,0.530238999985158,"down",1,270,"down",0.125,NA,"0.84","1.0244996000546962","4.400804134482353",2.82357267428456,"control",0.5,0,30,"Man","Right",NA
"365",NA,NA,6,"Main",18,0.504972500028089,"up",1,90,"up",0.075,NA,"1.0","0.9164868000079878","3.0507520133721",3.26255173106285,"control",0.5,0,30,"Man","Right",NA
"366",NA,NA,6,"Main",19,0.620969699986745,"down",1,270,"down",0.0666666666666667,NA,"1.0","0.8977125000092201","4.834940355131695",2.44776140189809,"control",0.5,0,30,"Man","Right",NA
"367",NA,NA,6,"Main",20,0.448925499978941,"up",1,90,"up",0.05,NA,"1.0","0.9174690999789163","4.1433024112042585",1.49084980047599,"control",0.5,0,30,"Man","Right",NA
"368",NA,NA,6,"Main",21,0.921853900013957,"down",1,270,"down",0.05,NA,"1.0","0.9436413000221364","2.142092434934997",3.09030475163502,"control",0.5,0,30,"Man","Right",NA
"369",NA,NA,6,"Main",22,0.855589499988127,"up",1,90,"up",0.025,NA,"0.74","1.591496000008192","4.108857793772199",3.01182253363165,"control",0.5,0,30,"Man","Right",NA
"370",NA,NA,6,"Main",23,0.517388199979905,"up",1,90,"up",0.05,NA,"1.0","0.8807654999545775","3.0339388962736997",2.83866065886758,"control",0.5,0,30,"Man","Right",NA
"371",NA,NA,6,"Main",24,0.658503699989524,"down",1,270,"down",0.075,NA,"1.0","0.861655900022015","3.5434550471679076",3.87180341016922,"control",0.5,0,30,"Man","Right",NA
"372",NA,NA,6,"Main",25,0.639010400045663,"down",1,270,"down",0.075,NA,"1.0","0.9186288000200875","2.300833249653021",1.88767988562025,"control",0.5,0,30,"Man","Right",NA
"373",NA,NA,6,"Main",26,0.558103699993808,"up",1,90,"up",0.0666666666666667,NA,"1.0","0.8350362000055611","2.587361606749873",2.03924441957537,"control",0.5,0,30,"Man","Right",NA
"374",NA,NA,6,"Main",27,0.440055600018241,"up",1,90,"up",0.125,NA,"1.0","0.8714651999762282","3.748111945943222",2.84062852519077,"control",0.5,0,30,"Man","Right",NA
"375",NA,NA,6,"Main",28,0.437616999959573,"down",1,270,"down",0.025,NA,"1.0","0.8227142000105232","3.1117554450496687",3.18075138323721,"control",0.5,0,30,"Man","Right",NA
"376",NA,NA,6,"Main",29,0.564734000014141,"down",1,270,"down",0.0666666666666667,NA,"1.0","0.927947900025174","2.217599421673513",2.81257529708042,"control",0.5,0,30,"Man","Right",NA
"377",NA,NA,6,"Main",30,0.601828900049441,"up",1,90,"up",0.0666666666666667,NA,"1.0","0.9209167999797501","4.526876166894938",3.26227210559358,"control",0.5,0,30,"Man","Right",NA
