"","thisRow.t","notes","block","Trialtype","withinblocktrial","RTdec","resp","cor","dots.direction","cor_resp","coherence","scale","SR_conf","RTrating","interval","interTrial.interval","subject","age","gender","handedness"
"167",NA,NA,4,"Main",24,0.901722999999038,"up",1,90,"up",0.0504081632653061,"conf",0.5,"0.37570839999898453",2.10245237837365,3.00695632273057,0,22,"M","R"
"168",NA,NA,4,"Main",25,0.627161199998227,"up",1,90,"up",1,"conf",0.98,"1.0304409000018495",4.69275881215716,3.39173613621385,0,22,"M","R"
"169",NA,NA,4,"Main",26,0.729047799999535,"down",1,270,"down",0.959591836734694,"conf",0.97,"1.1632591000015964",2.22648933045857,1.52525348148799,0,22,"M","R"
"170",NA,NA,4,"Main",27,0.643127399998775,"up",1,90,"up",1,"control",0.97,"0.9097450000008394",2.9761881173444,1.23828173149188,0,22,"M","R"
"171",NA,NA,4,"Main",28,1.23248550000062,"up",0,270,"down",0.151428571428571,"conf",0.41,"0.9590524000013829",3.21863888962613,1.49664206365691,0,22,"M","R"
"172",NA,NA,4,"Main",29,0.870188400000188,"up",1,90,"up",0.0706122448979592,"control",0.6,"0.8518409999996948",3.66159949565224,1.6793523140931,0,22,"M","R"
"173",NA,NA,4,"Main",30,1.30688759999975,"down",1,270,"down",0.01,"control",0.4,"0.8898349000010057",2.60969902354926,2.37724297946088,0,22,"M","R"
"174",NA,NA,4,"Main",31,0.959860000002664,"down",0,90,"up",0.0504081632653061,"conf",0.5,"0.30188949999865144",4.63686205513257,3.86134946179862,0,22,"M","R"
"175",NA,NA,4,"Main",32,1.40645769999901,"down",1,270,"down",0.0302040816326531,"control",0.53,"1.427699299998494",2.15539904966392,1.26254169053036,0,22,"M","R"
"176",NA,NA,4,"Main",33,0.668815900000482,"up",1,90,"up",0.939387755102041,"conf",0.94,"1.0288834999992105",3.11964175163912,3.2716423979427,0,22,"M","R"
"177",NA,NA,4,"Main",34,0.782616399999824,"up",1,90,"up",0.171632653061224,"control",0.58,"0.8977014000010968",4.42974313959429,3.54524807875227,0,22,"M","R"
"178",NA,NA,4,"Main",35,0.857354200001282,"up",1,90,"up",0.01,"conf",0.58,"0.7851929999997083",4.26549345583251,1.33980705007662,0,22,"M","R"
"179",NA,NA,4,"Main",36,0.64487740000186,"down",1,270,"down",0.919183673469388,"conf",0.96,"1.0139275000001362",3.81016184084275,1.1097856230808,0,22,"M","R"
"180",NA,NA,4,"Main",37,0.624157000002015,"down",1,270,"down",1,"conf",0.96,"0.9681119000015315",4.65043133438736,1.7314973243099,0,22,"M","R"
"181",NA,NA,4,"Main",38,0.630047700000432,"up",1,90,"up",0.959591836734694,"conf",0.96,"1.2322550999997475",1.94258517882332,1.48958314866611,0,22,"M","R"
"182",NA,NA,4,"Main",39,0.896250199999486,"down",1,270,"down",0.151428571428571,"conf",0.74,"0.84391549999782",3.58148460279421,3.21136264365997,0,22,"M","R"
"183",NA,NA,4,"Main",40,0.626389600001858,"down",1,270,"down",0.979795918367347,"conf",0.85,"1.3071237999974983",1.86374370889108,2.03966199356501,0,22,"M","R"
"184",NA,NA,4,"Main",41,1.04831299999933,"down",0,90,"up",0.01,"control",0.56,"1.044782099997974",3.63230223527012,2.43357746982398,0,22,"M","R"
"185",NA,NA,4,"Main",42,0.754842199999985,"up",1,90,"up",0.131224489795918,"conf",0.63,"0.9306233000024804",1.70115137744684,2.1658865639948,0,22,"M","R"
"186",NA,NA,4,"Main",43,1.08838409999953,"up",1,90,"up",0.131224489795918,"conf",0.56,"0.9675052999991749",1.61301925087487,2.44665118436682,0,22,"M","R"
"187",NA,NA,4,"Main",44,0.67364969999835,"down",1,270,"down",0.878775510204082,"control",0.95,"0.7432038999977522",1.70858319027152,1.54822548075434,0,22,"M","R"
"188",NA,NA,4,"Main",45,0.653493000001617,"down",1,270,"down",0.959591836734694,"conf",1,"0.9310521999977937",3.11641348588361,2.08884716831519,0,22,"M","R"
"189",NA,NA,5,"Main",0,0.708367400002317,"up",1,90,"up",0.0302040816326531,"conf",0.5,"0.5168551999995543",4.16913073936855,1.63019498812836,0,22,"M","R"
"190",NA,NA,5,"Main",1,1.01016139999774,"up",1,90,"up",0.131224489795918,"conf",0.57,"0.7245137000027171",4.73150514044217,3.87350268674689,0,22,"M","R"
"191",NA,NA,5,"Main",2,0.713738899998134,"down",1,270,"down",0.979795918367347,"conf",0.03,"2.5803233000006003",4.42809405412225,3.41382926771053,0,22,"M","R"
"192",NA,NA,5,"Main",3,0.707515499998408,"up",1,90,"up",0.979795918367347,"conf",0.94,"1.05979600000137",4.94250031440953,2.56526483493839,0,22,"M","R"
"193",NA,NA,5,"Main",4,0.705738600001496,"up",1,90,"up",0.717142857142857,"conf",1,"0.8659424999968905",2.48307386805197,2.87294369196313,0,22,"M","R"
"194",NA,NA,5,"Main",5,0.664739499999996,"down",1,270,"down",1,"conf",0.96,"2.0642827000010584",4.21290732390992,1.78674154471032,0,22,"M","R"
"195",NA,NA,5,"Main",6,0.863454799997271,"down",1,270,"down",0.0908163265306122,"conf",0.94,"1.0082546000012371",4.43497006595591,2.6416215882963,0,22,"M","R"
"196",NA,NA,5,"Main",7,0.623232000001735,"up",1,90,"up",1,"conf",0.96,"1.4099467000014556",4.59262566378767,1.92846139256785,0,22,"M","R"
"197",NA,NA,5,"Main",8,0.874346000000514,"down",1,270,"down",0.979795918367347,"conf",0.96,"1.1543750999990152",2.41377529026028,3.29979404269922,0,22,"M","R"
"198",NA,NA,5,"Main",9,0.604898800000228,"down",1,270,"down",0.979795918367347,"conf",0.97,"1.3707071999997424",2.84517653937481,2.02683946150723,0,22,"M","R"
"199",NA,NA,5,"Main",10,1.10942470000009,"up",1,90,"up",0.818163265306122,"conf",0.97,"1.2924509000004036",4.94483811152019,1.98599393267302,0,22,"M","R"
"200",NA,NA,5,"Main",11,1.45228270000007,"down",0,90,"up",0.131224489795918,"conf",0.74,"1.0865396000008332",2.61175731777124,3.66559208352138,0,22,"M","R"
"201",NA,NA,5,"Main",12,0.805229699999472,"down",1,270,"down",1,"control",0.94,"1.330030799999804",3.85375505565758,3.16365003380016,0,22,"M","R"
"202",NA,NA,5,"Main",13,0.890508199998294,"down",0,90,"up",0.0908163265306122,"control",0.57,"1.6644570000025851",4.70396793909784,2.72681746984696,0,22,"M","R"
"203",NA,NA,5,"Main",14,0.79288760000054,"down",1,270,"down",0.151428571428571,"conf",0.94,"1.2244108999984746",3.99525398634797,2.04804545669287,0,22,"M","R"
"204",NA,NA,5,"Main",15,0.624514899998758,"down",1,270,"down",0.575714285714286,"conf",0.94,"1.0528281000006245",2.83195535847337,2.97089785213745,0,22,"M","R"
"205",NA,NA,5,"Main",16,0.766567300001043,"down",1,270,"down",0.0504081632653061,"conf",0.73,"1.6687980999995489",2.77131230492758,2.0662044928647,0,22,"M","R"
"206",NA,NA,5,"Main",17,0.72537210000155,"up",1,90,"up",0.555510204081633,"control",0.74,"1.854254400001082",3.93324501353566,2.97754532106641,0,22,"M","R"
"207",NA,NA,5,"Main",18,0.891842000000906,"up",1,90,"up",0.939387755102041,"control",0.78,"1.0068620000020019",4.58087264487636,3.20956387643282,0,22,"M","R"
"208",NA,NA,5,"Main",19,0.661180499999318,"down",1,270,"down",0.939387755102041,"control",0.93,"1.1507877000003646",4.6737983167941,2.19575459323395,0,22,"M","R"
"209",NA,NA,5,"Main",20,0.58608539999841,"down",1,270,"down",0.959591836734694,"conf",0.91,"1.3236963999988802",2.39014163641774,2.15643603467069,0,22,"M","R"
"210",NA,NA,5,"Main",21,0.678454000000784,"down",1,270,"down",0.494897959183673,"conf",0.95,"1.6909162999982073",3.48070687889925,2.34871927134524,0,22,"M","R"
"211",NA,NA,5,"Main",22,0.603578899997956,"down",1,270,"down",0.454489795918367,"control",0.97,"1.3626031999992847",2.03705197997373,3.72276593764508,0,22,"M","R"
"212",NA,NA,5,"Main",23,0.981900899998436,"up",1,90,"up",0.171632653061224,"conf",0.81,"1.7137894999978016",2.14600339051442,1.07986723963945,0,22,"M","R"
"213",NA,NA,5,"Main",24,0.639631100002589,"up",1,90,"up",0.919183673469388,"conf",0.97,"1.0181720000000496",4.88424650753497,3.26635304190598,0,22,"M","R"
"214",NA,NA,5,"Main",25,0.787362399998528,"down",0,90,"up",1,"control",0.03,"2.399557400000049",3.06284015981769,1.80059642431435,0,22,"M","R"
"215",NA,NA,5,"Main",26,0.923683199998777,"up",1,90,"up",0.171632653061224,"conf",0.95,"2.5045013000017207",2.17950538807109,1.00596197674274,0,22,"M","R"
"216",NA,NA,5,"Main",27,1.26319700000022,"up",1,90,"up",0.131224489795918,"conf",0.64,"1.059679199999664",4.64872829101512,2.65147445199523,0,22,"M","R"
"217",NA,NA,5,"Main",28,0.61376360000213,"down",0,90,"up",0.818163265306122,"conf",0.04,"1.0176795000006678",2.8428409782094,1.86976017906649,0,22,"M","R"
"218",NA,NA,5,"Main",29,1.48348220000116,"down",1,270,"down",0.939387755102041,"control",0.96,"1.3983923000014329",3.98013253391131,1.60501004398257,0,22,"M","R"
"219",NA,NA,5,"Main",30,0.979618500001379,"down",0,90,"up",0.171632653061224,"conf",0.26,"0.9376240999990841",2.58316488793485,2.78462351155581,0,22,"M","R"
"220",NA,NA,5,"Main",31,1.20362559999921,"up",0,270,"down",0.0908163265306122,"conf",0.56,"1.2846865000028629",3.99483151701797,3.30430472630934,0,22,"M","R"
"221",NA,NA,5,"Main",32,0.7831268000009,"up",0,270,"down",0.171632653061224,"conf",0.59,"1.5756909999981872",3.00379733967552,1.6827927782868,0,22,"M","R"
"222",NA,NA,5,"Main",33,0.838330099999439,"up",1,90,"up",0.171632653061224,"conf",0.61,"1.0259886000021652",4.60779522813894,2.69872451587536,0,22,"M","R"
"223",NA,NA,5,"Main",34,0.752719700001762,"down",1,270,"down",0.414081632653061,"conf",0.67,"1.0974830000013753",2.51740690386454,1.79252468649452,0,22,"M","R"
"224",NA,NA,5,"Main",35,0.677063200000703,"down",1,270,"down",0.454489795918367,"conf",0.65,"1.461144200002309",3.6931975838532,3.28295898390274,0,22,"M","R"
"225",NA,NA,5,"Main",36,1.10584630000085,"up",0,270,"down",0.0302040816326531,"conf",0.5,"0.32035959999848274",4.9808762957571,3.40073622631327,0,22,"M","R"
"226",NA,NA,5,"Main",37,0.935922799999389,"up",1,90,"up",0.434285714285714,"control",0.93,"1.9590559999996913",2.92346383491735,2.87668600486871,0,22,"M","R"
"227",NA,NA,5,"Main",38,0.693605500000558,"up",1,90,"up",0.171632653061224,"conf",0.82,"1.3564120999981242",1.68088961622742,2.29932761423384,0,22,"M","R"
"228",NA,NA,5,"Main",39,0.605700699998124,"up",1,90,"up",0.151428571428571,"conf",0.88,"1.014827699997113",2.38460929691139,2.61733704761604,0,22,"M","R"
"229",NA,NA,5,"Main",40,0.917556100001093,"down",1,270,"down",0.858571428571429,"conf",0.94,"1.0067388999996183",3.58915713915458,1.90740014058523,0,22,"M","R"
"230",NA,NA,5,"Main",41,0.594461100001354,"down",1,270,"down",0.898979591836735,"control",0.94,"1.0044067999988329",4.00185326349017,2.27314520824698,0,22,"M","R"
"231",NA,NA,5,"Main",42,0.661834299997281,"up",1,90,"up",0.919183673469388,"conf",0.96,"1.1875978999996732",2.35038002951711,3.24476850750985,0,22,"M","R"
"232",NA,NA,5,"Main",43,1.0421817000024,"down",1,270,"down",0.01,"conf",0.46,"2.484053899999708",3.05341760708991,1.70256367712774,0,22,"M","R"
"233",NA,NA,5,"Main",44,1.2012891000013,"down",1,270,"down",0.111020408163265,"conf",0.44,"1.1343764000012015",2.57918756614076,3.01155408342627,0,22,"M","R"
"234",NA,NA,5,"Main",45,0.742200099997717,"up",1,90,"up",0.191836734693878,"conf",0.72,"1.6702932000007422",3.61588985531276,1.88191719756216,0,22,"M","R"
"235",NA,NA,6,"Main",0,0.57750759999908,"up",1,90,"up",1,"conf",0.95,"1.175644300001295",2.86314444045181,1.54180527962763,0,22,"M","R"
"236",NA,NA,6,"Main",1,0.542139000001043,"up",1,90,"up",0.777755102040816,"conf",0.96,"0.8877033999997366",1.8806880659235,2.02649837610227,0,22,"M","R"
"237",NA,NA,6,"Main",2,0.588324399999692,"down",1,270,"down",0.717142857142857,"conf",0.93,"0.7284068000008119",4.12361442290879,2.97913498684177,0,22,"M","R"
"238",NA,NA,6,"Main",3,0.624702299999626,"up",1,90,"up",0.858571428571429,"conf",0.98,"0.8024221000014222",1.6486570022521,1.45352659069404,0,22,"M","R"
"239",NA,NA,6,"Main",4,0.714985700000398,"down",1,270,"down",0.131224489795918,"conf",0.69,"1.174826899998152",3.71842407842359,1.83251108358521,0,22,"M","R"
"240",NA,NA,6,"Main",5,0.571500900001411,"down",0,90,"up",0.111020408163265,"control",0.36,"1.2402857000015501",3.11129737338622,2.271679483089,0,22,"M","R"
"241",NA,NA,6,"Main",6,0.814440799997101,"up",1,90,"up",0.919183673469388,"control",0.92,"0.9180090000008931",3.47434779752519,2.00032857918189,0,22,"M","R"
"242",NA,NA,6,"Main",7,0.636211599998205,"down",1,270,"down",0.898979591836735,"conf",0.96,"1.0793821000006574",1.98333598272748,1.4790659212008,0,22,"M","R"
"243",NA,NA,6,"Main",8,0.555824200000643,"down",1,270,"down",0.858571428571429,"conf",0.98,"0.8458726999997452",4.8055369742539,1.99800610428376,0,22,"M","R"
"244",NA,NA,6,"Main",9,0.604768899996998,"down",1,270,"down",0.414081632653061,"control",0.07,"1.3464991999971971",4.75434867696739,1.62218307788203,0,22,"M","R"
"245",NA,NA,6,"Main",10,0.678705099999206,"down",1,270,"down",0.818163265306122,"conf",0.97,"1.4809577000014542",4.57939982609544,3.52272159525235,0,22,"M","R"
"246",NA,NA,6,"Main",11,0.930062700001145,"down",0,90,"up",0.01,"conf",0.42,"0.8960550000010699",2.02627932101849,2.44637838178941,0,22,"M","R"
"247",NA,NA,6,"Main",12,0.641103400001157,"down",1,270,"down",0.919183673469388,"control",0.96,"1.5918715000007069",1.95837847578663,1.63741769598249,0,22,"M","R"
"248",NA,NA,6,"Main",13,0.797610100002203,"down",0,90,"up",0.01,"conf",0.5,"0.4010420000013255",3.02393082713543,2.10985686599327,0,22,"M","R"
"249",NA,NA,6,"Main",14,0.642681700002868,"up",1,90,"up",0.47469387755102,"conf",0.97,"0.8796484000013152",3.40882935229167,3.10398572816116,0,22,"M","R"
"250",NA,NA,6,"Main",15,0.784683300000324,"up",0,270,"down",0.171632653061224,"conf",0.56,"0.9366394000026048",4.6633910225472,1.89349144628735,0,22,"M","R"
"251",NA,NA,6,"Main",16,0.603634499999316,"up",1,90,"up",0.353469387755102,"control",0.69,"1.3426200999965658",1.5862146428384,1.77276198019979,0,22,"M","R"
"252",NA,NA,6,"Main",17,0.613502399999561,"down",1,270,"down",0.434285714285714,"conf",0.77,"0.7106872999975167",4.79725794063926,2.47746817433033,0,22,"M","R"
"253",NA,NA,6,"Main",18,0.82676690000153,"down",1,270,"down",0.01,"conf",0.5,"0.4020660999995016",4.4685312040556,2.05948671686823,0,22,"M","R"
"254",NA,NA,6,"Main",19,0.658918999997695,"down",1,270,"down",0.414081632653061,"conf",0.72,"0.7945434000030218",2.14077650160099,2.28078567534374,0,22,"M","R"
"255",NA,NA,6,"Main",20,0.658028199999535,"down",1,270,"down",0.434285714285714,"conf",0.82,"1.4126484000007622",1.70392266204378,3.18018347304695,0,22,"M","R"
"256",NA,NA,6,"Main",21,0.641522199999599,"down",0,90,"up",0.0706122448979592,"control",0.42,"1.3993993999974919",1.97174652258069,2.71320291087135,0,22,"M","R"
"257",NA,NA,6,"Main",22,0.839949499997601,"down",0,90,"up",0.131224489795918,"conf",0.54,"2.152002700000594",4.96725816150552,3.63815397811435,0,22,"M","R"
"258",NA,NA,6,"Main",23,0.59800499999983,"down",1,270,"down",0.393877551020408,"conf",0.96,"0.8395500000005995",3.35194484025561,2.67882372814479,0,22,"M","R"
"259",NA,NA,6,"Main",24,0.624523800001043,"down",1,270,"down",0.393877551020408,"conf",0.95,"0.9485970000023372",3.96788038998499,2.54469882147209,0,22,"M","R"
"260",NA,NA,6,"Main",25,0.715262499998062,"down",1,270,"down",0.27265306122449,"control",0.68,"1.8779947999973956",4.33529066717075,1.93442977146837,0,22,"M","R"
"261",NA,NA,6,"Main",26,0.68086730000141,"up",1,90,"up",0.878775510204082,"conf",0.93,"0.8367154000006849",2.32247619106638,3.19806010453621,0,22,"M","R"
"262",NA,NA,6,"Main",27,0.739742300000216,"up",1,90,"up",0.292857142857143,"control",0.89,"1.1225242000000435",4.71341372641615,3.24347292016212,0,22,"M","R"
"263",NA,NA,6,"Main",28,0.595001400000911,"up",1,90,"up",0.979795918367347,"conf",0.96,"1.4049798999985796",1.78611106975583,2.26529904995106,0,22,"M","R"
"264",NA,NA,6,"Main",29,0.58783079999921,"up",1,90,"up",0.151428571428571,"conf",0.92,"1.3395476000005146",1.92657253686551,3.99325665755071,0,22,"M","R"
"265",NA,NA,6,"Main",30,0.577660899998591,"down",0,90,"up",0.191836734693878,"conf",0.2,"0.899164300000848",2.05661838202603,2.0653355838809,0,22,"M","R"
"266",NA,NA,6,"Main",31,1.13844950000203,"down",1,270,"down",0.434285714285714,"control",0.64,"1.5980627999997523",1.86726350425234,3.45749020877816,0,22,"M","R"
"267",NA,NA,6,"Main",32,0.662131900000531,"down",1,270,"down",0.292857142857143,"conf",0.86,"1.1077431999983673",4.18324562346469,2.28994835797576,0,22,"M","R"
"268",NA,NA,6,"Main",33,0.626704300000711,"up",1,90,"up",0.434285714285714,"conf",0.97,"0.9592248999979347",2.66015963255064,2.04580072140259,0,22,"M","R"
"269",NA,NA,6,"Main",34,0.655061499997828,"up",0,270,"down",0.0504081632653061,"conf",0.8,"1.1256929000010132",1.93911883029461,2.82084726887957,0,22,"M","R"
"270",NA,NA,6,"Main",35,0.798996699999407,"down",1,270,"down",0.111020408163265,"conf",0.5,"0.7409120999982406",4.73592548664063,3.26235608685994,0,22,"M","R"
"271",NA,NA,6,"Main",36,0.62344860000303,"up",1,90,"up",0.353469387755102,"conf",0.82,"1.2778021000012814",2.59073069932795,2.99059213665849,0,22,"M","R"
"272",NA,NA,6,"Main",37,0.762498600000981,"up",0,270,"down",0.393877551020408,"conf",0.82,"1.0390478000008443",3.03380939423206,3.07404413235484,0,22,"M","R"
"273",NA,NA,6,"Main",38,0.662650199999916,"up",1,90,"up",0.212040816326531,"conf",0.93,"1.0210899999983667",3.66812235397196,2.47687694693087,0,22,"M","R"
"274",NA,NA,6,"Main",39,0.595746999999392,"up",0,270,"down",0.838367346938775,"conf",0.01,"1.1042369999995572",4.08696115952044,2.05563702974182,0,22,"M","R"
"275",NA,NA,6,"Main",40,0.815882599999895,"down",0,90,"up",0.414081632653061,"conf",0.08,"0.9859359000001859",2.35679082903402,2.61109751720613,0,22,"M","R"
"276",NA,NA,6,"Main",41,0.960273400000005,"up",1,90,"up",0.191836734693878,"conf",0.91,"1.1382059999996272",3.90183072956781,1.92290290042952,0,22,"M","R"
"277",NA,NA,6,"Main",42,0.813302099999419,"up",0,270,"down",0.0908163265306122,"conf",NA,"None",4.55604378203609,3.63554314776418,0,22,"M","R"
"278",NA,NA,6,"Main",43,0.744759600001998,"up",1,90,"up",0.212040816326531,"conf",0.7,"0.777527199999895",2.61256977001165,3.04713150947019,0,22,"M","R"
"279",NA,NA,6,"Main",44,0.823516500000551,"up",1,90,"up",0.131224489795918,"control",0.67,"1.6190820000010717",2.73145543420054,3.15215297400331,0,22,"M","R"
"280",NA,NA,6,"Main",45,0.902251400002569,"up",0,270,"down",0.333265306122449,"conf",0.74,"1.1272459000028903",4.51961393669675,2.20986122671925,0,22,"M","R"
"281",NA,NA,7,"Main",0,0.620412300002499,"up",1,90,"up",0.393877551020408,"conf",0.71,"0.7326811000020825",3.23088441871591,2.82492619624685,0,22,"M","R"
"282",NA,NA,7,"Main",1,0.629498199999944,"up",1,90,"up",0.151428571428571,"conf",0.9,"1.095090099999652",4.9472688133506,3.52865965819772,0,22,"M","R"
"283",NA,NA,7,"Main",2,0.660537199997634,"down",1,270,"down",0.434285714285714,"conf",0.94,"1.7942225000006147",2.54565277653899,1.02355641269883,0,22,"M","R"
"284",NA,NA,7,"Main",3,0.573494399999618,"down",1,270,"down",0.353469387755102,"conf",0.66,"1.094912900000054",3.04022348670766,1.27330630991903,0,22,"M","R"
"285",NA,NA,7,"Main",4,0.880941700001131,"down",1,270,"down",0.313061224489796,"control",0.59,"2.6444791999965673",4.53380067215337,1.38601874041768,0,22,"M","R"
"286",NA,NA,7,"Main",5,0.850010099999054,"down",1,270,"down",0.292857142857143,"conf",0.5,"0.5943976999988081",2.58145604407113,1.56829036590534,0,22,"M","R"
"287",NA,NA,7,"Main",6,0.618060199998581,"down",1,270,"down",0.919183673469388,"conf",0.95,"0.9819138999991992",4.84988789639961,3.53558772680836,0,22,"M","R"
"288",NA,NA,7,"Main",7,0.651812100000825,"up",1,90,"up",0.27265306122449,"conf",0.96,"1.3491395999990345",4.66360752318192,2.29816420950251,0,22,"M","R"
"289",NA,NA,7,"Main",8,0.586380299999291,"up",1,90,"up",0.333265306122449,"conf",0.91,"1.096289400000387",2.3361787146683,2.42871693037527,0,22,"M","R"
"290",NA,NA,7,"Main",9,0.557914900000469,"up",1,90,"up",0.696938775510204,"control",0.98,"1.8693402999997488",1.53478943688242,2.77754077349042,0,22,"M","R"
"291",NA,NA,7,"Main",10,0.642080900001019,"up",1,90,"up",0.979795918367347,"conf",0.97,"0.8941749000005075",3.67379416233383,3.4689473568829,0,22,"M","R"
"292",NA,NA,7,"Main",11,0.720099199999822,"down",1,270,"down",0.73734693877551,"conf",0.94,"1.1984840000004624",4.71792547531626,1.77699444381139,0,22,"M","R"
"293",NA,NA,7,"Main",12,0.608965000003082,"down",1,270,"down",0.292857142857143,"conf",0.7,"1.0460437999972783",1.93829912053056,3.75752626485374,0,22,"M","R"
"294",NA,NA,7,"Main",13,1.06513079999786,"down",1,270,"down",0.171632653061224,"conf",0.57,"0.756971999999223",4.62133139188759,2.70915247006483,0,22,"M","R"
"295",NA,NA,7,"Main",14,0.710805099999561,"up",1,90,"up",0.0302040816326531,"conf",0.7,"2.4367316999996547",3.56820730507186,1.78810857498159,0,22,"M","R"
"296",NA,NA,7,"Main",15,0.64939140000206,"up",1,90,"up",0.838367346938775,"conf",NA,"None",4.63732597576742,1.57819982026384,0,22,"M","R"
"297",NA,NA,7,"Main",16,0.798977300000843,"up",1,90,"up",0.0706122448979592,"conf",0.56,"0.7855135999998311",2.021174964018,3.65124607223502,0,22,"M","R"
"298",NA,NA,7,"Main",17,0.602433699998073,"down",1,270,"down",0.717142857142857,"control",0.96,"2.1424255999991146",3.85742582512488,1.49758552609746,0,22,"M","R"
"299",NA,NA,7,"Main",18,0.754731500001071,"down",1,270,"down",0.73734693877551,"control",0.99,"1.1255498999998963",4.39175851119846,1.63825953848641,0,22,"M","R"
"300",NA,NA,7,"Main",19,0.680422299999918,"down",1,270,"down",0.27265306122449,"conf",0.81,"0.8287068999998155",1.71365583756405,3.2505721261084,0,22,"M","R"
"301",NA,NA,7,"Main",20,0.654544199998782,"up",1,90,"up",0.858571428571429,"conf",0.94,"0.8840399000000616",3.13247240658026,1.84423527129699,0,22,"M","R"
"302",NA,NA,7,"Main",21,0.808844799998042,"down",1,270,"down",0.252448979591837,"conf",0.92,"1.4135285000011208",1.93878855079034,2.03085153576649,0,22,"M","R"
"303",NA,NA,7,"Main",22,0.654346300001635,"down",1,270,"down",0.717142857142857,"conf",0.97,"1.1884186999996018",3.62871689226603,2.47252600487245,0,22,"M","R"
"304",NA,NA,7,"Main",23,0.633344099998794,"up",1,90,"up",0.838367346938775,"conf",0.97,"0.9549989000006462",4.70892312864185,3.03664558318086,0,22,"M","R"
"305",NA,NA,7,"Main",24,0.732946500000253,"up",1,90,"up",0.696938775510204,"conf",0.96,"1.2396972999995342",4.47319325418524,2.05151366996655,0,22,"M","R"
"306",NA,NA,7,"Main",25,0.717457599999761,"down",1,270,"down",0.878775510204082,"control",0.96,"1.1437098999995214",4.85485632016988,1.84227981585146,0,22,"M","R"
"307",NA,NA,7,"Main",26,0.660443199998554,"down",1,270,"down",0.373673469387755,"conf",0.95,"0.9318067000021983",1.63836412865004,2.1804013876831,0,22,"M","R"
"308",NA,NA,7,"Main",27,0.60747949999859,"down",0,90,"up",0.0302040816326531,"control",0.5,"0.41712579999875743",2.35290811105246,2.46103435260907,0,22,"M","R"
"309",NA,NA,7,"Main",28,0.625458400001662,"up",1,90,"up",0.979795918367347,"conf",0.98,"0.9924619000012171",2.74310979510545,2.58753420681371,0,22,"M","R"
"310",NA,NA,7,"Main",29,0.58182890000171,"up",1,90,"up",0.818163265306122,"control",0.96,"1.2088981000015337",4.23318487910773,3.11513864722005,0,22,"M","R"
"311",NA,NA,7,"Main",30,0.687285699998029,"up",1,90,"up",0.333265306122449,"conf",0.63,"2.6632054000001517",2.55068707403169,2.61800940144732,0,22,"M","R"
"312",NA,NA,7,"Main",31,0.837212800000998,"up",1,90,"up",0.232244897959184,"conf",0.72,"1.2390599999998813",1.50809456518323,2.56848116422155,0,22,"M","R"
"313",NA,NA,7,"Main",32,0.719743000001472,"down",1,270,"down",0.818163265306122,"conf",0.9,"0.9367846000022837",3.91080244760233,3.87848218979896,0,22,"M","R"
"314",NA,NA,7,"Main",33,0.659096699997463,"up",1,90,"up",0.313061224489796,"conf",0.98,"1.1243192000001727",4.72993435495261,3.28435993245139,0,22,"M","R"
"315",NA,NA,7,"Main",34,0.551772800001345,"up",1,90,"up",0.777755102040816,"control",0.96,"1.671869699999661",2.70712277893194,3.55423991950944,0,22,"M","R"
"316",NA,NA,7,"Main",35,0.634314500002802,"up",0,270,"down",0.292857142857143,"control",0.5,"2.1576018999985536",2.03879611951787,2.23228669894882,0,22,"M","R"
"317",NA,NA,7,"Main",36,0.702468600000429,"up",1,90,"up",0.313061224489796,"conf",0.95,"0.7605595999993966",2.46744132672656,3.98585454494153,0,22,"M","R"
"318",NA,NA,7,"Main",37,0.70038299999942,"up",0,270,"down",0.0706122448979592,"conf",0.63,"1.1546447000000626",2.89163053674451,3.03669215457771,0,22,"M","R"
"319",NA,NA,7,"Main",38,0.662699399999838,"up",1,90,"up",0.27265306122449,"conf",0.74,"1.9902875000007043",2.78521561329129,2.11128960146393,0,22,"M","R"
"320",NA,NA,7,"Main",39,0.642260100001295,"up",1,90,"up",1,"control",0.96,"1.3680442000004405",4.73855243019137,2.41499608557148,0,22,"M","R"
"321",NA,NA,7,"Main",40,0.688940000000002,"down",1,270,"down",0.252448979591837,"conf",0.61,"1.9129056999991008",3.90442659123744,1.93061936966237,0,22,"M","R"
"322",NA,NA,7,"Main",41,0.589224100000138,"down",1,270,"down",0.757551020408163,"conf",0.93,"0.7637585999982548",2.47054208090235,1.36312604199982,0,22,"M","R"
"323",NA,NA,7,"Main",42,0.623093800000788,"up",1,90,"up",0.939387755102041,"conf",0.95,"1.082985600001848",3.10054728225718,2.71528977425532,0,22,"M","R"
"324",NA,NA,7,"Main",43,0.705670200000895,"down",1,270,"down",0.757551020408163,"conf",0.93,"0.7331496000006155",3.90098589656866,2.07270358298191,0,22,"M","R"
"325",NA,NA,7,"Main",44,0.711679099997127,"down",1,270,"down",0.313061224489796,"conf",0.96,"0.9676973999994516",4.28881827965443,2.42383181768404,0,22,"M","R"
"326",NA,NA,7,"Main",45,0.814764399998239,"down",1,270,"down",0.757551020408163,"conf",0.94,"1.0644552000012482",1.92934017711123,2.65015827467321,0,22,"M","R"
"327",NA,NA,8,"Main",0,0.718791999999667,"up",0,270,"down",0.111020408163265,"conf",0.51,"1.0463633999970625",3.23439392941853,1.90665923479722,0,22,"M","R"
