thisRow.t,notes,block,Trialtype,withinblocktrial,RTdec,resp,cor,dots direction,cor_resp,coherence,dotlife,sub,age,gender,handedness,
,,0,SC dotlife,0,1.2447597999998834,up,1,90,up,0.3,11,0,30,Man,Right,
,,0,SC dotlife,1,0.363559700002952,down,1,270,down,0.3,9,0,30,Man,Right,
,,0,SC dotlife,2,0.30431659999885596,down,0,90,up,0.3,7,0,30,Man,Right,
,,0,SC dotlife,3,0.3609582999997656,down,1,270,down,0.3,11,0,30,Man,Right,
,,0,SC dotlife,4,0.3232150999974692,up,1,90,up,0.3,11,0,30,Man,Right,
,,0,SC dotlife,5,0.4792474999994738,down,1,270,down,0.3,9,0,30,Man,Right,
,,0,SC dotlife,6,0.4749219999939669,up,1,90,up,0.3,9,0,30,Man,Right,
,,0,SC dotlife,7,0.32826249999925494,down,0,90,up,0.3,9,0,30,Man,Right,
,,0,SC dotlife,8,0.3769927999965148,down,1,270,down,0.3,11,0,30,Man,Right,
,,0,SC dotlife,9,0.3454674999957206,down,1,270,down,0.3,11,0,30,Man,Right,
,,0,SC dotlife,10,0.37929459999577375,down,1,270,down,0.3,11,0,30,Man,Right,
,,0,SC dotlife,11,0.44297199999709846,up,1,90,up,0.3,11,0,30,Man,Right,
,,0,SC dotlife,12,0.4300442000021576,down,1,270,down,0.3,9,0,30,Man,Right,
,,0,SC dotlife,13,0.39258110000082524,up,1,90,up,0.3,9,0,30,Man,Right,
,,0,SC dotlife,14,0.5093995999995968,up,1,90,up,0.3,9,0,30,Man,Right,
,,0,SC dotlife,15,0.39360730000043986,up,1,90,up,0.3,9,0,30,Man,Right,
,,0,SC dotlife,16,0.4135471999979927,up,1,90,up,0.3,9,0,30,Man,Right,
,,0,SC dotlife,17,0.34194749999733176,up,0,270,down,0.3,9,0,30,Man,Right,
,,0,SC dotlife,18,0.34559509999962756,up,0,270,down,0.3,9,0,30,Man,Right,
,,0,SC dotlife,19,0.2935695000051055,down,1,270,down,0.3,11,0,30,Man,Right,
,,0,SC dotlife,20,0.47389250000560423,up,1,90,up,0.3,11,0,30,Man,Right,
,,0,SC dotlife,21,0.444519600001513,down,1,270,down,0.3,11,0,30,Man,Right,
,,0,SC dotlife,22,0.39484169999923324,up,1,90,up,0.3,11,0,30,Man,Right,
,,0,SC dotlife,23,0.44611620000068797,down,1,270,down,0.3,11,0,30,Man,Right,
,,0,SC dotlife,24,0.3943020000006072,up,1,90,up,0.3,11,0,30,Man,Right,
,,0,SC dotlife,25,0.479271999996854,up,1,90,up,0.3,9,0,30,Man,Right,
,,0,SC dotlife,26,0.3602976000038325,up,1,90,up,0.3,9,0,30,Man,Right,
,,0,SC dotlife,27,0.3774961000017356,down,1,270,down,0.3,9,0,30,Man,Right,
,,0,SC dotlife,28,0.42876740000065183,up,1,90,up,0.3,9,0,30,Man,Right,
,,0,SC dotlife,29,0.44665769999846816,down,1,270,down,0.3,9,0,30,Man,Right,
,,0,SC dotlife,30,0.3616511999935028,down,1,270,down,0.3,9,0,30,Man,Right,
,,0,SC dotlife,31,0.39738049999868963,down,1,270,down,0.3,9,0,30,Man,Right,
,,0,SC dotlife,32,0.479718700000376,down,1,270,down,0.3,9,0,30,Man,Right,
,,0,SC dotlife,33,0.4294685999993817,up,1,90,up,0.3,9,0,30,Man,Right,
,,0,SC dotlife,34,0.39253610000014305,up,1,90,up,0.3,9,0,30,Man,Right,
,,0,SC dotlife,35,0.44141530000342755,down,1,270,down,0.3,9,0,30,Man,Right,
