thisRow.t,notes,block,Trialtype,withinblocktrial,RTdec,resp,cor,dots direction,cor_resp,coherence,dotlife,SR_conf,RTrating,sub,age,gender,handedness,
,,1,SC dotlife,28,0.44605880000744946,down,1,270,down,0.3,7,,,0,30,Man,Right,
,,1,SC dotlife,29,0.7648154000053182,up,1,90,up,0.3,7,,,0,30,Man,Right,
,,1,SC dotlife,30,0.3772643000120297,down,1,270,down,0.3,7,,,0,30,Man,Right,
,,1,SC dotlife,31,0.4623489000077825,up,1,90,up,0.3,7,,,0,30,Man,Right,
,,1,SC dotlife,32,0.4438332999998238,down,1,270,down,0.3,7,,,0,30,Man,Right,
,,1,SC dotlife,33,0.44201120000798255,up,1,90,up,0.3,7,,,0,30,Man,Right,
,,1,SC dotlife,34,0.3638007999979891,down,1,270,down,0.3,7,,,0,30,Man,Right,
,,1,SC dotlife,35,0.6133107999921776,down,1,270,down,0.3,7,,,0,30,Man,Right,
,,1,SC dotlife,36,0.37917849997757,down,1,270,down,0.3,7,,,0,30,Man,Right,
,,1,SC dotlife,37,0.39427879999857396,up,1,90,up,0.3,7,,,0,30,Man,Right,
,,1,SC dotlife,38,0.4429590000072494,up,1,90,up,0.3,7,,,0,30,Man,Right,
,,1,SC dotlife,39,0.39763829999719746,down,1,270,down,0.3,7,,,0,30,Man,Right,
,,2,SC coherence,0,0.41000020000501536,down,1,270,down,0.3,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,1,0.3455868999881204,down,1,270,down,0.0,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,2,0.8958043000020552,up,1,90,up,0.2833333333333333,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,3,0.4545005999971181,up,1,90,up,0.24166666666666667,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,4,0.44478950000484474,down,1,270,down,0.21666666666666667,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,5,0.5778702000097837,down,1,270,down,0.18333333333333332,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,6,0.4421536000154447,up,0,270,down,0.15833333333333333,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,7,0.40924020000966266,up,1,90,up,0.2833333333333333,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,8,0.5586736000259407,up,1,90,up,0.2833333333333333,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,9,0.41046169999754056,down,1,270,down,0.25833333333333336,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,10,0.4233126000035554,up,1,90,up,0.24166666666666667,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,11,0.44403369998326525,down,0,90,up,0.24166666666666667,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,12,1.009267900022678,up,1,90,up,0.3416666666666667,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,13,0.5934378000092693,down,1,270,down,0.31666666666666665,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,14,0.5275092000083532,up,1,90,up,0.31666666666666665,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,15,0.42798549999133684,down,1,270,down,0.31666666666666665,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,16,0.3931054000277072,down,1,270,down,0.3,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,17,0.4567869000020437,up,1,90,up,0.3,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,18,0.36234299998614006,up,1,90,up,0.3,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,19,0.4211940999957733,up,1,90,up,0.2833333333333333,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,20,0.4893962000205647,down,1,270,down,0.2833333333333333,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,21,0.35844809998525307,down,1,270,down,0.2833333333333333,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,22,0.35784029998467304,down,1,270,down,0.2833333333333333,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,23,0.5050147000001743,up,1,90,up,0.25833333333333336,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,24,0.5082145000051241,down,0,90,up,0.25833333333333336,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,25,0.4906697999977041,up,1,90,up,0.31666666666666665,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,26,0.4409469999955036,down,1,270,down,0.31666666666666665,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,27,0.44028710000566207,down,1,270,down,0.3,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,28,0.6784500000067055,down,1,270,down,0.3,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,29,0.35988000000361353,down,1,270,down,0.3,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,30,0.4216359999845736,up,1,90,up,0.3,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,31,0.37743890000274405,up,0,270,down,0.3,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,32,0.3941536000056658,up,1,90,up,0.35833333333333334,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,33,0.4290247999888379,up,1,90,up,0.35833333333333334,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,34,0.41357330000028014,up,1,90,up,0.35833333333333334,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,35,0.29442170000402257,down,0,90,up,0.3416666666666667,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,36,0.34072089998517185,down,1,270,down,0.44166666666666665,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,37,0.39815470000030473,down,1,270,down,0.4166666666666667,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,38,0.4364874999737367,down,0,90,up,0.4166666666666667,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,39,0.4558062999858521,down,1,270,down,0.6166666666666667,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,40,0.4103837000147905,up,1,90,up,0.6,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,41,0.4053886999899987,up,1,90,up,0.6,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,42,0.3447024999768473,up,1,90,up,0.6,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,43,0.44176849999348633,down,1,270,down,0.5833333333333334,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,44,0.3063415999931749,down,1,270,down,0.5833333333333334,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,45,0.39611149998381734,down,0,90,up,0.5833333333333334,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,46,0.5293133000086527,up,1,90,up,0.9583333333333334,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,47,0.44394820000161417,up,1,90,up,0.9583333333333334,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,48,0.4442453999945428,up,1,90,up,0.9416666666666667,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,49,0.5059121000231244,down,1,270,down,0.9416666666666667,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,50,0.609235699987039,up,1,90,up,0.9166666666666666,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,51,0.3795304000086617,down,1,270,down,0.9166666666666666,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,52,0.5994516999926418,up,0,270,down,0.9166666666666666,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,53,1.1456618999945931,down,1,270,down,0.9833333333333333,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,54,0.6243264999939129,up,1,90,up,0.9833333333333333,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,55,0.956536200013943,up,1,90,up,0.9833333333333333,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,56,0.6634015000017826,up,1,90,up,0.9833333333333333,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,57,0.8226768999884371,up,0,270,down,0.9833333333333333,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,58,0.5088923999865074,up,1,90,up,0.9833333333333333,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,59,0.5254683000093792,down,1,270,down,0.9833333333333333,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,60,0.6419514000008348,up,1,90,up,0.9833333333333333,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,61,0.545211200020276,up,1,90,up,0.9833333333333333,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,62,0.5060814000025857,up,1,90,up,0.9833333333333333,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,63,0.45701220000046305,down,1,270,down,0.9833333333333333,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,64,0.644776599976467,down,1,270,down,0.9833333333333333,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,65,0.4936967999965418,down,1,270,down,0.9833333333333333,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,66,0.4096602000063285,down,1,270,down,0.9833333333333333,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,67,0.5939644000027329,up,1,90,up,0.9833333333333333,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,68,0.5943940000142902,down,1,270,down,0.9833333333333333,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,69,1.3612540000176523,up,0,270,down,0.11666666666666667,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,70,0.5108563000103459,down,1,270,down,0.9833333333333333,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,71,0.5441569999966305,down,1,270,down,0.9833333333333333,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,72,nan,[],0,90,up,0.11666666666666667,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,73,0.49041030000080355,up,1,90,up,0.9833333333333333,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,74,0.49149419998866506,up,1,90,up,0.9833333333333333,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,75,0.42577269999310374,down,1,270,down,0.9833333333333333,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,76,0.407004800013965,down,1,270,down,0.9833333333333333,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,77,0.4557951999886427,down,1,270,down,0.9833333333333333,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,78,0.4572436999878846,down,1,270,down,0.9833333333333333,5.853860318475636,,,0,30,Man,Right,
,,2,SC coherence,79,0.44496419999632053,up,1,90,up,0.11666666666666667,5.853860318475636,,,0,30,Man,Right,
,,3,Training - scale,0,0.7134085000143386,up,1,90,up,0.9,,0.5,0.32777219999115914,0,30,Man,Right,
