thisRow.t,notes,block,Trialtype,withinblocktrial,RTdec,resp,cor,dots direction,cor_resp,coherence,dotlife,sub,age,gender,handedness,
,,1,SC dotlife,0,0.7999955000123009,up,1,90,up,0.3,29,0,30,Man,Right,
,,1,SC dotlife,1,0.4258798999944702,down,1,270,down,0.3,25,0,30,Man,Right,
,,1,SC dotlife,2,0.5274323000339791,up,1,90,up,0.3,23,0,30,Man,Right,
,,1,SC dotlife,3,0.47872449993155897,up,1,90,up,0.3,21,0,30,Man,Right,
,,1,SC dotlife,4,0.5121609000489116,down,1,270,down,0.3,19,0,30,Man,Right,
,,1,SC dotlife,5,0.5114118000492454,down,1,270,down,0.3,17,0,30,Man,Right,
,,1,SC dotlife,6,0.49481920001562685,up,1,90,up,0.3,15,0,30,Man,Right,
,,1,SC dotlife,7,0.44512539997231215,down,1,270,down,0.3,13,0,30,Man,Right,
,,1,SC dotlife,8,0.42802580003626645,down,1,270,down,0.3,13,0,30,Man,Right,
,,1,SC dotlife,9,0.4629741000244394,down,1,270,down,0.3,11,0,30,Man,Right,
,,1,SC dotlife,10,0.5296139999991283,down,1,270,down,0.3,11,0,30,Man,Right,
,,1,SC dotlife,11,0.5465278000338003,down,1,270,down,0.3,9,0,30,Man,Right,
,,1,SC dotlife,12,0.6632538000121713,up,1,90,up,0.3,9,0,30,Man,Right,
,,1,SC dotlife,13,0.49527410010341555,down,1,270,down,0.3,9,0,30,Man,Right,
,,1,SC dotlife,14,0.528480299981311,down,1,270,down,0.3,9,0,30,Man,Right,
,,1,SC dotlife,15,0.5634859999408945,up,1,90,up,0.3,7,0,30,Man,Right,
,,1,SC dotlife,16,0.5129272000631317,down,1,270,down,0.3,7,0,30,Man,Right,
,,1,SC dotlife,17,0.5779965999536216,up,1,90,up,0.3,7,0,30,Man,Right,
,,1,SC dotlife,18,0.6786032000090927,up,1,90,up,0.3,7,0,30,Man,Right,
,,1,SC dotlife,19,0.4930318999104202,down,1,270,down,0.3,7,0,30,Man,Right,
,,1,SC dotlife,20,0.5099718000274152,up,1,90,up,0.3,7,0,30,Man,Right,
,,1,SC dotlife,21,0.6271803000709042,up,1,90,up,0.3,7,0,30,Man,Right,
,,1,SC dotlife,22,0.4786994999740273,down,1,270,down,0.3,7,0,30,Man,Right,
,,1,SC dotlife,23,0.6235139999771491,down,1,270,down,0.3,7,0,30,Man,Right,
,,1,SC dotlife,24,0.7054401000496,down,1,270,down,0.3,7,0,30,Man,Right,
,,1,SC dotlife,25,0.5097570000216365,up,1,90,up,0.3,7,0,30,Man,Right,
,,1,SC dotlife,26,0.40734519995748997,down,1,270,down,0.3,7,0,30,Man,Right,
,,1,SC dotlife,27,0.42803459998685867,up,1,90,up,0.3,7,0,30,Man,Right,
,,1,SC dotlife,28,0.44476109999231994,down,1,270,down,0.3,7,0,30,Man,Right,
,,1,SC dotlife,29,0.6583651000401005,down,1,270,down,0.3,7,0,30,Man,Right,
,,1,SC dotlife,30,0.578042299952358,up,1,90,up,0.3,7,0,30,Man,Right,
,,1,SC dotlife,31,0.6098650000058115,up,1,90,up,0.3,7,0,30,Man,Right,
,,1,SC dotlife,32,0.5938326000468805,up,1,90,up,0.3,7,0,30,Man,Right,
,,1,SC dotlife,33,0.5107211000286043,down,1,270,down,0.3,7,0,30,Man,Right,
,,1,SC dotlife,34,0.5259396000765264,up,1,90,up,0.3,7,0,30,Man,Right,
,,1,SC dotlife,35,0.6089918999932706,up,1,90,up,0.3,7,0,30,Man,Right,
,,1,SC dotlife,36,0.8615976000437513,up,1,90,up,0.3,5,0,30,Man,Right,
,,1,SC dotlife,37,0.5766294000204653,down,1,270,down,0.3,7,0,30,Man,Right,
,,1,SC dotlife,38,0.5429291999898851,up,1,90,up,0.3,7,0,30,Man,Right,
,,1,SC dotlife,39,0.46180679998360574,down,0,90,up,0.3,5,0,30,Man,Right,
