thisRow.t,notes,block,Trialtype,withinblocktrial,RTdec,resp,cor,dots direction,cor_resp,coherence,dotlife,SR_conf,RTrating,interval,interTrial.interval,scale,start_conf,sub,age,gender,handedness,
,,2,SC coherence,61,0.3734175999998115,up,1,90,up,0.6166666666666667,6.4633637854499515,,,,,,,0,30,Man,Right,
,,2,SC coherence,62,0.3944216000018059,up,1,90,up,0.6166666666666667,6.4633637854499515,,,,,,,0,30,Man,Right,
,,2,SC coherence,63,0.39515669999673264,down,1,270,down,0.6166666666666667,6.4633637854499515,,,,,,,0,30,Man,Right,
,,2,SC coherence,64,0.4456942999968305,down,1,270,down,0.6166666666666667,6.4633637854499515,,,,,,,0,30,Man,Right,
,,2,SC coherence,65,0.5431754999990517,up,1,90,up,0.6,6.4633637854499515,,,,,,,0,30,Man,Right,
,,2,SC coherence,66,0.5130287000029057,down,1,270,down,0.6,6.4633637854499515,,,,,,,0,30,Man,Right,
,,2,SC coherence,67,0.41121539999949164,up,1,90,up,0.6,6.4633637854499515,,,,,,,0,30,Man,Right,
,,2,SC coherence,68,0.5600075999973342,up,1,90,up,0.6,6.4633637854499515,,,,,,,0,30,Man,Right,
,,2,SC coherence,69,0.4098779000014474,down,1,270,down,0.6,6.4633637854499515,,,,,,,0,30,Man,Right,
,,2,SC coherence,70,1.0266961000015726,up,1,90,up,0.5833333333333334,6.4633637854499515,,,,,,,0,30,Man,Right,
,,2,SC coherence,71,0.5266633999999613,up,1,90,up,0.5833333333333334,6.4633637854499515,,,,,,,0,30,Man,Right,
,,2,SC coherence,72,0.6758234000008088,up,1,90,up,0.5833333333333334,6.4633637854499515,,,,,,,0,30,Man,Right,
,,2,SC coherence,73,0.694601800001692,down,1,270,down,0.5833333333333334,6.4633637854499515,,,,,,,0,30,Man,Right,
,,2,SC coherence,74,0.3432613000004494,up,1,90,up,0.5833333333333334,6.4633637854499515,,,,,,,0,30,Man,Right,
,,2,SC coherence,75,0.41034140000192565,down,1,270,down,0.5583333333333333,6.4633637854499515,,,,,,,0,30,Man,Right,
,,2,SC coherence,76,0.39172120000148425,up,1,90,up,0.5583333333333333,6.4633637854499515,,,,,,,0,30,Man,Right,
,,2,SC coherence,77,0.8278209999989485,down,1,270,down,0.5583333333333333,6.4633637854499515,,,,,,,0,30,Man,Right,
,,2,SC coherence,78,0.40210750000187545,down,1,270,down,0.5583333333333333,6.4633637854499515,,,,,,,0,30,Man,Right,
,,2,SC coherence,79,0.4271115000010468,down,1,270,down,0.5416666666666666,6.4633637854499515,,,,,,,0,30,Man,Right,
,,3,Training - scale,0,1.4153312999987975,down,1,270,down,0.4,,0.5,0.39735600000130944,,,,,0,30,Man,Right,
,,3,Training - scale,1,0.4324237999971956,up,1,90,up,1.0,,0.5,0.3994064999969851,,,,,0,30,Man,Right,
,,3,Training - scale,2,0.3836667999967176,up,1,90,up,0.7,,0.5,0.3327664000025834,,,,,0,30,Man,Right,
,,3,Training - scale,3,0.384402499999851,down,1,270,down,0.1,,0.5,0.28271829999721376,,,,,0,30,Man,Right,
,,2,Main,0,0.7829108000005363,up,0,270,down,,,0.62,0.4026287000015145,2.3960620000602972,3.535710334096846,conf,0.6245122093410914,,,,,
