thisRow.t,notes,block,Trialtype,withinblocktrial,RTdec,resp,cor,dots direction,cor_resp,coherence,dotlife,sub,age,gender,handedness,
,,2,SC coherence,0,0.004443499998160405,up,0,90,up,0.3,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,1,0.00577750000229571,up,1,90,up,0.5,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,2,0.008469699998386204,up,1,270,down,0.48333333333333334,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,3,0.01111510000191629,up,1,270,down,0.4583333333333333,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,4,0.008659999999508727,up,1,90,up,0.4583333333333333,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,5,0.00994150000042282,up,1,270,down,0.44166666666666665,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,6,0.008529699996870477,up,1,270,down,0.4166666666666667,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,7,0.009185700000671204,up,0,90,up,0.4166666666666667,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,8,0.010049100001197075,up,0,90,up,0.5166666666666667,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,9,0.008343800000147894,up,1,270,down,0.6166666666666667,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,10,0.009891900001093745,up,1,270,down,0.6166666666666667,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,11,0.008992600000055972,up,1,270,down,0.6166666666666667,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,12,0.009232299998984672,up,1,270,down,0.6166666666666667,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,13,0.009211900000082096,up,1,90,up,0.6,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,14,0.010031400001025759,up,1,270,down,0.6,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,15,0.008578499997383915,up,1,270,down,0.6,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,16,0.008808200000203215,up,1,270,down,0.6,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,17,0.009360299998661503,up,1,90,up,0.6,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,18,0.008919100000639446,up,0,90,up,0.5833333333333334,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,19,0.009286200001952238,up,1,270,down,0.7,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,20,0.010602599999401718,up,1,90,up,0.7,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,21,0.008889699998690048,up,1,270,down,0.6833333333333333,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,22,0.00974070000302163,up,1,90,up,0.6833333333333333,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,23,0.009457200001634192,up,1,90,up,0.6833333333333333,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,24,0.009106199999223463,up,1,90,up,0.6833333333333333,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,25,0.008840399998007342,up,0,90,up,0.6583333333333333,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,26,0.009231599997292506,up,1,90,up,0.8166666666666667,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,27,0.009760500000993488,up,1,90,up,0.8,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,28,0.009258100002625724,up,1,270,down,0.8,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,29,0.008928799998102477,up,1,270,down,0.8,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,30,0.007953500000439817,up,1,90,up,0.7833333333333333,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,31,0.009539299997413764,up,0,270,down,0.7833333333333333,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,32,0.009597000000212574,up,1,90,up,0.9833333333333333,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,33,0.009139699999650475,up,1,90,up,0.9833333333333333,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,34,0.009726500000397209,up,1,270,down,0.9833333333333333,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,35,0.008550600003218278,up,1,90,up,0.9833333333333333,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,36,0.008909600001061335,up,1,270,down,0.9833333333333333,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,37,0.010047099996882025,up,1,90,up,0.4,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,38,0.009441099999094149,up,1,270,down,0.38333333333333336,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,39,0.009326300001703203,up,1,270,down,0.35833333333333334,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,40,0.009513799999695038,up,0,270,down,0.3416666666666667,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,41,0.008953599997767014,up,1,90,up,0.9833333333333333,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,42,0.009328799998911563,up,1,270,down,0.9833333333333333,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,43,0.009011599999212194,up,1,90,up,0.9833333333333333,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,44,0.009353800000099,up,1,270,down,0.4,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,45,0.009543000000121538,up,1,90,up,0.38333333333333336,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,46,0.009441900001547765,up,1,270,down,0.35833333333333334,28.41714398883313,0,30,Man,Right,
