thisRow.t,notes,block,Trialtype,withinblocktrial,RTdec,resp,cor,dots direction,cor_resp,SR_conf,coherence,dotlife,sub,age,gender,handedness,
,,2,Training - scale,0,1.585492999998678,down,1,270,down,0.09,0.1,10.124918560478093,0,30,Man,Right,
,,2,Training - scale,1,0.7148609000068973,up,1,90,up,0.9,0.4,10.124918560478093,0,30,Man,Right,
,,2,Training - scale,2,0.48244980000163196,up,1,90,up,1.0,1.0,10.124918560478093,0,30,Man,Right,
,,2,Training - scale,3,0.6343373999989126,down,1,270,down,0.77,0.7,10.124918560478093,0,30,Man,Right,
