thisRow.t,notes,block,Trialtype,withinblocktrial,RTdec,resp,cor,dots direction,cor_resp,coherence,dotlife,SR_conf,RTrating,interval,interTrial.interval,scale,start_conf,sub,age,gender,handedness,
,,1,SC dotlife,21,0.36417769999752636,up,1,90,up,0.3,9,,,,,,,0,30,Man,Right,
,,1,SC dotlife,22,0.4465492000017548,up,1,90,up,0.3,9,,,,,,,0,30,Man,Right,
,,1,SC dotlife,23,0.545181199999206,down,1,270,down,0.3,9,,,,,,,0,30,Man,Right,
,,1,SC dotlife,24,0.4330638999999792,up,1,90,up,0.3,9,,,,,,,0,30,Man,Right,
,,1,SC dotlife,25,0.4290885000009439,down,1,270,down,0.3,9,,,,,,,0,30,Man,Right,
,,1,SC dotlife,26,0.44340050000027986,up,1,90,up,0.3,7,,,,,,,0,30,Man,Right,
,,1,SC dotlife,27,0.7140779999972438,down,1,270,down,0.3,7,,,,,,,0,30,Man,Right,
,,1,SC dotlife,28,0.4480309999999008,up,1,90,up,0.3,7,,,,,,,0,30,Man,Right,
,,1,SC dotlife,29,0.46214709999912884,up,1,90,up,0.3,7,,,,,,,0,30,Man,Right,
,,1,SC dotlife,30,0.39700140000059037,down,1,270,down,0.3,7,,,,,,,0,30,Man,Right,
,,1,SC dotlife,31,0.39345049999974435,down,1,270,down,0.3,7,,,,,,,0,30,Man,Right,
,,1,SC dotlife,32,0.6291018000010808,up,1,90,up,0.3,7,,,,,,,0,30,Man,Right,
,,1,SC dotlife,33,0.6636472999998659,down,1,270,down,0.3,7,,,,,,,0,30,Man,Right,
,,1,SC dotlife,34,0.6282475999978487,up,1,90,up,0.3,7,,,,,,,0,30,Man,Right,
,,1,SC dotlife,35,0.7771986000007018,up,1,90,up,0.3,7,,,,,,,0,30,Man,Right,
,,1,SC dotlife,36,0.37936590000026627,down,1,270,down,0.3,7,,,,,,,0,30,Man,Right,
,,1,SC dotlife,37,0.49517460000060964,up,1,90,up,0.3,7,,,,,,,0,30,Man,Right,
,,1,SC dotlife,38,0.829302900001494,down,1,270,down,0.3,7,,,,,,,0,30,Man,Right,
,,1,SC dotlife,39,0.4809726000021328,down,1,270,down,0.3,7,,,,,,,0,30,Man,Right,
,,2,SC coherence,0,0.5187901000026613,up,1,90,up,0.3,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,1,1.1321680000000924,down,0,90,up,0.0,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,2,0.39581600000019534,up,1,90,up,0.2833333333333333,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,3,0.46104769999874406,down,1,270,down,0.24166666666666667,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,4,0.6455755999995745,down,1,270,down,0.21666666666666667,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,5,0.5111888000028557,down,1,270,down,0.18333333333333332,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,6,0.46337209999910556,up,1,90,up,0.15833333333333333,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,7,0.47767109999767854,down,1,270,down,0.14166666666666666,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,8,0.4291397999986657,down,1,270,down,0.11666666666666667,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,9,0.39472599999862723,down,0,90,up,0.1,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,10,0.6278782000008505,down,1,270,down,0.18333333333333332,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,11,0.5634534000018903,down,1,270,down,0.18333333333333332,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,12,0.3776188000010734,up,1,90,up,0.15833333333333333,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,13,0.44547139999849605,down,1,270,down,0.15833333333333333,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,14,0.42757259999780217,up,1,90,up,0.15833333333333333,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,15,0.5293951999992714,down,1,270,down,0.14166666666666666,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,16,0.3592900000003283,up,1,90,up,0.14166666666666666,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,17,0.6764570999985153,up,1,90,up,0.14166666666666666,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,18,0.6110857000021497,up,1,90,up,0.14166666666666666,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,19,0.41000130000247736,down,1,270,down,0.11666666666666667,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,20,0.5592703000002075,down,1,270,down,0.11666666666666667,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,21,0.6092238000019279,up,1,90,up,0.11666666666666667,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,22,0.5447090000016033,down,1,270,down,0.11666666666666667,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,23,0.3982815999988816,up,1,90,up,0.11666666666666667,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,24,0.44406030000027386,down,0,90,up,0.11666666666666667,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,25,0.5467782999985502,down,1,270,down,0.14166666666666666,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,26,0.4268530000008468,down,1,270,down,0.14166666666666666,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,27,0.41331050000007963,up,1,90,up,0.14166666666666666,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,28,0.7779322000023967,down,1,270,down,0.14166666666666666,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,29,0.4270172000033199,down,1,270,down,0.14166666666666666,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,30,0.5272092999985034,down,1,270,down,0.11666666666666667,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,31,0.5282225999981165,up,1,90,up,0.11666666666666667,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,32,0.6283590999992157,down,0,90,up,0.11666666666666667,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,33,0.7453028999989328,down,1,270,down,0.15833333333333333,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,34,0.759418800000276,down,1,270,down,0.14166666666666666,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,35,0.47656499999720836,down,1,270,down,0.14166666666666666,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,36,0.7127440000003844,down,0,90,up,0.14166666666666666,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,37,0.3943223999995098,up,0,270,down,0.15833333333333333,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,38,0.42943190000005416,up,1,90,up,0.2,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,39,0.6122749000023759,up,1,90,up,0.2,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,40,0.494703299998946,up,1,90,up,0.2,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,41,0.5942055000014079,down,1,270,down,0.2,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,42,0.4776990999998816,down,1,270,down,0.2,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,43,0.4649366000012378,up,1,90,up,0.2,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,44,0.4112464000027103,up,1,90,up,0.18333333333333332,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,45,0.40957540000090376,down,1,270,down,0.18333333333333332,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,46,0.8606175000022631,up,1,90,up,0.18333333333333332,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,47,0.6942932999991172,down,1,270,down,0.18333333333333332,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,48,0.3904636999977811,up,1,90,up,0.18333333333333332,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,49,0.47816400000010617,down,1,270,down,0.18333333333333332,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,50,0.4413891000003787,down,1,270,down,0.18333333333333332,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,51,0.40973310000117635,up,1,90,up,0.18333333333333332,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,52,0.3606790000012552,up,1,90,up,0.18333333333333332,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,53,0.5287139000029129,down,1,270,down,0.18333333333333332,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,54,0.3915717999989283,up,1,90,up,0.11666666666666667,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,55,0.6128638999980467,up,1,90,up,0.11666666666666667,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,56,0.47897569999986445,up,1,90,up,0.11666666666666667,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,57,0.3944965000009688,down,1,270,down,0.11666666666666667,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,58,0.5447592999989865,down,1,270,down,0.11666666666666667,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,59,0.41089849999843864,up,1,90,up,0.1,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,60,0.42779309999968973,down,1,270,down,0.1,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,61,0.4934142000020074,down,1,270,down,0.1,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,62,0.4785714000026928,up,1,90,up,0.1,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,63,0.39693759999863687,down,0,90,up,0.08333333333333333,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,64,0.3786443999997573,down,1,270,down,0.1,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,65,0.2948735999998462,up,0,270,down,0.1,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,66,1.0110817000022507,down,1,270,down,0.18333333333333332,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,67,0.47929429999931017,up,1,90,up,0.18333333333333332,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,68,0.8062815000012051,up,1,90,up,0.15833333333333333,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,69,0.5623469999991357,down,0,90,up,0.15833333333333333,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,70,0.3769289000010758,down,1,270,down,0.2,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,71,0.49399890000131563,down,1,270,down,0.2,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,72,0.5117764999995416,down,0,90,up,0.2,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,73,0.3925970000018424,up,1,90,up,0.25833333333333336,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,74,0.5117320000026666,up,1,90,up,0.25833333333333336,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,75,0.527125700002216,down,1,270,down,0.24166666666666667,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,76,0.41112120000252617,down,1,270,down,0.24166666666666667,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,77,0.4121237999970617,down,1,270,down,0.24166666666666667,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,78,0.5790009000011196,up,1,90,up,0.24166666666666667,6.095388682468594,,,,,,,0,30,Man,Right,
,,2,SC coherence,79,0.7600228000010247,up,1,90,up,0.24166666666666667,6.095388682468594,,,,,,,0,30,Man,Right,
,,3,Training - scale,0,0.528206399998453,down,1,270,down,0.4,,0.5,0.39492889999746694,,,,,0,30,Man,Right,
,,3,Training - scale,1,0.4490014000002702,down,0,90,up,1.0,,0.0,1.3159689999993134,,,,,0,30,Man,Right,
,,3,Training - scale,2,0.9169118999998318,down,1,270,down,0.1,,0.5,0.36547630000131903,,,,,0,30,Man,Right,
,,3,Training - scale,3,0.5670694000000367,up,1,90,up,0.7,,0.5,0.7000253000005614,,,,,0,30,Man,Right,
,,2,Main,0,0.6536338999976579,down,1,270,down,0.125,,0.72,0.4556722000015725,3.297305197923964,3.267721615038621,conf,0.7210874206476725,0,30,Man,Right,
,,2,Main,1,0.47884979999798816,down,0,90,up,0.025,,0.65,2.1063935000020138,3.8047078448630582,1.7856131381975948,conf,0.6488054119963026,0,30,Man,Right,
,,2,Main,2,0.7628906999998435,up,0,270,down,0.125,,0.53,1.1062033999987761,2.6392463937220265,2.0390493848336395,conf,0.43430357932249525,0,30,Man,Right,
,,2,Main,3,0.809427099997265,down,1,270,down,0.1,,0.48,1.098211500000616,2.4263538878424615,3.428806616210592,conf,0.6588430637941438,0,30,Man,Right,
,,2,Main,4,0.5212207999975362,up,1,90,up,0.23333333333333334,,0.9,1.0516768000015873,3.918008452993586,2.271857544263394,conf,0.34191475707920826,0,30,Man,Right,
,,2,Main,5,0.6920853000010538,up,0,270,down,0.1,,0.57,0.7693343999999342,2.0557891643056445,1.4736008155547153,conf,0.5711984904115927,0,30,Man,Right,
,,2,Main,6,0.6908715999998094,down,1,270,down,0.06666666666666667,,0.52,1.6255737000028603,2.5148778131466143,1.4309947910402148,conf,0.7182714951679057,0,30,Man,Right,
,,2,Main,7,1.1335780000008526,down,0,90,up,0.06666666666666667,,0.5,2.1524427000003925,4.462608164535593,2.3029393482137492,conf,0.3000104448746773,0,30,Man,Right,
,,2,Main,8,0.7973619000003964,down,0,90,up,0.1,,0.64,2.2055527000011352,4.557407450108121,2.45654298435789,conf,0.35977626345557767,0,30,Man,Right,
,,3,Main,0,0.7545916000017314,up,1,90,up,0.1,,1.0,1.3576906999987841,3.495787919140179,3.9787907457735114,control,0.3896375491304047,0,30,Man,Right,
,,3,Main,1,0.8698132999998052,up,0,270,down,0.06666666666666667,,0.55,1.5142175000000861,3.6380039502975077,2.5664781869867204,control,0.6720633423050084,0,30,Man,Right,
,,3,Main,2,0.6174007000008714,down,1,270,down,0.025,,0.64,1.1246255000005476,4.407436244278428,2.994511678318008,control,0.29607506929508665,0,30,Man,Right,
,,3,Main,3,0.5541307000021334,up,1,90,up,0.1,,1.0,0.9418683000003512,3.010801073966158,2.347913075408318,control,0.4041955324530843,0,30,Man,Right,
,,3,Main,4,0.6513885999993363,up,0,270,down,0.125,,0.21,1.7718645999993896,4.212221403548433,3.8476751797812674,control,0.5340462954907014,0,30,Man,Right,
,,3,Main,5,0.7164235999989614,up,1,90,up,0.23333333333333334,,1.0,0.8728851000014402,3.9101052498115254,2.1541520387489492,control,0.5452182612215255,0,30,Man,Right,
,,3,Main,6,0.5094610999985889,down,1,270,down,0.125,,0.98,0.9048002000017732,4.002475862253382,2.5237808652582223,control,0.3628746962724094,0,30,Man,Right,
,,3,Main,7,0.5094610999985889,[],0,270,down,0.06666666666666667,,None,None,None,1.244542495617821,None,0.3628746962724094,0,30,Man,Right,
,,3,Main,8,0.5682066999979725,up,1,90,up,0.1,,0.88,0.7649558000011893,2.76921040107948,2.276542661889618,control,0.30256050932741363,0,30,Man,Right,
,,4,Main,0,0.530033099999855,up,1,90,up,0.06666666666666667,,0.85,1.6168606000028376,2.9951339325109343,3.766602685604992,conf,0.4500467403238508,0,30,Man,Right,
,,4,Main,1,0.5814406000026793,up,1,90,up,0.06666666666666667,,None,None,3.796020002402619,1.1039203470161822,conf,0.30668537092449993,0,30,Man,Right,
,,4,Main,2,0.5274052999993728,up,1,90,up,0.1,,0.9,1.5485030999989249,3.7285189664992338,3.044315125715144,conf,0.6640057120263101,0,30,Man,Right,
,,4,Main,3,1.4042692000002717,down,1,270,down,0.1,,0.79,2.5309095999982674,4.422000362704212,2.3780571003240016,conf,0.7492002635264763,0,30,Man,Right,
,,4,Main,4,1.5873744999989867,up,0,270,down,0.23333333333333334,,0.57,0.9787698000000091,4.54128117057325,2.2667024574075203,conf,0.609343146320652,0,30,Man,Right,
,,4,Main,5,1.563802399999986,up,0,270,down,0.1,,0.49,1.2175692000018898,4.127152592965761,3.9660731748963474,conf,0.6860718011080871,0,30,Man,Right,
,,4,Main,6,1.563802399999986,[],0,90,up,0.025,,None,None,None,2.3942805973752437,None,0.6860718011080871,0,30,Man,Right,
,,4,Main,7,0.8856244999988121,down,1,270,down,0.125,,1.0,1.000902900002984,2.817494086069217,2.0077744944384275,conf,0.2541146511210913,0,30,Man,Right,
,,4,Main,8,0.7726389999988896,up,0,270,down,0.125,,0.74,2.244129399998201,3.0104646710131617,2.1776067389369733,conf,0.31523144987956053,0,30,Man,Right,
,,5,Main,0,1.2928867000009632,down,1,270,down,0.125,,0.62,1.8023820000016713,4.923825960935349,1.8530243965748012,conf,0.5403151982225007,0,30,Man,Right,
,,5,Main,1,0.5619436000015412,down,1,270,down,0.1,,0.71,1.8976734000025317,3.7294667723262855,1.999813346112839,conf,0.6260531447121456,0,30,Man,Right,
,,5,Main,2,0.8156465000029129,up,1,90,up,0.1,,0.75,1.562807000002067,4.018418215001903,1.3732719566407063,conf,0.7457498566428855,0,30,Man,Right,
,,5,Main,3,0.8080088000024261,up,1,90,up,0.06666666666666667,,0.91,2.3005370999999286,2.373876412631216,2.4717147361547416,conf,0.5482960475640164,0,30,Man,Right,
,,5,Main,4,0.9110252000027685,up,1,90,up,0.23333333333333334,,0.97,1.8798884000025282,4.595082234997531,2.510933676739345,conf,0.38741000009964677,0,30,Man,Right,
,,5,Main,5,1.705039400003443,up,0,270,down,0.1,,0.89,0.8628084000010858,3.624245876234328,3.14492099737692,conf,0.5928874683403345,0,30,Man,Right,
,,5,Main,6,1.7044227000005776,down,1,270,down,0.125,,0.92,1.7615202000015415,3.257215815220372,3.5618765303626594,conf,0.5625028461977517,0,30,Man,Right,
,,5,Main,7,1.7533149999981106,up,0,270,down,0.025,,0.7,2.3202147999982117,2.0815135650152197,3.3562258954197643,conf,0.5553358694859278,0,30,Man,Right,
,,5,Main,8,1.9413055000004533,up,1,90,up,0.06666666666666667,,0.83,0.8524890000007872,4.703910012797638,3.3808993327671777,conf,0.34796381988327224,0,30,Man,Right,
