thisRow.t,notes,block,Trialtype,withinblocktrial,RTdec,resp,cor,dots direction,cor_resp,coherence,dotlife,sub,age,gender,handedness,
,,2,SC coherence,0,0.004448499999853084,up,1,90,up,0.3,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,1,0.002538799999456387,up,0,270,down,0.0,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,2,0.005983099999866681,up,0,90,up,0.2833333333333333,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,3,0.00879700000223238,up,1,270,down,0.4583333333333333,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,4,0.011501199998747325,up,1,270,down,0.44166666666666665,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,5,0.008311300000059418,up,1,90,up,0.44166666666666665,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,6,0.00895420000233571,up,1,270,down,0.4166666666666667,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,7,0.009879299999738578,up,0,270,down,0.4,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,8,0.008617499999672873,up,1,90,up,0.5166666666666667,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,9,0.008761799999774667,up,1,90,up,0.5166666666666667,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,10,0.008838699999614619,up,0,90,up,0.5,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,11,0.00809569999910309,up,1,270,down,0.6,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,12,0.009638700001232792,up,1,270,down,0.6,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,13,0.009113000000070315,up,1,90,up,0.6,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,14,0.0029828000006091315,up,1,270,down,0.6,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,15,0.0028004999985569157,up,1,270,down,0.5833333333333334,28.41714398883313,0,30,Man,Right,
,,2,SC coherence,16,0.0023731000001134817,up,1,90,up,0.5833333333333334,28.41714398883313,0,30,Man,Right,
