thisRow.t,notes,block,Trialtype,withinblocktrial,resp,cor,dots direction,cor_resp,coherence,RTdec,dotlife,SR_conf,interval,interTrial.interval,scale,start_conf,RTrating,sub,age,gender,handedness,
,,3,Main,27,down,1,270,down,0.24166666666666667,0.6557195999994292,3.18500028912677,0.62,2.210461137519804,3.076061886255757,conf,0.29683294723726167,0.9962355000006937,14,7,7,,
,,3,Main,28,up,1,90,up,0.6166666666666667,0.7906313999992562,3.18500028912677,0.63,3.6494420214980092,2.94974200402729,conf,0.3856820363212259,0.8583043999988149,14,7,7,,
,,3,Main,29,down,1,270,down,0.16666666666666666,0.7361879999989469,3.18500028912677,0.85,2.771434689989189,2.647415295623756,conf,0.25166455140539645,1.9831842000003235,14,7,7,,
,,3,Main,30,up,1,90,up,0.31666666666666665,1.0209967999999208,3.18500028912677,0.81,3.1569043190308053,2.574156405273001,conf,0.5519733572394301,1.2489288000015222,14,7,7,,
,,3,Main,31,down,1,270,down,0.31666666666666665,1.2108774000007543,3.18500028912677,0.59,4.315970669554545,2.3301378956344876,conf,0.7094316927843124,1.1638464999996359,14,7,7,,
,,3,Main,32,down,1,270,down,0.24166666666666667,0.8582060000007914,3.18500028912677,0.54,3.469076362677242,2.844069132291705,conf,0.5962959013759975,1.7558198999995511,14,7,7,,
,,3,Main,33,up,1,90,up,0.31666666666666665,1.7921576999997342,3.18500028912677,0.61,2.947635124487676,2.863378196257367,conf,0.38585815829192366,0.9937781000007817,14,7,7,,
,,3,Main,34,up,1,90,up,0.16666666666666666,0.8355436000001646,3.18500028912677,0.66,4.055317231292154,2.6907756977531143,conf,0.3197688234007859,1.4311733999984426,14,7,7,,
,,3,Main,35,down,1,270,down,0.16666666666666666,0.8941193999999086,3.18500028912677,0.61,3.687539076341511,2.7292815371070938,conf,0.5677984701750103,2.142453200000091,14,7,7,,
,,4,Main,0,up,1,90,up,0.24166666666666667,0.8853297999994538,3.18500028912677,0.6,4.052416185684752,2.7206548275776563,conf,0.3400730117976042,2.00395109999954,14,7,7,,
,,4,Main,1,up,0,270,down,0.24166666666666667,1.2623002999989694,3.18500028912677,0.75,3.107549146567515,2.3291604811610984,conf,0.591348564666903,1.175779400000465,14,7,7,,
,,4,Main,2,up,0,270,down,0.058333333333333334,1.316706499999782,3.18500028912677,0.36,2.84554885557794,2.864235516226779,conf,0.5418739304265936,0.6194964000005712,14,7,7,,
,,4,Main,3,down,1,270,down,0.16666666666666666,1.784900499998912,3.18500028912677,0.69,2.803708597615703,2.599632691189266,conf,0.5942725685630172,0.5807690999990882,14,7,7,,
,,4,Main,4,up,1,90,up,0.24166666666666667,1.0675276999991183,3.18500028912677,0.65,2.064004674256531,2.351491485362462,conf,0.7297993386691732,1.3033207000007678,14,7,7,,
,,4,Main,5,up,1,90,up,0.6166666666666667,0.8142729999999574,3.18500028912677,1,3.0024894675641276,2.7249642763897746,conf,0.6608452710089696,0.47784820000015316,14,7,7,,
,,4,Main,6,up,1,90,up,0.16666666666666666,0.7743628999996872,3.18500028912677,0.74,3.043415174267424,3.2289574914417005,conf,0.604820300807836,0.9139443999993091,14,7,7,,
,,4,Main,7,down,1,270,down,0.6166666666666667,0.7090574000012566,3.18500028912677,1,2.377341753204373,2.8353870555431397,conf,0.5418954926571502,0.5166238000001613,14,7,7,,
,,4,Main,8,up,1,90,up,0.058333333333333334,1.3168802000000142,3.18500028912677,0.76,3.933696781196315,2.5472738691584405,conf,0.6384694652051415,0.9336017000005086,14,7,7,,
,,4,Main,9,down,1,270,down,0.31666666666666665,1.1846977999994124,3.18500028912677,0.73,2.603796244633957,2.7975290080618485,conf,0.6089727570328105,1.0939994999989722,14,7,7,,
,,4,Main,10,up,1,90,up,0.31666666666666665,0.9041464000001724,3.18500028912677,0.68,2.2167164026335064,2.780858519087393,conf,0.5603718121569087,0.7885651999986294,14,7,7,,
,,4,Main,11,down,1,270,down,0.24166666666666667,0.6513086000013573,3.18500028912677,0.9,3.45972353339745,3.051902849473715,conf,0.3633175766525537,0.7943099999993137,14,7,7,,
,,4,Main,12,down,1,270,down,0.24166666666666667,0.8135579999998299,3.18500028912677,0.88,2.690197798698242,2.831742339520684,conf,0.43741192211238483,0.8238531000006333,14,7,7,,
,,4,Main,13,down,1,270,down,0.31666666666666665,1.015337200000431,3.18500028912677,0.84,2.6229410089053067,2.3876880328406096,conf,0.3646673434725512,1.5083594000006997,14,7,7,,
,,4,Main,14,up,1,90,up,0.24166666666666667,1.2182487999998557,3.18500028912677,0.75,3.445799462003853,2.602288557940456,conf,0.33449794545773115,0.7394862999990437,14,7,7,,
,,4,Main,15,up,1,90,up,0.16666666666666666,1.3318355999999767,3.18500028912677,0.98,2.1002950068736563,3.274795313372097,conf,0.7190126433902093,0.5990746000006766,14,7,7,,
,,4,Main,16,up,1,90,up,0.31666666666666665,1.0247314000007464,3.18500028912677,0.82,3.953748151601568,2.75165260963039,conf,0.2570548437241066,0.9051522999998269,14,7,7,,
,,4,Main,17,up,0,270,down,0.16666666666666666,1.4322249999986525,3.18500028912677,0.5,4.784813099394786,2.755428731281628,conf,0.40029926516327685,1.549772500000472,14,7,7,,
,,4,Main,18,up,1,90,up,0.24166666666666667,1.112918200000422,3.18500028912677,0.63,2.0814696845503162,2.581497250977717,conf,0.28518176274992935,1.3645093999984965,14,7,7,,
,,4,Main,19,up,1,90,up,0.31666666666666665,0.9011602999999013,3.18500028912677,1,2.140933025390022,2.476769162227228,conf,0.42118556074891067,0.5594406000000163,14,7,7,,
,,4,Main,20,down,1,270,down,0.31666666666666665,0.8234308999999485,3.18500028912677,1.0,3.8303317747405483,2.734631567838032,conf,0.2606579385508536,0.6469916000005469,14,7,7,,
,,4,Main,21,up,1,90,up,0.31666666666666665,1.7628913999997167,3.18500028912677,0.52,3.279210022816806,2.362137720006214,conf,0.42186104643038536,1.2191764999988663,14,7,7,,
,,4,Main,22,down,1,270,down,0.058333333333333334,1.6035252000001492,3.18500028912677,0.39,3.4741399260796513,2.898700935889704,conf,0.4917928267422723,0.5474881999998615,14,7,7,,
,,4,Main,23,up,1,90,up,0.24166666666666667,1.5678416999999172,3.18500028912677,0.74,2.1184552025411962,2.4772921844303304,conf,0.6230561947914586,1.2662003000004916,14,7,7,,
,,4,Main,24,up,1,90,up,0.24166666666666667,0.7880861000012374,3.18500028912677,0.82,3.0010999666575535,2.6348644097684755,conf,0.5386838910348997,1.1548944000005577,14,7,7,,
,,4,Main,25,down,1,270,down,0.6166666666666667,0.9160405999991781,3.18500028912677,0.85,2.398991850172528,2.6692524887668014,conf,0.5656023527943147,1.3668287999989843,14,7,7,,
,,4,Main,26,down,1,270,down,0.24166666666666667,0.9153502000008302,3.18500028912677,0.89,4.68826462303918,2.3804231306834347,conf,0.46874431712836184,1.964300400000866,14,7,7,,
,,4,Main,27,up,1,90,up,0.16666666666666666,0.7365424999989045,3.18500028912677,0.87,3.45803922728817,2.815049153188808,conf,0.6464295887891363,1.2282071999998152,14,7,7,,
,,4,Main,28,up,1,90,up,0.058333333333333334,0.9194375999995827,3.18500028912677,0.76,2.173452976290257,2.5242272753648787,conf,0.39567420316208024,1.8970140000001265,14,7,7,,
,,4,Main,29,down,1,270,down,0.16666666666666666,1.32601909999903,3.18500028912677,0.52,2.743888281847726,2.8368956299024246,conf,0.5800325064333989,1.0500761999992392,14,7,7,,
,,4,Main,30,up,1,90,up,0.6166666666666667,0.6952892000008433,3.18500028912677,1,4.0945413238801285,2.768993269398738,conf,0.4628714573651893,0.5860015000016574,14,7,7,,
,,4,Main,31,down,1,270,down,0.16666666666666666,0.965350499998749,3.18500028912677,0.78,4.809340014538687,2.996014862905766,conf,0.5793355034251046,0.9743025999996462,14,7,7,,
,,4,Main,32,down,1,270,down,0.24166666666666667,1.1217749000006734,3.18500028912677,0.69,2.296277673473204,2.645262200481657,conf,0.30909397036546093,1.7419391999992513,14,7,7,,
,,4,Main,33,down,0,90,up,0.16666666666666666,1.0729171999992104,3.18500028912677,0.54,4.402842950661187,3.082276202513472,conf,0.6154587733311944,1.0201058000002377,14,7,7,,
,,4,Main,34,down,1,270,down,0.24166666666666667,0.9331070999996882,3.18500028912677,0.71,4.877627965681681,2.462662787461869,conf,0.4729119146197881,1.8599128000005294,14,7,7,,
,,4,Main,35,down,1,270,down,0.31666666666666665,0.7186096999994334,3.18500028912677,0.76,4.035818510555636,2.3569603174336797,conf,0.5829561210272445,0.7498422999997274,14,7,7,,
,,5,Main,0,up,0,270,down,0.24166666666666667,0.803306199999497,3.18500028912677,0.52,3.68612470481741,2.757205938935484,conf,0.51938265906385,0.6855150999999751,14,7,7,,
,,5,Main,1,up,1,90,up,0.24166666666666667,0.7714761000006547,3.18500028912677,0.56,3.7367546351097554,3.0028295664918625,conf,0.262428457610494,0.6864083000000392,14,7,7,,
,,5,Main,2,up,0,270,down,0.24166666666666667,0.8272286999999778,3.18500028912677,0.74,4.243141492656053,2.618779653041845,conf,0.6580435556163755,0.7522910000006959,14,7,7,,
,,5,Main,3,up,1,90,up,0.16666666666666666,0.8326715000002878,3.18500028912677,0.9,3.324721884545401,2.9216079988551247,conf,0.6039266465769793,1.1624623999996402,14,7,7,,
,,5,Main,4,up,1,90,up,0.31666666666666665,0.7293337999999494,3.18500028912677,1,2.8533050191601266,2.8269710156997765,conf,0.5380533802347103,0.4770580999993399,14,7,7,,
,,5,Main,5,down,1,270,down,0.6166666666666667,1.0543705000000045,3.18500028912677,0.57,3.904872006936655,2.5229562646397556,conf,0.2505394651327513,1.1657415000008768,14,7,7,,
,,5,Main,6,up,1,90,up,0.16666666666666666,0.6753494999993563,3.18500028912677,0.9,2.148577063463941,3.0434350953952882,conf,0.45722313167100176,0.6070675999999366,14,7,7,,
,,5,Main,7,down,1,270,down,0.16666666666666666,0.9935829999994894,3.18500028912677,0.41,2.9438870099220735,2.4573372139106544,conf,0.6731821355436726,1.168175799999517,14,7,7,,
,,5,Main,8,down,1,270,down,0.31666666666666665,0.711429599999974,3.18500028912677,0.68,4.312500876415824,2.7078861732873034,conf,0.6584874862113129,1.1157233000012639,14,7,7,,
,,5,Main,9,down,1,270,down,0.16666666666666666,0.7734311999993224,3.18500028912677,0.75,2.302468468315307,2.837778632145157,conf,0.5056945688576213,1.2880359000009776,14,7,7,,
,,5,Main,10,up,1,90,up,0.6166666666666667,0.714030899998761,3.18500028912677,0.83,4.290550014990825,2.611278219488048,conf,0.38647536084283574,0.8753735999998753,14,7,7,,
,,5,Main,11,down,1,270,down,0.24166666666666667,1.9736967000008008,3.18500028912677,0.56,2.6402914641324164,2.379123887276425,conf,0.30424523551992216,1.6828158999996958,14,7,7,,
,,5,Main,12,up,1,90,up,0.058333333333333334,0.9042747999992571,3.18500028912677,0.7,4.038015622997934,2.774921600669132,conf,0.7000171902832809,0.8685189000007085,14,7,7,,
,,5,Main,13,up,1,90,up,0.24166666666666667,0.9779768000007607,3.18500028912677,0.86,3.514493076965741,2.8977363967674385,conf,0.37553043303727035,1.68086299999959,14,7,7,,
,,5,Main,14,up,1,90,up,0.24166666666666667,0.8530312000002596,3.18500028912677,0.82,3.9887003666868948,2.6626175572332538,conf,0.4180152626376726,1.6982079000008525,14,7,7,,
,,5,Main,15,up,0,270,down,0.058333333333333334,1.1897083999992901,3.18500028912677,0.51,4.334646324040079,3.0904659844580724,conf,0.6543792585133095,2.176424600000246,14,7,7,,
,,5,Main,16,up,1,90,up,0.31666666666666665,0.7095739000014873,3.18500028912677,1.0,3.5090386182407025,2.6704224868577535,conf,0.5493484493159446,0.5527724000003218,14,7,7,,
,,5,Main,17,down,1,270,down,0.31666666666666665,0.9788303999994241,3.18500028912677,0.53,2.0064153516676155,2.562626827942476,conf,0.30661499783330987,1.80622989999938,14,7,7,,
,,5,Main,18,down,1,270,down,0.24166666666666667,0.98738400000002,3.18500028912677,0.66,3.1215322031773116,2.8296644873161574,conf,0.6826874611265772,1.5836044999996375,14,7,7,,
,,5,Main,19,up,1,90,up,0.24166666666666667,0.9570903000003455,3.18500028912677,None,4.790524460173266,3.2758749103439038,conf,0.6997545092767531,None,14,7,7,,
,,5,Main,20,up,1,90,up,0.24166666666666667,0.7738000999997894,3.18500028912677,0.53,4.892749703021556,2.4406286413792166,conf,0.6051340336953913,0.9317399000010482,14,7,7,,
,,5,Main,21,up,0,270,down,0.058333333333333334,0.8257246000011946,3.18500028912677,0.56,4.347966613954276,2.860542719023497,conf,0.3049743709974054,2.4322664000010263,14,7,7,,
,,5,Main,22,up,1,90,up,0.16666666666666666,0.758175900000424,3.18500028912677,0.57,4.2028309694665555,2.876870931845366,conf,0.3898547468752783,2.106949999999415,14,7,7,,
,,5,Main,23,down,1,270,down,0.24166666666666667,0.8910176000008505,3.18500028912677,0.52,4.078784014593306,2.6750551030342087,conf,0.7005813083277497,1.1844275000003108,14,7,7,,
,,5,Main,24,up,1,90,up,0.31666666666666665,0.7585930000004737,3.18500028912677,0.47,4.471545141815483,2.8242534427905936,conf,0.5693741700916899,1.1876424000001862,14,7,7,,
,,5,Main,25,down,1,270,down,0.6166666666666667,0.9084137999998347,3.18500028912677,0.51,2.9080772618998143,2.87904640846552,conf,0.6724494392850725,2.4042926999991323,14,7,7,,
,,5,Main,26,[],0,90,up,0.31666666666666665,0.9084137999998347,3.18500028912677,None,None,2.487254840117873,None,0.6724494392850725,None,14,7,7,,
,,5,Main,27,up,0,270,down,0.16666666666666666,1.4435100999999122,3.18500028912677,0.54,4.610584703421117,2.698544953681493,conf,0.31599811961556057,1.2680893999986438,14,7,7,,
,,5,Main,28,up,1,90,up,0.058333333333333334,1.2194553000008455,3.18500028912677,0.74,2.8377303515621137,2.5479677589594494,conf,0.4358760630965456,0.6487047000009625,14,7,7,,
,,5,Main,29,down,1,270,down,0.31666666666666665,0.6518981999997777,3.18500028912677,0.88,3.2123967329448933,2.7933281644788197,conf,0.5364357041102763,0.38932540000132576,14,7,7,,
,,5,Main,30,up,1,90,up,0.16666666666666666,0.7908993000000919,3.18500028912677,0.64,3.0170826518864433,2.3094007360011255,conf,0.6582280329781949,1.224161099999037,14,7,7,,
,,5,Main,31,[],0,270,down,0.16666666666666666,0.7908993000000919,3.18500028912677,None,None,2.8074967235653445,None,0.6582280329781949,None,14,7,7,,
,,5,Main,32,down,1,270,down,0.24166666666666667,1.9692407000002277,3.18500028912677,0.38,3.2288966200375144,2.4431742845053024,conf,0.46190247723613975,0.8085255999994843,14,7,7,,
,,5,Main,33,up,1,90,up,0.24166666666666667,1.156472599999688,3.18500028912677,0.77,3.9096491114627363,2.9836063479005657,conf,0.5129531440012227,0.6492652999986603,14,7,7,,
,,5,Main,34,up,1,90,up,0.6166666666666667,0.7676608999991004,3.18500028912677,1,2.87288938001473,2.756019886981954,conf,0.5071885315415383,0.4789486999998189,14,7,7,,
,,5,Main,35,down,1,270,down,0.31666666666666665,0.7608645000000251,3.18500028912677,0.77,4.869906343871625,2.293031962613698,conf,0.6149278632011774,1.058863399999609,14,7,7,,
,,6,Main,0,up,0,270,down,0.31666666666666665,1.288316300000588,3.18500028912677,0.12,4.507663802160703,2.55379354025696,control,0.281186479730746,1.068349400000443,14,7,7,,
,,6,Main,1,up,1,90,up,0.31666666666666665,1.2778101000003517,3.18500028912677,0.82,2.5669839962889807,2.8923710541840557,control,0.32173865994921047,1.3944362999991426,14,7,7,,
,,6,Main,2,down,1,270,down,0.31666666666666665,0.7741010999998252,3.18500028912677,0.86,2.876494499736819,2.6076876309121215,control,0.30175447338607386,0.831197899999097,14,7,7,,
,,6,Main,3,up,1,90,up,0.24166666666666667,1.1900213999997504,3.18500028912677,0.37,4.875616592997599,2.7755623686730444,control,0.2885520955705792,1.0810492000000522,14,7,7,,
,,6,Main,4,up,0,270,down,0.24166666666666667,1.5595773000004556,3.18500028912677,0.57,2.943382932799364,2.7610524372465046,control,0.7460165808147676,1.1335497000000032,14,7,7,,
,,6,Main,5,up,1,90,up,0.31666666666666665,0.6724202999994304,3.18500028912677,0.61,3.9761419274924217,2.5419056763961474,control,0.6688340305532561,1.7160941000001912,14,7,7,,
,,6,Main,6,down,0,90,up,0.16666666666666666,1.8082439999998314,3.18500028912677,0.68,3.359309041327751,2.6004846309256857,control,0.4376073317375332,1.470794200000455,14,7,7,,
,,6,Main,7,down,1,270,down,0.24166666666666667,1.0816297000001214,3.18500028912677,0.18,3.540786898063696,2.9577975730777384,control,0.40325913428022897,0.6078938000009657,14,7,7,,
,,6,Main,8,down,1,270,down,0.16666666666666666,0.7287226999997074,3.18500028912677,0.65,3.059090543047548,2.1725240012365967,control,0.5882195130712222,1.4212515999988682,14,7,7,,
,,6,Main,9,down,1,270,down,0.6166666666666667,0.7791460999997071,3.18500028912677,0.64,2.7537205639353384,2.5625230333421345,control,0.7220139592899578,1.5767520999997942,14,7,7,,
,,6,Main,10,up,1,90,up,0.24166666666666667,0.7900580000004993,3.18500028912677,0.7,4.709896540518974,2.6841836836926345,control,0.7020387444991674,0.7326754000005167,14,7,7,,
,,6,Main,11,up,1,90,up,0.058333333333333334,0.7143694999995205,3.18500028912677,0.88,3.3390222807851604,3.1204573650513145,control,0.623772388755983,0.8930607000002055,14,7,7,,
,,6,Main,12,up,1,90,up,0.6166666666666667,0.7132430000001477,3.18500028912677,0.91,4.823955902059323,2.887375357892728,control,0.3257591751649958,0.9769246999985626,14,7,7,,
,,6,Main,13,up,0,270,down,0.16666666666666666,0.8992779000000155,3.18500028912677,0.85,2.443530298912391,2.676309308574235,control,0.2896700067453575,1.1256327999999485,14,7,7,,
,,6,Main,14,up,1,90,up,0.24166666666666667,0.7719918000002508,3.18500028912677,0.82,4.241800235765975,2.7373118601435724,control,0.4832595342028613,0.7510999999994965,14,7,7,,
,,6,Main,15,[],0,270,down,0.058333333333333334,0.7719918000002508,3.18500028912677,None,None,2.6535113596091784,None,0.4832595342028613,None,14,7,7,,
,,6,Main,16,up,0,270,down,0.24166666666666667,0.7245624999995925,3.18500028912677,0.0,4.63264542372181,3.021619198280067,control,0.7224822162866549,0.6930940999991435,14,7,7,,
,,6,Main,17,up,1,90,up,0.16666666666666666,0.8281072999998287,3.18500028912677,0.72,4.0723471563115865,2.483782511157808,control,0.35917910608307313,0.8916389000005438,14,7,7,,
,,6,Main,18,down,1,270,down,0.16666666666666666,1.349043599999277,3.18500028912677,0.79,2.4819361161586633,2.6160304527711644,control,0.6142642181807262,0.9517226999996637,14,7,7,,
,,6,Main,19,up,1,90,up,0.24166666666666667,1.1881474000001617,3.18500028912677,1.0,3.2707902246513734,2.5399981404377274,control,0.7160456496966672,1.135580199999822,14,7,7,,
,,6,Main,20,up,1,90,up,0.16666666666666666,1.4590848999996524,3.18500028912677,0.9,2.452765388527047,2.470351699838185,control,0.5639177555523062,0.5730514999995648,14,7,7,,
,,6,Main,21,up,1,90,up,0.24166666666666667,1.1779683000004297,3.18500028912677,0.88,2.899442660717344,3.110182650179809,control,0.6011184271386105,0.6802958999996918,14,7,7,,
,,6,Main,22,up,1,90,up,0.16666666666666666,1.8246536999995442,3.18500028912677,0.84,2.8322633075006296,2.8002666069549242,control,0.45988196771157835,0.7420507000006182,14,7,7,,
,,6,Main,23,down,1,270,down,0.31666666666666665,0.7164353000007395,3.18500028912677,0.88,2.187821288624819,2.4844177969130046,control,0.7181011978995021,0.5947617999991053,14,7,7,,
,,6,Main,24,down,1,270,down,0.24166666666666667,1.9834752999995544,3.18500028912677,0.73,4.459646924928741,2.927499088399628,control,0.47480286273034866,0.37493499999982305,14,7,7,,
,,6,Main,25,up,1,90,up,0.31666666666666665,1.7073294000001624,3.18500028912677,0.7,3.9188787033285437,2.510170926024523,control,0.3550665686191813,0.7898771000000124,14,7,7,,
,,6,Main,26,up,0,270,down,0.16666666666666666,1.0256023000001733,3.18500028912677,1,3.4427267130718997,3.003469980653781,control,0.4765735085934666,0.6699998999993113,14,7,7,,
,,6,Main,27,[],0,270,down,0.24166666666666667,1.0256023000001733,3.18500028912677,None,None,2.5491650017715424,None,0.4765735085934666,None,14,7,7,,
,,6,Main,28,up,0,270,down,0.058333333333333334,1.1322321000006923,3.18500028912677,0.58,2.5707755972472177,2.401667854947337,control,0.7049903236309292,1.3441671000000497,14,7,7,,
,,6,Main,29,up,1,90,up,0.6166666666666667,0.7151181000008364,3.18500028912677,1,4.836384427004447,2.43761820762379,control,0.44837203591920755,0.7475787999992463,14,7,7,,
,,6,Main,30,down,1,270,down,0.31666666666666665,1.831116599998495,3.18500028912677,0.79,3.699485310711073,2.876305057033831,control,0.5924789144995974,0.6830863000013778,14,7,7,,
,,6,Main,31,[],0,90,up,0.058333333333333334,1.831116599998495,3.18500028912677,None,None,3.3212845781149056,None,0.5924789144995974,None,14,7,7,,
,,6,Main,32,down,1,270,down,0.24166666666666667,1.4437686999990547,3.18500028912677,0.75,2.1793397533474215,2.512010613802582,control,0.42595243496938673,0.7290584000002127,14,7,7,,
,,6,Main,33,up,1,90,up,0.31666666666666665,3.0244052999987616,3.18500028912677,0.71,4.125614102808393,2.558826128642183,control,0.3539278472996476,1.162041900000986,14,7,7,,
,,6,Main,34,up,1,90,up,0.24166666666666667,1.2734823999999207,3.18500028912677,0.8,4.74251173458251,2.9410144312910393,control,0.5420694196450103,0.6159246000006533,14,7,7,,
,,6,Main,35,down,1,270,down,0.6166666666666667,1.0768495000011171,3.18500028912677,0.93,3.8830855917440936,3.2633926946481484,control,0.4502111965208019,0.7962141999996675,14,7,7,,
,,7,Main,0,down,1,270,down,0.24166666666666667,0.8355716000005486,3.18500028912677,0.75,2.588362752407046,2.584583779152358,conf,0.6050783752582113,0.811792599999535,14,7,7,,
,,7,Main,1,up,1,90,up,0.31666666666666665,0.6675433000000339,3.18500028912677,1,3.16291133800944,2.587523474313986,conf,0.3018923063345981,0.9870820000014646,14,7,7,,
,,7,Main,2,up,0,270,down,0.24166666666666667,1.429723400000512,3.18500028912677,0.27,3.3804951540165478,2.6324959973912025,conf,0.5327053394928902,0.7302827000003163,14,7,7,,
,,7,Main,3,down,1,270,down,0.31666666666666665,1.7360177000009571,3.18500028912677,0.72,3.9026601556376437,3.3143593493170402,conf,0.584912867087156,0.6340651999998954,14,7,7,,
,,7,Main,4,up,1,90,up,0.24166666666666667,0.9050325999996858,3.18500028912677,0.82,3.517565173488707,2.8383047549757063,conf,0.6433071169896922,1.155718700001671,14,7,7,,
,,7,Main,5,up,1,90,up,0.24166666666666667,1.3269565999999031,3.18500028912677,0.77,2.122143494193294,2.6148224586201274,conf,0.5726472424631293,0.9356404999998631,14,7,7,,
,,7,Main,6,down,1,270,down,0.31666666666666665,0.7383249000013166,3.18500028912677,0.82,3.8624230825645927,2.8149036647887566,conf,0.5038756150827227,1.245753600000171,14,7,7,,
,,7,Main,7,[],0,90,up,0.058333333333333334,0.7383249000013166,3.18500028912677,None,None,3.147522411511744,None,0.5038756150827227,None,14,7,7,,
,,7,Main,8,up,1,90,up,0.16666666666666666,0.7845837999993819,3.18500028912677,0.78,2.638356709242835,2.461479466943569,conf,0.6843886198654587,0.8959254000001238,14,7,7,,
,,7,Main,9,down,1,270,down,0.24166666666666667,1.1220744000002014,3.18500028912677,0.82,2.8345122929134217,2.6111707081862128,conf,0.501937242519919,0.8079736999989109,14,7,7,,
,,7,Main,10,[],0,270,down,0.16666666666666666,1.1220744000002014,3.18500028912677,None,None,2.7688085631598818,None,0.501937242519919,None,14,7,7,,
,,7,Main,11,up,1,90,up,0.16666666666666666,1.022013899999365,3.18500028912677,0.8,4.120794098730894,2.784277870946245,conf,0.4047556978002005,1.3369198000000324,14,7,7,,
,,7,Main,12,up,1,90,up,0.6166666666666667,0.7671982000010757,3.18500028912677,1,2.6847743852255657,2.7240743287981437,conf,0.3401275126348762,0.6494794999998703,14,7,7,,
,,7,Main,13,up,1,90,up,0.24166666666666667,1.5422479000008025,3.18500028912677,0.99,2.958113036617993,2.4589865121807324,conf,0.6655029813447251,0.8668719999986934,14,7,7,,
,,7,Main,14,down,1,270,down,0.058333333333333334,1.1072089999997843,3.18500028912677,0.86,4.350776249618049,2.695921160557556,conf,0.36384020527536187,1.527851400000145,14,7,7,,
,,7,Main,15,up,1,90,up,0.31666666666666665,1.1855331999995542,3.18500028912677,0.73,3.0094219826405237,3.1127335989535996,conf,0.43139075130968907,0.7632264000003488,14,7,7,,
,,7,Main,16,[],0,270,down,0.16666666666666666,1.1855331999995542,3.18500028912677,None,None,2.468541090989093,None,0.43139075130968907,None,14,7,7,,
,,7,Main,17,down,1,270,down,0.6166666666666667,0.77988170000026,3.18500028912677,0.8,4.716324246194181,2.9365390250580483,conf,0.643774837320815,0.7644113000005746,14,7,7,,
,,7,Main,18,up,1,90,up,0.24166666666666667,1.2822499000012613,3.18500028912677,0.84,4.118942589955349,3.134714489900445,conf,0.5199353936728179,0.9311563999999635,14,7,7,,
,,7,Main,19,down,1,270,down,0.16666666666666666,1.6335239000000001,3.18500028912677,0.61,3.3774861604967565,2.768305655544058,conf,0.6932245232592034,1.375562600000194,14,7,7,,
,,7,Main,20,up,1,90,up,0.16666666666666666,0.8340876000002027,3.18500028912677,0.62,3.1992480907540113,2.5615239852146177,conf,0.5218008024416456,0.7535420999993221,14,7,7,,
,,7,Main,21,up,0,270,down,0.058333333333333334,0.7563035000002856,3.18500028912677,0.6,3.430824781593202,3.043846466688056,conf,0.7238802371643247,0.9934095000007801,14,7,7,,
,,7,Main,22,up,1,90,up,0.058333333333333334,0.8568328000001202,3.18500028912677,0.7,4.984794105051957,2.7491741807892978,conf,0.25903549349505844,1.387436600000001,14,7,7,,
,,7,Main,23,up,1,90,up,0.6166666666666667,0.6839978999996674,3.18500028912677,1.0,3.3279922088614837,2.6919183341308695,conf,0.4697357254340091,0.7751594000001205,14,7,7,,
,,7,Main,24,up,1,90,up,0.31666666666666665,0.7421544000007998,3.18500028912677,1,3.4022395566775128,2.373566965767951,conf,0.6707130257449583,0.40886200000022654,14,7,7,,
,,7,Main,25,up,1,90,up,0.24166666666666667,0.6569208000000799,3.18500028912677,0.87,3.4267673791626128,2.4757668530878374,conf,0.6909968598864686,0.48028679999879387,14,7,7,,
,,7,Main,26,down,1,270,down,0.31666666666666665,0.7237012000005052,3.18500028912677,0.88,3.8675647435182086,2.664400060435218,conf,0.5961242670357125,0.7565857000008691,14,7,7,,
,,7,Main,27,up,1,90,up,0.24166666666666667,1.1207259999991948,3.18500028912677,0.82,2.671782151090941,3.0989938702393847,conf,0.4765533661252931,0.8138453999999911,14,7,7,,
,,7,Main,28,down,1,270,down,0.24166666666666667,1.386443600000348,3.18500028912677,0.86,4.456332530918135,2.7143405401646663,conf,0.3248148103799897,0.8994676000002073,14,7,7,,
,,7,Main,29,down,1,270,down,0.31666666666666665,0.8323705999991944,3.18500028912677,1.0,4.07130927786421,2.3235154108846268,conf,0.5455052742303012,0.8780710999999428,14,7,7,,
,,7,Main,30,up,1,90,up,0.31666666666666665,0.7939538000009634,3.18500028912677,0.84,4.414865170520348,3.0322899949438207,conf,0.3602366898355473,0.998551700000462,14,7,7,,
,,7,Main,31,up,1,90,up,0.16666666666666666,0.8171583000003011,3.18500028912677,0.83,2.672745247842913,3.007476529227435,conf,0.671889553773709,0.6601899000015692,14,7,7,,
,,7,Main,32,down,1,270,down,0.24166666666666667,0.976146199998766,3.18500028912677,0.8,3.548757463492154,2.827470047015629,conf,0.6757808472418124,0.8435315000006085,14,7,7,,
,,7,Main,33,down,1,270,down,0.16666666666666666,0.80778200000168,3.18500028912677,0.72,2.9074724313320917,2.6591305929528803,conf,0.38160606341833386,0.984133899999506,14,7,7,,
,,7,Main,34,down,1,270,down,0.6166666666666667,0.8058638000002247,3.18500028912677,0.83,3.525618882909915,2.6426829714742652,conf,0.30765271199452837,0.8473159000004671,14,7,7,,
