"","gm[1]","gm[2]","gm[3]","gm[4]","gm[5]","gm[6]","gm[7]","gm[8]","gm[9]","draw","tau_u[1]","tau_u[2]","tau_u[3]","tau_u[4]","tau_u[5]","tau_u[6]","tau_u[7]","tau_u[8]","tau_u[9]","L_u[1,1]","L_u[2,1]","L_u[3,1]","L_u[4,1]","L_u[5,1]","L_u[6,1]","L_u[7,1]","L_u[8,1]","L_u[9,1]","L_u[1,2]","L_u[2,2]","L_u[3,2]","L_u[4,2]","L_u[5,2]","L_u[6,2]","L_u[7,2]","L_u[8,2]","L_u[9,2]","L_u[1,3]","L_u[2,3]","L_u[3,3]","L_u[4,3]","L_u[5,3]","L_u[6,3]","L_u[7,3]","L_u[8,3]","L_u[9,3]","L_u[1,4]","L_u[2,4]","L_u[3,4]","L_u[4,4]","L_u[5,4]","L_u[6,4]","L_u[7,4]","L_u[8,4]","L_u[9,4]","L_u[1,5]","L_u[2,5]","L_u[3,5]","L_u[4,5]","L_u[5,5]","L_u[6,5]","L_u[7,5]","L_u[8,5]","L_u[9,5]","L_u[1,6]","L_u[2,6]","L_u[3,6]","L_u[4,6]","L_u[5,6]","L_u[6,6]","L_u[7,6]","L_u[8,6]","L_u[9,6]","L_u[1,7]","L_u[2,7]","L_u[3,7]","L_u[4,7]","L_u[5,7]","L_u[6,7]","L_u[7,7]","L_u[8,7]","L_u[9,7]","L_u[1,8]","L_u[2,8]","L_u[3,8]","L_u[4,8]","L_u[5,8]","L_u[6,8]","L_u[7,8]","L_u[8,8]","L_u[9,8]","L_u[1,9]","L_u[2,9]","L_u[3,9]","L_u[4,9]","L_u[5,9]","L_u[6,9]","L_u[7,9]","L_u[8,9]","L_u[9,9]"
"505",-0.0704052,-3.91093,-2.70058,-0.917129,0.238999,-4.4682,1.94688,0.0494823,0.128489,505,0.175394,3.14121,0.571206,0.633721,0.188652,0.520189,0.45425,0.109562,0.283109,1,0.149369,-0.0337904,-0.098815,-0.160119,0.102916,-0.0753421,0.361359,0.0793922,0,0.988782,-0.105252,-0.206736,-0.112026,0.452235,-0.354984,-0.210234,-0.592006,0,0,0.993871,0.0435683,0.412373,0.310471,0.221639,-0.510289,-0.384945,0,0,0,0.972418,-0.252471,-0.440186,0.295246,-0.197359,-0.246975,0,0,0,0,0.85324,-0.316642,-0.0402191,0.0219614,-0.00371639,0,0,0,0,0,0.628072,-0.488774,0.479416,-0.177277,0,0,0,0,0,0,0.701069,-0.151463,-0.118771,0,0,0,0,0,0,0,0.522124,0.418574,0,0,0,0,0,0,0,0,0.461837
"506",-0.0687834,-3.34228,-2.23874,-0.906776,0.0685162,-4.72204,2.14707,0.0902186,0.17112,506,0.198791,2.02935,0.319396,0.743455,0.0773506,1.43507,0.445455,0.0743752,0.164722,1,0.189556,-0.44716,0.251737,0.318269,-0.422694,0.102678,0.112698,-0.00513929,0,0.98187,-0.0874278,-0.0830016,0.197371,0.343608,-0.363772,0.195936,-0.0808434,0,0,0.890171,-0.021796,0.148457,0.34188,-0.20806,-0.351328,-0.247771,0,0,0,0.963983,0.41183,0.378502,0.498621,-0.0927523,-0.342025,0,0,0,0,0.817378,0.387597,-0.421354,0.503104,0.310106,0,0,0,0,0,0.541189,-0.136571,0.343801,0.126258,0,0,0,0,0,0,0.607474,0.274778,0.224589,0,0,0,0,0,0,0,0.608324,0.398937,0,0,0,0,0,0,0,0,0.702402
"507",-0.0422119,-4.53778,-2.62812,-1.04366,0.107693,-5.78804,2.2552,0.0608435,0.0994369,507,0.204563,2.50879,1.37855,0.849107,0.19695,1.42106,0.473788,0.0646528,0.131838,1,0.366661,-0.385202,-0.0119961,-0.246176,-0.0415909,0.191847,0.245364,-0.298515,0,0.930354,-0.478484,0.0795952,-0.0510671,-0.431906,-0.178344,0.0977382,0.167624,0,0,0.789096,-0.252258,-0.0546185,-0.0765995,-0.133248,-0.328841,-0.393232,0,0,0,0.964306,-0.199036,0.0325078,0.126053,-0.58334,0.0666374,0,0,0,0,0.945617,0.0249786,0.330855,0.157293,-0.236787,0,0,0,0,0,0.896761,0.289694,-0.233925,0.378934,0,0,0,0,0,0,0.839259,-0.119864,-0.0236429,0,0,0,0,0,0,0,0.622891,0.511281,0,0,0,0,0,0,0,0,0.51195
"508",-0.115311,-2.2968,-2.88146,-0.959113,0.235825,-4.25885,2.27892,0.0102704,0.00208334,508,0.18611,1.75784,1.27538,0.723169,0.0735579,0.876018,0.458272,0.110935,0.0882482,1,0.045573,-0.234604,0.0452087,0.207629,-0.48282,-0.252286,-0.150149,0.0148742,0,0.998961,-0.181388,-0.0346487,-0.197507,0.366696,0.186948,0.144859,-0.141961,0,0,0.955018,0.328102,0.214575,-0.426936,0.32432,0.156836,-0.046737,0,0,0,0.942923,-0.0766235,-0.158041,0.249882,-0.140038,0.0883707,0,0,0,0,0.930574,0.334542,0.382974,-0.403917,0.302516,0,0,0,0,0,0.559688,0.105939,-0.116166,-0.237921,0,0,0,0,0,0,0.758871,-0.268782,-0.414985,0,0,0,0,0,0,0,0.814479,-0.385548,0,0,0,0,0,0,0,0,0.707566
"509",0.0684314,-2.79826,-1.88598,-1.17519,0.286885,-3.62407,1.82192,0.0246059,0.0205527,509,0.145978,2.74782,0.644326,0.481491,0.113938,0.335426,0.751422,0.0756349,0.123459,1,0.332033,0.00624453,-0.287079,-0.215978,-0.150741,-0.318873,-0.155574,-0.466637,0,0.943268,-0.0804132,-0.0375643,-0.360218,-0.195227,0.0627847,-0.116752,-0.260753,0,0,0.996742,0.183202,0.228714,0.306433,0.176846,-0.231802,0.265818,0,0,0,0.939474,-0.319223,-0.33375,0.338145,-0.0300632,-0.145887,0,0,0,0,0.818158,0.406639,-0.510518,-0.137567,-0.288284,0,0,0,0,0,0.754001,0.119167,0.15167,0.0354181,0,0,0,0,0,0,0.688428,0.32821,0.243927,0,0,0,0,0,0,0,0.870562,0.0362364,0,0,0,0,0,0,0,0,0.690753
"510",0.129159,-3.55352,-1.74639,-1.24825,0.0889503,-6.39286,2.02331,0.0786216,0.0969468,510,0.183234,2.34786,0.932233,0.514566,0.135555,0.583814,0.325259,0.0498773,0.12749,1,0.143623,0.368159,0.115355,-0.47166,0.737084,0.0232567,-0.224621,-0.255024,0,0.989632,-0.10635,-0.444151,0.486176,-0.189996,0.170362,0.368284,0.0721495,0,0,0.92366,0.583506,-0.246885,0.0461321,0.33885,-0.261496,0.0162158,0,0,0,0.670032,0.176621,0.0813794,0.562249,-0.517492,0.0107807,0,0,0,0,0.670092,0.0558864,-0.358784,0.366831,-0.307982,0,0,0,0,0,0.639323,-0.202983,0.490273,0.460704,0,0,0,0,0,0,0.607919,-0.0637832,0.10512,0,0,0,0,0,0,0,0.314219,0.425837,0,0,0,0,0,0,0,0,0.65566
"511",-0.0054189,-2.50977,-1.90741,-1.14525,0.211111,-7.33181,2.18115,0.0309022,-0.00582587,511,0.229193,1.74598,0.679246,0.675328,0.216273,0.377131,0.847388,0.0493924,0.103547,1,0.00769722,-0.273989,-0.351127,-0.264138,-0.554113,-0.10037,0.313355,-0.0767384,0,0.99997,-0.0483796,0.262973,-0.508499,0.415621,-0.147208,-0.523635,-0.325732,0,0,0.960515,-0.315933,-0.0371561,-0.0900176,-0.36114,0.220937,-0.0908979,0,0,0,0.841274,-0.0752582,-0.247458,0.204669,-0.16826,-0.0297232,0,0,0,0,0.815239,0.0960577,-0.613533,-0.162816,-0.308383,0,0,0,0,0,0.664569,0.0425637,-0.521065,-0.478471,0,0,0,0,0,0,0.646305,0.382073,-0.392291,0,0,0,0,0,0,0,0.326333,0.431362,0,0,0,0,0,0,0,0,0.463535
"512",0.0136777,-2.3291,-2.01885,-1.1743,0.119595,-7.04883,2.33614,0.0105017,-0.0243387,512,0.17012,1.75727,0.501458,0.485057,0.150809,1.03458,0.839821,0.0233371,0.110673,1,0.0797357,-0.05352,-0.359629,0.03835,-0.580987,-0.204278,-0.0427689,-0.0570083,0,0.996816,-0.3547,0.0569117,-0.61104,0.114359,0.100654,-0.204064,-0.542969,0,0,0.933447,-0.183601,-0.0387179,-0.0173962,-0.436293,0.233797,-0.3678,0,0,0,0.913082,-0.0611638,0.016367,0.397222,0.181701,0.294302,0,0,0,0,0.78735,0.0475989,-0.356336,-0.210542,0.0338243,0,0,0,0,0,0.804077,-0.006938,-0.582667,-0.179158,0,0,0,0,0,0,0.687734,0.356781,0.0277242,0,0,0,0,0,0,0,0.598106,0.504101,0,0,0,0,0,0,0,0,0.438082
"513",-0.00784943,-2.39313,-2.0007,-0.985968,0.200623,-6.15802,2.30496,0.00776615,-0.0316336,513,0.147462,2.04698,0.518091,0.40329,0.239972,2.73262,0.781267,0.0169687,0.109908,1,-0.0928289,0.0427369,-0.369972,0.0723652,-0.47515,-0.152896,-0.16587,-0.478746,0,0.995682,-0.412828,0.0865417,-0.378302,0.259964,0.000367912,0.000293145,-0.569501,0,0,0.909806,-0.0403808,-0.241937,0.036204,-0.540253,0.144321,-0.254843,0,0,0,0.924122,-0.0609981,-0.210816,0.476168,0.480557,0.117062,0,0,0,0,0.88848,-0.0364766,-0.281999,-0.0176941,-0.0583175,0,0,0,0,0,0.812137,0.185,-0.519159,-0.2714,0,0,0,0,0,0,0.586741,0.426024,-0.138063,0,0,0,0,0,0,0,0.519026,0.0666633,0,0,0,0,0,0,0,0,0.51697
"514",-0.070588,-2.10859,-2.3408,-1.34826,0.200737,-5.08675,2.20873,0.024271,0.00674303,514,0.346808,1.61029,0.818901,0.733249,0.0876526,0.44191,0.623282,0.0267297,0.07667,1,0.185312,-0.477691,0.178455,-0.477682,0.1726,-0.0804139,0.075472,-0.0309556,0,0.98268,-0.189934,-0.116132,0.180241,-0.319996,-0.373943,-0.143806,-0.573044,0,0,0.857751,0.64635,0.00952768,0.1619,-0.045629,-0.0611953,-0.365249,0,0,0,0.732734,-0.0865604,0.253837,0.355345,-0.41006,-0.239007,0,0,0,0,0.855424,0.281465,-0.342369,0.733632,0.000289441,0,0,0,0,0,0.83543,-0.0424897,0.347928,0.400838,0,0,0,0,0,0,0.77867,-0.324394,-0.182358,0,0,0,0,0,0,0,0.192948,0.397021,0,0,0,0,0,0,0,0,0.358579
"515",-0.0614485,-1.74103,-2.46063,-1.32036,0.150648,-4.94361,2.23233,0.0104534,0.0178086,515,0.275882,2.18826,1.06361,0.603382,0.153928,1.15723,0.546196,0.0458413,0.12952,1,-0.087713,0.25764,-0.113397,0.449562,-0.162894,0.20252,-0.172587,-0.171984,0,0.996146,-0.400007,-0.0496303,-0.267874,0.265091,0.519749,-0.0429994,-0.736444,0,0,0.879554,0.336087,-0.376801,-0.0157859,-0.177248,0.0223122,-0.0926936,0,0,0,0.933661,-0.0187777,0.0440011,0.254749,-0.354539,-0.250989,0,0,0,0,0.764072,0.239878,0.0901122,0.172926,-0.220708,0,0,0,0,0,0.918404,0.0599959,-0.300802,-0.0553334,0,0,0,0,0,0,0.762111,0.128453,0.0297972,0,0,0,0,0,0,0,0.839811,0.0564963,0,0,0,0,0,0,0,0,0.548297
"516",-0.104983,-3.98632,-1.97386,-1.13413,0.143978,-5.65454,2.05376,0.0161018,0.0947727,516,0.25133,2.28209,0.509791,0.639466,0.0482191,0.473547,0.820249,0.0864795,0.087147,1,-0.00820058,-0.174206,-0.496767,-0.581039,0.183794,-0.0958354,0.308852,-0.163598,0,0.999966,-0.300087,0.00368915,0.323645,-0.102135,0.0747092,-0.221178,-0.549841,0,0,0.93787,0.203057,0.0673893,0.137487,0.255212,-0.289293,0.3484,0,0,0,0.843787,-0.195262,-0.0272432,0.452429,-0.43547,-0.27095,0,0,0,0,0.71762,-0.382393,-0.42169,0.0999424,0.0140086,0,0,0,0,0,0.888774,0.175137,0.105624,-0.269225,0,0,0,0,0,0,0.711979,-0.298925,0.00339649,0,0,0,0,0,0,0,0.686924,-0.38608,0,0,0,0,0,0,0,0,0.504347
"517",0.0851028,-2.15601,-2.64805,-1.00807,0.264956,-5.86657,1.96694,0.031261,0.0412144,517,0.52781,1.92896,0.966803,0.513372,0.26685,1.17702,0.664237,0.000825187,0.090606,1,0.142027,0.157051,0.20045,-0.166342,0.192778,-0.186305,0.496576,-0.00105829,0,0.989863,-0.625965,-0.261857,0.0844844,0.028281,0.300158,-0.0983224,-0.383246,0,0,0.763874,0.258119,-0.266677,-0.165589,0.0308315,-0.158357,0.531299,0,0,0,0.908089,-0.292158,0.239604,-0.271396,-0.0820931,-0.02721,0,0,0,0,0.899288,0.713043,-0.282291,0.131317,-0.00530302,0,0,0,0,0,0.607269,0.227298,0.248816,-0.181451,0,0,0,0,0,0,0.818069,0.0427106,-0.215085,0,0,0,0,0,0,0,0.794324,-0.0495036,0,0,0,0,0,0,0,0,0.698883
"518",0.0534513,-3.21819,-2.4264,-0.768403,0.279179,-6.95244,2.03817,-0.0187933,0.0426127,518,0.402779,2.16077,1.45656,0.432533,0.106737,1.54221,0.741615,0.0190684,0.0907614,1,-0.04649,0.15044,-0.375074,-0.529469,-0.102909,-0.0576165,-0.257138,-0.0254025,0,0.998919,-0.276596,-0.0550989,-0.19314,-0.298291,-0.154477,-0.265466,-0.697628,0,0,0.949138,0.0874112,-0.534973,0.148185,-0.465984,0.287098,-0.057409,0,0,0,0.921218,-0.20467,-0.663473,0.27349,0.124216,0.0438417,0,0,0,0,0.595209,0.367683,-0.119916,-0.345977,0.0834318,0,0,0,0,0,0.550533,-0.181923,-0.338496,-0.0150419,0,0,0,0,0,0,0.795867,-0.00693901,-0.285367,0,0,0,0,0,0,0,0.728852,-0.108912,0,0,0,0,0,0,0,0,0.637941
"519",0.106082,-2.24917,-2.20455,-0.593779,0.382687,-4.77073,2.297,-0.0175462,-0.00722089,519,0.33324,2.9884,0.508933,0.56911,0.548302,1.59706,0.492107,0.0107016,0.0688141,1,0.355341,-0.218618,0.111497,-0.013959,-0.575496,-0.152007,0.460639,0.162742,0,0.934737,-0.418008,-0.151766,-0.151472,0.104312,0.0821495,0.190931,-0.275563,0,0,0.881746,0.342176,0.118502,0.492223,-0.109724,0.17224,-0.281578,0,0,0,0.920571,-0.126313,0.372438,0.173439,-0.2608,-0.37488,0,0,0,0,0.973069,-0.227622,0.165986,0.121641,0.0331331,0,0,0,0,0,0.474467,0.0435362,0.295516,0.239464,0,0,0,0,0,0,0.947934,0.532265,0.344801,0,0,0,0,0,0,0,0.51792,-0.439826,0,0,0,0,0,0,0,0,0.554061
"520",-0.0971881,-1.72982,-2.02556,-0.793291,0.38128,-5.30303,2.34991,0.00583208,-0.00315983,520,0.222938,2.14844,0.453161,0.383322,0.264422,1.96955,0.826227,0.0188261,0.0674969,1,0.237958,0.0658695,0.0945314,0.157529,-0.218268,-0.235898,0.0289498,0.300967,0,0.971275,-0.141423,0.16862,0.114801,-0.123336,0.468598,0.345348,-0.436238,0,0,0.987755,0.392918,-0.412,0.331643,0.117913,0.171529,0.224206,0,0,0,0.899025,-0.282054,-0.187903,0.177771,-0.053378,0.39681,0,0,0,0,0.844219,0.307113,-0.333469,-0.00533223,-0.113503,0,0,0,0,0,0.835185,0.0147632,-0.442402,0.0287349,0,0,0,0,0,0,0.753553,-0.348831,0.182839,0,0,0,0,0,0,0,0.728145,-0.24556,0,0,0,0,0,0,0,0,0.635571
"521",-0.0653795,-1.81366,-2.57666,-0.881166,0.277889,-3.88429,2.36364,-0.000714929,-0.0215259,521,0.204139,2.47939,0.492105,0.303138,0.274348,0.958957,0.754915,0.0185293,0.101599,1,0.037615,0.19512,0.249081,0.143072,-0.0177455,-0.421146,-0.166071,0.363775,0,0.999292,-0.512668,0.362155,-0.203497,-0.15921,0.370406,0.304859,-0.380391,0,0,0.836122,0.536609,-0.179366,0.224711,0.207967,0.550192,0.372414,0,0,0,0.720315,-0.126038,0.396854,0.405858,0.125326,0.194685,0,0,0,0,0.943431,0.21512,-0.237409,-0.0857566,-0.243342,0,0,0,0,0,0.848571,0.06151,-0.398592,0.403293,0,0,0,0,0,0,0.646001,0.139011,0.051971,0,0,0,0,0,0,0,0.612788,-0.216872,0,0,0,0,0,0,0,0,0.524195
"522",-0.131927,-1.59075,-2.17371,-1.05644,0.292451,-5.32464,2.24774,0.0030647,0.0444669,522,0.371114,1.57111,0.324432,0.812305,0.510142,1.90706,1.72113,0.0750681,0.0972613,1,0.0213933,-0.0371227,0.324807,-0.654957,-0.334013,0.378044,0.46054,0.340185,0,0.999771,-0.0396849,-0.375863,-0.37328,0.106574,-0.16446,-0.160175,0.0800963,0,0,0.998522,-0.0905381,-0.372484,-0.121888,-0.385331,-0.328843,0.208284,0,0,0,0.863151,0.0519006,-0.188279,0.681717,-0.401107,0.167729,0,0,0,0,0.538753,0.396256,0.198408,0.194878,0.100616,0,0,0,0,0,0.818384,0.120756,-0.123881,0.106502,0,0,0,0,0,0,0.403571,0.315005,-0.301797,0,0,0,0,0,0,0,0.583669,-0.213279,0,0,0,0,0,0,0,0,0.805176
"523",-0.0322254,-2.74737,-2.38263,-1.40408,0.0923765,-4.45415,2.02843,0.0171857,0.0419585,523,0.28256,1.87837,0.404915,0.659974,0.197056,0.898399,0.454235,0.0514277,0.0381861,1,-0.00665124,0.0484031,-0.358939,0.345921,-0.0186205,-0.213782,-0.161116,0.137202,0,0.999978,-0.467322,-0.202328,-0.199444,-0.415191,0.0969325,-0.431606,-0.563936,0,0,0.882761,0.376654,-0.0725326,0.493806,0.178635,-0.180908,-0.0936658,0,0,0,0.829674,0.167744,0.173639,0.901211,0.00954216,-0.210143,0,0,0,0,0.898422,-0.477423,-0.0531411,0.154291,0.165817,0,0,0,0,0,0.570387,-0.0160469,-0.123661,0.197041,0,0,0,0,0,0,0.312615,0.331134,0.22893,0,0,0,0,0,0,0,0.778584,0.152067,0,0,0,0,0,0,0,0,0.684372
"524",0.0179397,-4.2725,-2.18346,-1.25382,0.258855,-5.21145,2.36496,0.0140586,-0.0468045,524,0.189714,2.35262,0.522368,0.411487,0.0515269,1.39651,0.705066,0.0523264,0.170617,1,-0.0148222,-0.396931,-0.162853,-0.520568,-0.124127,-0.0543065,-0.0136181,-0.437091,0,0.99989,-0.303125,-0.651173,-0.284544,-0.239941,-0.308958,0.541104,0.0904279,0,0,0.866349,-0.101835,-0.344403,-0.436045,0.185796,0.215303,0.095109,0,0,0,0.734222,-0.0984609,-0.200656,-0.149901,-0.331881,0.444355,0,0,0,0,0.720927,0.142738,-0.527006,-0.218598,0.23752,0,0,0,0,0,0.822343,-0.258978,0.00173598,0.538605,0,0,0,0,0,0,0.706966,-0.352567,-0.123471,0,0,0,0,0,0,0,0.615166,-0.0157777,0,0,0,0,0,0,0,0,0.481947
"525",0.00145063,-4.65626,-1.84167,-1.23927,0.138069,-5.33163,2.292,-0.004375,0.0295742,525,0.104366,1.84204,0.664406,1.07977,0.22941,1.18892,0.770413,0.0515886,0.0571319,1,0.361046,-0.0352527,-0.155491,-0.15856,-0.0359851,-0.0625474,0.0383871,0.0266096,0,0.932548,-0.421493,0.12744,0.079011,-0.00730174,0.0419124,0.0178134,0.254822,0,0,0.906146,0.109291,-0.278384,0.409651,-0.279437,-0.131139,-0.605293,0,0,0,0.973466,0.180703,0.550483,-0.10898,0.328205,0.205286,0,0,0,0,0.926534,-0.0905238,-0.405967,0.599787,-0.290339,0,0,0,0,0,0.720841,-0.439744,-0.0192393,-0.26342,0,0,0,0,0,0,0.739044,-0.565027,0.113228,0,0,0,0,0,0,0,0.440368,-0.0509713,0,0,0,0,0,0,0,0,0.597269
"526",0.0399252,-4.07995,-1.92533,-1.3407,0.174394,-4.65078,2.21608,-0.00158866,0.0352304,526,0.113634,1.55934,0.420515,0.644851,0.248544,1.0828,0.628023,0.0772318,0.0656255,1,0.335033,-0.0867861,-0.156887,-0.10008,0.00757856,-0.173679,0.132411,-0.194741,0,0.942207,-0.269943,0.0400433,-0.126454,0.0794829,0.148715,-0.0668266,0.0820105,0,0,0.958957,0.0232086,0.166185,0.343321,-0.0305766,-0.455926,-0.43946,0,0,0,0.986531,-0.376707,0.405369,0.190969,0.503062,-0.0616512,0,0,0,0,0.896921,0.527169,-0.692922,0.00646881,-0.348402,0,0,0,0,0,0.658426,-0.233389,0.383031,-0.151897,0,0,0,0,0,0,0.612947,-0.350064,-0.398054,0,0,0,0,0,0,0,0.497758,-0.125733,0,0,0,0,0,0,0,0,0.663108
"527",-0.0774359,-1.12097,-1.89406,-0.755874,0.145183,-4.52837,2.05796,0.0176008,0.00668438,527,0.155196,3.64654,0.324573,0.434386,0.168929,0.131986,0.482557,0.00414184,0.096846,1,-0.154035,-0.497702,-0.251544,0.311015,0.407738,-0.0432662,-0.391597,-0.0201678,0,0.988065,0.190115,0.146014,-0.431605,0.396828,-0.174762,-0.253915,-0.665902,0,0,0.846256,0.256995,0.0657978,0.143661,0.269992,0.135706,0.215962,0,0,0,0.921607,-0.125241,-0.383134,0.433632,-0.413387,-0.118332,0,0,0,0,0.834849,0.181796,0.249071,0.22491,0.320847,0,0,0,0,0,0.689781,-0.0745556,0.377146,0.163514,0,0,0,0,0,0,0.799412,-0.105925,0.0793306,0,0,0,0,0,0,0,0.623563,-0.178344,0,0,0,0,0,0,0,0,0.572491
"528",-0.0752753,-2.62055,-2.06992,-0.752057,0.316268,-4.92079,1.9496,-0.00880384,0.0313125,528,0.264394,1.28179,0.551783,0.378391,0.198638,1.85066,0.709331,0.0764724,0.0741418,1,0.525564,0.448199,-0.0492107,-0.381414,-0.466566,0.194462,0.346631,-0.147056,0,0.850754,0.0513111,-0.00798519,0.0438725,-0.351777,-0.0187562,0.16724,0.321546,0,0,0.89246,0.187889,0.108832,0.0536835,-0.312198,-0.0381576,0.00576932,0,0,0,0.980924,-0.444218,0.442537,0.159061,-0.0331925,-0.252933,0,0,0,0,0.802138,-0.129163,-0.0650073,-0.390713,-0.64571,0,0,0,0,0,0.665706,0.0289612,-0.525822,-0.222044,0,0,0,0,0,0,0.913236,-0.300833,-0.135705,0,0,0,0,0,0,0,0.574172,0.205661,0,0,0,0,0,0,0,0,0.532933
"529",-0.0184624,-2.74333,-2.04437,-1.12976,0.135517,-4.20322,1.88407,0.0125509,0.0162343,529,0.250051,2.63857,0.379189,0.405419,0.151172,1.2241,0.710212,0.0521103,0.0750486,1,-0.0846623,0.0243849,-0.314634,-0.0759836,0.096764,-0.25814,-0.589163,0.243014,0,0.99641,-0.356665,0.166097,-0.320791,0.528358,-0.133762,-0.31873,-0.223825,0,0,0.933914,0.1499,0.247346,0.192265,-0.232082,-0.152056,0.514386,0,0,0,0.922468,-0.462303,-0.326168,0.367859,-0.318788,-0.182876,0,0,0,0,0.785121,-0.116211,0.0909732,0.322217,0.397507,0,0,0,0,0,0.744727,-0.0755151,-0.0488964,0.205488,0,0,0,0,0,0,0.843985,-0.142959,0.211575,0,0,0,0,0,0,0,0.547631,-0.400828,0,0,0,0,0,0,0,0,0.432604
"530",-0.0302399,-2.1687,-2.09456,-1.13948,0.349027,-4.75935,2.14392,0.0432004,-0.00606183,530,0.215258,1.49113,0.61806,0.469246,0.411128,2.8008,0.628897,0.0857378,0.0319161,1,0.299938,-0.0268285,-0.130328,0.0850018,-0.132275,0.0320647,0.713565,-0.216442,0,0.953959,0.278306,0.144474,-0.357585,-0.0880176,0.152421,0.302413,-0.18067,0,0,0.960118,0.424388,-0.446407,0.0613643,-0.219108,0.305989,0.0446052,0,0,0,0.884328,0.162476,0.415846,-0.0260824,-0.307874,0.567808,0,0,0,0,0.799518,0.213177,-0.261318,-0.0981589,-0.219659,0,0,0,0,0,0.867536,-0.0122213,0.218138,-0.320326,0,0,0,0,0,0,0.926614,0.160938,-0.298605,0,0,0,0,0,0,0,0.357541,0.206844,0,0,0,0,0,0,0,0,0.559739
"531",0.0182691,-2.6913,-2.04605,-1.08001,0.300489,-4.02002,2.04514,0.062015,0.0616109,531,0.24682,3.94008,0.447308,0.713961,0.190273,1.11896,0.453144,0.135854,0.055609,1,0.00572189,0.0318245,0.000752965,0.30561,0.118857,-0.561095,-0.62728,0.102717,0,0.999984,-0.0255954,0.296339,-0.248202,0.314494,0.0554233,-0.000668078,0.173351,0,0,0.999166,-0.168755,0.335773,0.383735,0.0805961,-0.393776,0.503954,0,0,0,0.940056,-0.109906,-0.388283,0.597543,-0.219077,-0.225952,0,0,0,0,0.848632,0.143638,0.31405,0.34567,0.238314,0,0,0,0,0,0.753869,-0.195302,0.0806998,0.359764,0,0,0,0,0,0,0.426354,-0.128492,0.0614345,0,0,0,0,0,0,0,0.510837,-0.490458,0,0,0,0,0,0,0,0,0.473104
"532",0.0815985,-3.08015,-2.08531,-0.825414,0.402782,-5.38622,2.03759,-0.0102084,-0.0571058,532,0.283136,1.95787,0.355756,0.30154,0.115647,0.18708,0.418992,0.0177573,0.0813432,1,0.105957,-0.412393,-0.0275211,-0.453647,0.419614,-0.0796257,-0.273808,0.165955,0,0.994371,0.0814386,0.204835,-0.260533,0.302749,0.191337,-0.0402716,0.00353457,0,0,0.907359,-0.0473686,-0.041693,0.189172,0.314431,0.377439,0.334014,0,0,0,0.977262,-0.0947403,-0.128238,0.223494,-0.32392,0.227316,0,0,0,0,0.845939,0.419374,0.342161,-0.115491,-0.0636675,0,0,0,0,0,0.710043,-0.162356,-0.0655299,-0.317234,0,0,0,0,0,0,0.815353,-0.457854,-0.463776,0,0,0,0,0,0,0,0.669896,-0.367819,0,0,0,0,0,0,0,0,0.595095
"533",0.034896,-3.30226,-2.25513,-0.927639,0.148004,-3.37802,1.90663,0.0341747,0.0460092,533,0.339164,2.1854,0.772745,0.314665,0.134906,1.31508,0.387211,0.0106792,0.0615444,1,0.531305,-0.745188,-0.0232885,0.339277,-0.48965,-0.0553565,-0.0651851,-0.437252,0,0.847181,0.034646,0.139486,-0.203506,0.119587,-0.0690614,0.299912,-0.297804,0,0,0.665954,0.20764,-0.47699,0.396426,0.188178,0.130974,0.417748,0,0,0,0.967929,-0.0943662,0.075091,0.231268,-0.152878,-0.322621,0,0,0,0,0.779136,-0.163505,-0.128662,-0.573972,0.321035,0,0,0,0,0,0.745933,-0.211809,-0.130458,0.280472,0,0,0,0,0,0,0.917526,0.48674,0.0567514,0,0,0,0,0,0,0,0.530941,-0.381622,0,0,0,0,0,0,0,0,0.333078
"534",-0.0231015,-2.28509,-1.7964,-1.22735,0.0748794,-4.08994,2.00993,0.0711258,0.098451,534,0.29953,1.729,0.753532,0.447124,0.224655,1.6724,0.511985,0.00340556,0.0918413,1,0.610915,-0.186832,-0.0498341,0.361452,-0.668513,-0.285906,-0.246502,0.526503,0,0.791696,0.198655,-0.0865291,-0.0422629,0.324452,-0.182039,0.183683,-0.340067,0,0,0.962097,0.0706962,-0.253992,-0.0617291,-0.124235,0.343891,-0.143901,0,0,0,0.992487,-0.00653705,-0.39164,0.468032,0.0993657,0.000293368,0,0,0,0,0.896109,0.0555566,-0.16469,0.0686177,0.376372,0,0,0,0,0,0.536229,-0.254408,-0.522501,0.318555,0,0,0,0,0,0,0.747519,0.452781,0.00503611,0,0,0,0,0,0,0,0.542804,-0.42104,0,0,0,0,0,0,0,0,0.407441
