"","gm[1]","gm[2]","gm[3]","gm[4]","gm[5]","gm[6]","gm[7]","gm[8]","gm[9]","draw","tau_u[1]","tau_u[2]","tau_u[3]","tau_u[4]","tau_u[5]","tau_u[6]","tau_u[7]","tau_u[8]","tau_u[9]","L_u[1,1]","L_u[2,1]","L_u[3,1]","L_u[4,1]","L_u[5,1]","L_u[6,1]","L_u[7,1]","L_u[8,1]","L_u[9,1]","L_u[1,2]","L_u[2,2]","L_u[3,2]","L_u[4,2]","L_u[5,2]","L_u[6,2]","L_u[7,2]","L_u[8,2]","L_u[9,2]","L_u[1,3]","L_u[2,3]","L_u[3,3]","L_u[4,3]","L_u[5,3]","L_u[6,3]","L_u[7,3]","L_u[8,3]","L_u[9,3]","L_u[1,4]","L_u[2,4]","L_u[3,4]","L_u[4,4]","L_u[5,4]","L_u[6,4]","L_u[7,4]","L_u[8,4]","L_u[9,4]","L_u[1,5]","L_u[2,5]","L_u[3,5]","L_u[4,5]","L_u[5,5]","L_u[6,5]","L_u[7,5]","L_u[8,5]","L_u[9,5]","L_u[1,6]","L_u[2,6]","L_u[3,6]","L_u[4,6]","L_u[5,6]","L_u[6,6]","L_u[7,6]","L_u[8,6]","L_u[9,6]","L_u[1,7]","L_u[2,7]","L_u[3,7]","L_u[4,7]","L_u[5,7]","L_u[6,7]","L_u[7,7]","L_u[8,7]","L_u[9,7]","L_u[1,8]","L_u[2,8]","L_u[3,8]","L_u[4,8]","L_u[5,8]","L_u[6,8]","L_u[7,8]","L_u[8,8]","L_u[9,8]","L_u[1,9]","L_u[2,9]","L_u[3,9]","L_u[4,9]","L_u[5,9]","L_u[6,9]","L_u[7,9]","L_u[8,9]","L_u[9,9]"
"1",-0.218176,-4.0643,-1.99815,-0.70583,0.207574,-4.47367,1.96165,-0.0184496,0.0622617,1,0.183969,2.29718,1.21847,0.349965,0.0963738,2.01416,0.835498,0.0167126,0.0505204,1,-0.105565,-0.0473996,-0.15713,-0.229491,-0.147934,0.306927,-0.0894912,-0.171795,0,0.994412,-0.430369,0.287261,-0.313402,0.326068,0.0717879,-0.483178,-0.212106,0,0,0.901408,0.559271,-0.313944,0.600134,0.377146,0.0681409,0.598651,0,0,0,0.761582,-0.538241,0.429199,0.166454,-0.102866,-0.282904,0,0,0,0,0.678859,0.403824,-0.0841665,0.211914,-0.168053,0,0,0,0,0,0.405399,0.584203,0.139257,0.32017,0,0,0,0,0,0,0.61832,-0.139043,-0.112914,0,0,0,0,0,0,0,0.812202,-0.166647,0,0,0,0,0,0,0,0,0.561968
"2",0.0631033,-3.99102,-2.00581,-1.29649,0.281353,-4.80634,2.03313,0.0786367,0.0423604,2,0.172963,2.22139,0.354267,0.645208,0.355441,1.17056,0.584389,0.0570978,0.0699078,1,0.238447,-0.167367,-0.118735,-0.074389,-0.12112,-0.397591,-0.00102583,-0.140786,0,0.971155,-0.427534,0.000864855,-0.0688063,-0.450858,0.0120339,0.245351,0.0967167,0,0,0.888371,0.178623,0.188379,-0.516505,-0.458889,-0.189194,-0.357791,0,0,0,0.976727,0.0174625,-0.47017,0.461473,-0.45336,-0.15053,0,0,0,0,0.976699,-0.102698,-0.114503,-0.00196734,0.282231,0,0,0,0,0,0.53261,0.00124642,-0.575343,-0.114018,0,0,0,0,0,0,0.636496,0.0748027,-0.391972,0,0,0,0,0,0,0,0.601543,-0.244085,0,0,0,0,0,0,0,0,0.717131
"3",0.0259778,-2.84845,-2.49688,-1.35757,0.209794,-3.97075,2.00433,-0.00192913,0.00997965,3,0.145975,2.08859,0.537042,0.495302,0.120781,0.27066,0.658282,0.0145873,0.0848874,1,-0.0950038,-0.240007,-0.355845,-0.131854,0.000626335,0.372443,-0.0206118,0.186065,0,0.995477,-0.131897,-0.36964,-0.403237,0.403318,0.046253,-0.38916,-0.0904981,0,0,0.961769,0.299344,-0.19576,0.534408,0.535472,0.181557,0.584292,0,0,0,0.804446,0.163645,0.501113,0.174034,0.159861,0.150563,0,0,0,0,0.868857,0.041799,-0.0453177,-0.0533352,-0.163527,0,0,0,0,0,0.5467,0.0797187,0.0086977,0.387472,0,0,0,0,0,0,0.730562,-0.473456,-0.339891,0,0,0,0,0,0,0,0.75002,0.403926,0,0,0,0,0,0,0,0,0.370899
"4",-0.209078,-3.8597,-2.07159,-0.713481,0.25287,-4.61395,2.4887,0.00751745,0.00644037,4,0.220951,2.12178,0.568111,0.489117,0.119523,1.31405,0.674103,0.00486613,0.0927746,1,0.223825,-0.218112,-0.131198,-0.227251,-0.474628,-0.563783,-0.127486,-0.0839182,0,0.974629,-0.328257,0.305811,-0.120228,-0.484224,0.241451,0.436993,-0.558549,0,0,0.919062,-0.116848,-0.175577,-0.442594,-0.299764,-0.081465,0.060437,0,0,0,0.935742,-0.555721,-0.0448484,0.360561,0.281649,-0.31187,0,0,0,0,0.770875,-0.0528037,-0.311595,0.46829,0.0046229,0,0,0,0,0,0.582724,-0.109708,0.0338651,0.0230685,0,0,0,0,0,0,0.54301,0.380312,0.313033,0,0,0,0,0,0,0,0.584588,-0.331563,0,0,0,0,0,0,0,0,0.60958
"5",-0.173615,-2.94885,-1.82159,-0.475596,0.255746,-4.42406,2.13534,-0.0162287,0.0588121,5,0.235212,1.88115,0.380789,0.386798,0.157974,2.07601,0.564117,0.0420906,0.105363,1,0.547274,-0.465455,-0.466288,-0.329646,-0.664946,0.0525492,0.182297,-0.0222403,0,0.836953,0.336245,0.206554,-0.0633453,0.269491,0.312293,-0.0210782,-0.393598,0,0,0.818713,0.118881,-0.563757,0.139794,0.33611,-0.417227,0.500455,0,0,0,0.851926,-0.264823,0.204326,0.00968781,-0.153126,0.16444,0,0,0,0,0.706659,0.22907,-0.408991,0.0951753,-0.308126,0,0,0,0,0,0.609473,-0.000659257,0.300532,-0.55439,0,0,0,0,0,0,0.787003,0.0708674,-0.156188,0,0,0,0,0,0,0,0.815106,0.174442,0,0,0,0,0,0,0,0,0.331625
"6",0.104193,-2.52121,-2.56327,-1.48862,0.156633,-4.55381,1.70698,0.0197972,0.0733598,6,0.180966,1.16918,0.886897,0.741983,0.0629099,0.831065,0.591424,0.0918401,0.0785774,1,-0.229112,0.037612,-0.0511356,0.316154,-0.0952647,-0.36084,-0.227108,-0.230213,0,0.9734,-0.18232,-0.517442,-0.134594,-0.286994,-0.417014,-0.22444,-0.0644908,0,0,0.98252,0.310328,-0.0684821,0.393133,0.064045,-0.256868,-0.243584,0,0,0,0.795824,0.0414426,0.173773,0.24621,-0.341648,-0.115026,0,0,0,0,0.935694,-0.0853695,-0.275478,0.0476503,-0.0864746,0,0,0,0,0,0.846476,-0.141557,-0.242815,0.55056,0,0,0,0,0,0,0.731605,-0.179642,-0.452759,0,0,0,0,0,0,0,0.78857,-0.0862912,0,0,0,0,0,0,0,0,0.589277
"7",0.00868012,-3.26539,-2.10871,-1.36343,0.322974,-5.79156,1.54135,0.00465861,0.0628066,7,0.142272,1.30962,1.08399,0.711685,0.127774,1.57825,0.682329,0.0579839,0.12559,1,-0.0902481,-0.0669959,0.0332631,-0.211831,-0.123387,-0.0518404,0.413081,-0.198463,0,0.995919,-0.0695551,0.0387282,-0.232275,-0.00126719,0.100773,-0.175345,-0.36691,0,0,0.995326,0.559368,0.235762,0.395786,-0.367884,-0.00553641,-0.562137,0,0,0,0.827346,-0.170772,0.161153,0.808237,0.270806,-0.0604916,0,0,0,0,0.903564,-0.214145,-0.150949,0.0696247,0.0828658,0,0,0,0,0,0.869655,-0.132602,0.0305012,0.498164,0,0,0,0,0,0,0.397748,-0.297771,0.00902842,0,0,0,0,0,0,0,0.794233,0.190027,0,0,0,0,0,0,0,0,0.463796
"8",0.0967674,-2.18445,-2.2281,-1.51888,0.0250741,-4.63287,1.89655,0.0142616,0.0537955,8,0.231382,2.79615,0.271774,0.473705,0.165051,0.595938,0.546955,0.00724128,0.0918422,1,0.336349,-0.29158,-0.0789302,-0.0870521,-0.293653,-0.371166,-0.356581,0.166249,0,0.941738,-0.178076,-0.263891,0.171133,-0.138653,-0.370018,0.0961991,-0.234744,0,0,0.939824,0.482128,-0.210078,0.041231,0.324174,-0.0930199,-0.026128,0,0,0,0.831675,0.446184,0.0344035,0.253147,-0.573236,-0.0893658,0,0,0,0,0.848483,0.325703,-0.330783,-0.0131932,-0.259644,0,0,0,0,0,0.886328,0.138682,0.0346803,0.138994,0,0,0,0,0,0,0.653835,0.200633,-0.679462,0,0,0,0,0,0,0,0.696213,0.399013,0,0,0,0,0,0,0,0,0.448301
"9",0.00874597,-3.63908,-2.2815,-1.2074,0.350202,-6.09151,1.98182,0.0475574,0.0076951,9,0.147312,2.05215,0.596237,0.548599,0.199447,1.59845,0.513882,0.080771,0.0752604,1,-0.191476,-0.0855449,0.0911146,0.0123517,0.216595,-0.219034,-0.064217,-0.315915,0,0.981497,-0.207156,-0.267592,-0.163041,0.219346,0.125699,0.0216223,-0.2047,0,0,0.974561,-0.0707445,0.260076,-0.495178,-0.398893,-0.205063,-0.268879,0,0,0,0.956602,-0.103653,-0.196821,0.350024,0.355847,-0.320005,0,0,0,0,0.945982,-0.366983,-0.195379,0.205586,0.347575,0,0,0,0,0,0.697393,-0.0136413,0.33454,-0.342601,0,0,0,0,0,0,0.785005,0.207969,0.0880541,0,0,0,0,0,0,0,0.793283,0.248337,0,0,0,0,0,0,0,0,0.613178
"10",0.00351981,-2.64143,-1.93951,-1.41063,0.288665,-5.16933,1.67617,0.0212381,-0.0030761,10,0.193594,2.86359,0.686253,0.578875,0.0847973,0.701375,0.932548,0.0415052,0.0764259,1,0.414768,-0.228209,-0.127592,-0.196195,-0.200543,-0.391331,-0.00212751,-0.0937721,0,0.909927,-0.133836,0.0399775,-0.272509,-0.178092,-0.298807,-0.261526,-0.47957,0,0,0.964369,0.501306,-0.0888421,0.487902,0.432521,0.308689,0.482582,0,0,0,0.854877,-0.359853,0.0432337,0.641467,-0.539728,0.0350338,0,0,0,0,0.865944,0.557883,-0.15629,-0.192658,0.128618,0,0,0,0,0,0.613934,-0.106693,-0.103065,-0.187364,0,0,0,0,0,0,0.351013,-0.0570594,-0.320357,0,0,0,0,0,0,0,0.702858,-0.058319,0,0,0,0,0,0,0,0,0.607808
"11",0.0151027,-2.95434,-2.15203,-0.879972,0.441356,-4.40496,1.9286,0.00185239,-0.0559619,11,0.268996,1.96736,0.421256,0.467622,0.0848839,2.12452,0.577756,0.0112392,0.149985,1,-0.243644,0.012459,-0.204404,-0.0676724,-0.00338311,-0.0543329,-0.0662395,-0.601122,0,0.969865,-0.0158034,0.603858,0.235506,-0.15286,0.00602514,-0.213063,-0.259478,0,0,0.999797,0.318643,-0.293097,-0.228416,-0.313213,0.311692,-0.341699,0,0,0,0.701456,-0.451421,-0.116771,0.65004,0.474851,0.0518798,0,0,0,0,0.806394,-0.31475,-0.151211,0.25408,-0.1601,0,0,0,0,0,0.900969,0.0755262,0.28069,0.0549,0,0,0,0,0,0,0.66917,-0.143612,0.280529,0,0,0,0,0,0,0,0.680891,0.144079,0,0,0,0,0,0,0,0,0.56901
"12",-0.0192392,-3.64751,-2.1003,-1.82397,0.139445,-5.84306,2.18653,0.0585943,0.0630903,12,0.269208,1.53496,1.25098,0.828314,0.115702,0.808129,0.567163,0.0688998,0.0560554,1,0.353558,-0.0750413,-0.159631,-0.371373,-0.159343,-0.128136,-0.105367,0.0218843,0,0.935413,-0.263417,0.147944,-0.427091,0.249286,0.175248,0.163812,-0.245744,0,0,0.961759,0.178097,0.198187,0.285334,0.378095,-0.396539,0.318207,0,0,0,0.959641,0.289195,0.161881,-0.0257203,-0.560812,-0.291298,0,0,0,0,0.746166,0.434019,0.0625893,-0.0932258,0.220869,0,0,0,0,0,0.785158,-0.532131,-0.143186,0.215064,0,0,0,0,0,0,0.722614,-0.214228,-0.46501,0,0,0,0,0,0,0,0.644378,-0.00496521,0,0,0,0,0,0,0,0,0.664625
"13",0.0163404,-3.91481,-2.53518,-0.805573,0.119224,-5.09816,2.05351,-0.00077705,0.0413746,13,0.449621,2.06727,0.550169,0.453003,0.143025,1.34557,0.481881,0.043621,0.0645642,1,-0.217572,0.0497397,0.0356029,-0.0493433,0.0208318,-0.052332,0.192431,-0.600129,0,0.976044,-0.55116,0.28414,-0.425152,-0.332441,0.200493,-0.483131,-0.422783,0,0,0.832916,0.283741,-0.0343582,-0.0141145,0.331005,-0.068622,-0.240744,0,0,0,0.915144,-0.505368,0.192738,0.0632895,0.0310913,-0.183641,0,0,0,0,0.748488,-0.232897,0.0239798,0.333604,-0.226728,0,0,0,0,0,0.893007,0.186872,0.245721,0.0474428,0,0,0,0,0,0,0.898887,-0.472443,0.14399,0,0,0,0,0,0,0,0.57359,0.325884,0,0,0,0,0,0,0,0,0.434544
"14",0.00226713,-3.14352,-2.00792,-0.827062,0.35171,-5.28921,2.23274,-0.0282329,0.00431061,14,0.280772,1.72428,0.894425,0.46327,0.271713,0.254129,0.843172,0.00887079,0.12028,1,0.444681,0.0554322,-0.201028,-0.315532,-0.163163,-0.402447,-0.174392,0.190036,0,0.895689,-0.00816236,0.0941978,-0.0499421,0.393283,-0.0638263,0.238679,0.122106,0,0,0.998429,-0.117678,-0.131942,0.089501,-0.138607,-0.132141,0.244694,0,0,0,0.967919,0.143371,0.176168,0.0369174,-0.351224,-0.306446,0,0,0,0,0.927352,0.347318,-0.336082,-0.182513,-0.219584,0,0,0,0,0,0.811807,-0.356916,-0.148927,0.115129,0,0,0,0,0,0,0.756999,0.495393,-0.526267,0,0,0,0,0,0,0,0.686218,0.228174,0,0,0,0,0,0,0,0,0.63616
"15",-0.0209126,-2.35881,-2.28466,-1.12569,0.111627,-5.35164,1.93259,0.0365421,0.062448,15,0.262401,2.43542,0.409194,0.488233,0.146128,1.91017,0.462796,0.0676765,0.0940325,1,-0.148298,-0.152455,-0.141244,0.540268,0.000770416,0.302729,0.0716928,-0.43305,0,0.988943,-0.35391,0.166522,-0.326257,-0.176842,-0.29088,0.0515113,-0.536019,0,0,0.922771,0.293443,-0.0145691,0.122073,0.126902,0.204878,-0.0760308,0,0,0,0.930705,-0.334532,-0.161364,0.373809,-0.229505,-0.0183632,0,0,0,0,0.699673,-0.0825824,0.0806732,0.529955,-0.480208,0,0,0,0,0,0.95967,0.00732979,0.149376,0.135385,0,0,0,0,0,0,0.813231,-0.191457,0.0991341,0,0,0,0,0,0,0,0.746819,-0.27362,0,0,0,0,0,0,0,0,0.430592
"16",-0.0170313,-2.45501,-2.27436,-1.29364,0.103462,-3.79663,2.12088,0.0407386,0.03633,16,0.185451,1.68329,0.672733,0.699824,0.175161,1.34344,0.715782,0.0951488,0.0671205,1,-0.277142,-0.0564726,-0.268193,0.415965,-0.147309,-0.289733,-0.525162,-0.553088,0,0.960829,-0.251817,-0.158322,-0.174562,-0.700301,0.0374174,0.112684,-0.474167,0,0,0.966126,0.343595,-0.0365184,-0.0805427,0.43147,0.215454,0.283462,0,0,0,0.885973,0.261217,-0.109868,0.455111,0.115205,-0.240217,0,0,0,0,0.852604,0.258734,-0.0139078,0.145994,-0.18791,0,0,0,0,0,0.634332,0.163247,-0.31916,-0.163721,0,0,0,0,0,0,0.703221,-0.351406,0.166056,0,0,0,0,0,0,0,0.636514,0.0220057,0,0,0,0,0,0,0,0,0.490949
"17",-0.0708132,-5.06686,-2.22527,-0.834149,0.291715,-6.02353,1.99626,-0.0279401,0.0524332,17,0.229985,2.48547,0.367311,0.705286,0.298498,1.53203,0.340143,0.0650407,0.100197,1,0.224916,-0.222002,0.301877,-0.452373,-0.174636,-0.167107,0.589372,0.0133085,0,0.974378,-0.230961,0.0528238,0.0527919,0.56314,0.193357,-0.0878234,0.00125735,0,0,0.947297,0.22249,0.1047,0.359963,0.140702,-0.0863617,0.362529,0,0,0,0.925515,-0.411591,0.24123,0.211484,-0.474264,0.238232,0,0,0,0,0.782434,0.0645765,-0.098185,0.00245645,0.00764916,0,0,0,0,0,0.678557,-0.358981,0.343048,0.0864495,0,0,0,0,0,0,0.85537,0.196174,-0.645056,0,0,0,0,0,0,0,0.50633,0.133393,0,0,0,0,0,0,0,0,0.608454
"18",-0.0393481,-2.54788,-2.17719,-1.24087,0.323969,-7.268,2.16644,0.0120674,0.0206074,18,0.141284,2.22429,1.25952,0.512585,0.18415,1.77719,0.633467,0.00959112,0.0516065,1,-0.196284,-0.17097,-0.24644,-0.194133,-0.301648,-0.243431,-0.0734753,-0.253599,0,0.980547,-0.606928,-0.217003,-0.371288,-0.180974,-0.342211,0.457242,-0.4662,0,0,0.776149,0.120365,0.171477,-0.205238,-0.041125,0.11337,-0.488961,0,0,0,0.936851,-0.227126,-0.00235542,0.662727,0.163949,-0.185092,0,0,0,0,0.862246,-0.240003,0.0825471,0.179104,-0.188786,0,0,0,0,0,0.881208,-0.287452,-0.259751,-0.0580918,0,0,0,0,0,0,0.541563,-0.260007,-0.319293,0,0,0,0,0,0,0,0.760689,-0.122718,0,0,0,0,0,0,0,0,0.537569
"19",-0.0127838,-1.37514,-2.03492,-0.959244,0.405771,-3.4327,1.97923,0.053656,-0.0726002,19,0.161029,2.34099,0.261222,0.414162,0.229792,1.61895,0.446796,0.0807346,0.116952,1,0.3405,-0.33067,0.0830096,-0.292501,0.290961,-0.168738,0.420381,-0.0210371,0,0.940244,0.220105,-0.162167,0.0848691,0.37543,0.133949,0.330016,-0.0373767,0,0,0.917721,0.192676,-0.00865021,0.179581,0.303692,0.0975212,0.31739,0,0,0,0.964203,-0.54177,0.405787,0.218406,-0.211409,0.0405381,0,0,0,0,0.783358,0.121979,-0.00702556,-0.28886,0.301195,0,0,0,0,0,0.750069,0.138388,0.264004,0.569706,0,0,0,0,0,0,0.891322,0.104651,0.0642714,0,0,0,0,0,0,0,0.704326,-0.302297,0,0,0,0,0,0,0,0,0.62047
"20",0.0718481,-4.03708,-2.34623,-1.71773,0.0780005,-5.75194,1.96232,0.00654233,0.0766523,20,0.200483,1.51395,0.570618,0.691702,0.0874888,0.267026,0.654065,0.0918678,0.155999,1,-0.221581,-0.243405,-0.644797,0.178498,-0.128673,-0.0175357,0.355629,-0.148773,0,0.975142,-0.495612,-0.101378,-0.362451,-0.11092,-0.14046,-0.197806,-0.415364,0,0,0.83374,0.617434,0.244141,0.249525,0.309082,0.138654,-0.362062,0,0,0,0.439015,0.241295,-0.205947,-0.0353817,0.0188883,-0.130799,0,0,0,0,0.847903,0.0387844,0.46756,-0.0823126,0.317223,0,0,0,0,0,0.930032,0.408832,-0.132414,-0.103111,0,0,0,0,0,0,0.705283,-0.228301,0.297527,0,0,0,0,0,0,0,0.859296,0.543435,0,0,0,0,0,0,0,0,0.402537
"21",0.0676707,-2.75308,-2.17626,-1.24629,0.131973,-6.9971,1.98585,0.0435061,0.0489136,21,0.17394,1.35077,0.227994,0.462528,0.0702387,0.553575,0.378549,0.0446286,0.0576869,1,0.375097,-0.192191,-0.236372,-0.642035,0.058823,-0.0622509,-0.0425991,-0.247209,0,0.926986,0.50464,0.676942,0.0761924,0.051512,0.117525,-0.0362407,-0.564334,0,0,0.841665,0.162048,0.16587,-0.297009,0.0924413,-0.1396,-0.0868527,0,0,0,0.677952,-0.529332,0.215192,0.378746,-0.552976,-0.536982,0,0,0,0,0.523718,0.521707,0.278649,-0.390957,0.0491293,0,0,0,0,0,0.766281,0.104537,-0.306815,-0.123604,0,0,0,0,0,0,0.861246,0.0866342,-0.112567,0,0,0,0,0,0,0,0.645843,0.279471,0,0,0,0,0,0,0,0,0.464817
"22",0.0719555,-4.64273,-2.16401,-1.20306,0.106704,-6.72308,2.03567,0.0379087,0.0781235,22,0.230978,3.23645,0.365977,0.3341,0.167732,1.67124,0.408996,0.0287336,0.0401065,1,0.0743404,-0.290261,-0.153983,-0.372559,0.073864,-0.362187,0.461081,0.19665,0,0.997233,0.339973,0.605009,-0.328221,-0.0644267,0.108293,0.246153,-0.232067,0,0,0.89452,0.341744,0.104579,-0.220652,-0.247462,0.0410539,0.495422,0,0,0,0.70247,-0.0547372,0.21972,0.530085,-0.265534,-0.671821,0,0,0,0,0.859964,0.179258,0.00710633,-0.420142,0.0778902,0,0,0,0,0,0.92806,0.0423538,-0.222093,0.0330027,0,0,0,0,0,0,0.716255,0.0173586,0.158117,0,0,0,0,0,0,0,0.654578,-0.0886085,0,0,0,0,0,0,0,0,0.413133
"23",0.146172,-3.50471,-1.84755,-1.30117,0.140995,-3.80473,1.76001,0.0735402,0.0188767,23,0.21672,1.47824,0.503703,0.432,0.13237,0.916401,0.548463,0.0448682,0.0890184,1,0.195654,0.525298,-0.289076,-0.172524,-0.0342045,-0.432453,0.320324,-0.0829244,0,0.980673,-0.129739,0.0654655,-0.0314738,0.76132,0.128895,-0.642169,-0.0329927,0,0,0.840969,0.53024,0.441269,0.267481,-0.0293316,-0.156405,0.135272,0,0,0,0.794352,-0.431617,-0.0711617,0.177453,-0.303868,0.211648,0,0,0,0,0.766964,0.0371536,-0.0948923,-0.0475666,0.246117,0,0,0,0,0,0.584151,0.0818384,-0.290278,0.366082,0,0,0,0,0,0,0.865054,-0.18317,-0.260015,0,0,0,0,0,0,0,0.498135,-0.0562541,0,0,0,0,0,0,0,0,0.814604
"24",0.412482,-2.07165,-2.05563,-0.965568,0.388164,-7.29142,2.02974,-0.0592267,0.0993948,24,0.429596,3.17926,0.557601,0.566577,0.084413,1.62142,0.709253,0.0603432,0.137244,1,0.358059,-0.00790003,0.0283577,-0.063321,-0.43804,0.12938,-0.239776,0.0395191,0,0.933699,0.260897,0.337123,-0.161913,-0.563315,0.178142,0.522473,-0.459407,0,0,0.965334,-0.268675,-0.161065,-0.174763,-0.373055,0.0653871,0.118213,0,0,0,0.901863,-0.160534,0.309351,0.502704,-0.330489,-0.390873,0,0,0,0,0.958155,0.0576188,-0.299188,-0.147962,0.0698652,0,0,0,0,0,0.60103,0.273842,0.389069,-0.30446,0,0,0,0,0,0,0.628603,-0.0210158,0.554102,0,0,0,0,0,0,0,0.618322,0.0537702,0,0,0,0,0,0,0,0,0.46166
"25",0.292856,-2.86994,-1.96286,-0.761282,0.264536,-6.54247,2.23128,-0.0246129,0.121635,25,0.322098,2.14471,0.564561,0.543515,0.143125,1.27568,0.551856,0.0552944,0.13535,1,-0.00921909,0.0376279,0.0869796,0.0873542,-0.177467,-0.0601698,0.125133,0.203995,0,0.999958,0.137971,0.27304,-0.0251524,-0.4442,0.084412,0.536452,-0.308023,0,0,0.989721,0.00445877,-0.349219,-0.204589,-0.472408,0.079872,0.102515,0,0,0,0.958052,-0.311412,0.329044,0.380959,-0.396464,-0.208251,0,0,0,0,0.879093,0.374605,-0.00399414,-0.0946971,0.190641,0,0,0,0,0,0.693351,0.22328,0.387607,-0.53501,0,0,0,0,0,0,0.755701,0.042629,0.140023,0,0,0,0,0,0,0,0.609896,-0.0343816,0,0,0,0,0,0,0,0,0.682834
"26",-0.284767,-2.85008,-2.3413,-0.907887,0.246881,-3.80326,1.85845,-0.0356569,0.0366813,26,0.260043,1.44405,0.416649,0.456795,0.374367,0.79283,0.42045,0.0655834,0.0297954,1,-0.19045,-0.0197985,-0.35081,-0.364917,-0.318572,-0.249108,0.25531,-0.342172,0,0.981697,-0.135566,-0.0271928,-0.215466,-0.303188,0.19941,-0.497257,0.0975565,0,0,0.99057,0.279136,0.382413,0.145302,0.46196,-0.266998,-0.247706,0,0,0,0.893463,0.236606,0.306627,0.415912,0.267641,0.00314138,0,0,0,0,0.786249,0.0497907,-0.137367,0.155855,-0.038183,0,0,0,0,0,0.830046,-0.213441,-0.488568,-0.0702661,0,0,0,0,0,0,0.668853,-0.0938365,0.123803,0,0,0,0,0,0,0,0.522338,0.330491,0,0,0,0,0,0,0,0,0.82528
"27",0.0718647,-2.34008,-2.18793,-1.11692,0.174547,-5.24676,1.68109,0.0292166,0.0877351,27,0.372254,2.54353,1.08289,0.375906,0.352463,0.733381,0.649125,0.010978,0.0770043,1,0.491114,0.33672,0.184708,0.0187,-0.130526,-0.0814746,-0.285324,0.184066,0,0.871095,-0.723747,0.09727,-0.27911,-0.0960501,-0.266112,0.437244,-0.487947,0,0,0.602338,0.122016,-0.209395,0.171781,-0.570587,0.170971,0.338655,0,0,0,0.970326,-0.586066,0.49177,0.49391,-0.437632,-0.288379,0,0,0,0,0.731046,-0.201036,-0.0271748,-0.0351932,0.0277771,0,0,0,0,0,0.813619,-0.133697,0.534143,-0.149342,0,0,0,0,0,0,0.578287,-0.0694303,0.172079,0,0,0,0,0,0,0,0.46399,-0.0419629,0,0,0,0,0,0,0,0,0.689733
"28",-0.0515571,-3.59466,-2.16993,-0.989321,0.214979,-4.41286,1.75448,0.00966377,0.0187176,28,0.18639,1.77644,1.156,0.579983,0.131696,0.12719,0.533597,0.0396615,0.0867111,1,-0.33825,-0.493649,-0.421635,-0.375168,-0.0938186,-0.104011,0.30453,-0.367245,0,0.941056,-0.196027,0.126647,-0.434093,-0.182895,0.0336411,-0.420676,-0.488987,0,0,0.847281,0.291572,-0.106943,-0.422278,-0.194581,0.0143981,-0.460689,0,0,0,0.849217,0.414947,-0.22085,0.188602,-0.198825,0.0605173,0,0,0,0,0.697993,0.297165,-0.564834,0.168106,-0.177716,0,0,0,0,0,0.801465,-0.333707,-0.478638,-0.188675,0,0,0,0,0,0,0.695859,-0.0207546,-0.225596,0,0,0,0,0,0,0,0.657852,0.200888,0,0,0,0,0,0,0,0,0.501692
"29",-0.0815139,-3.63198,-2.59519,-1.27912,0.11027,-3.80796,1.98627,0.0506269,0.0769358,29,0.175659,1.52862,2.16909,0.776269,0.159321,0.0460621,0.394061,0.169757,0.141563,1,-0.0140938,-0.103803,-0.63238,-0.139489,-0.280738,0.00269335,-0.0586329,-0.321718,0,0.999901,-0.236399,0.0440709,0.00575275,-0.463353,-0.010415,0.237131,-0.456771,0,0,0.966095,-0.0450863,-0.452005,0.229063,0.0491301,0.224692,0.00445568,0,0,0,0.772088,0.158625,-0.0811521,0.244038,-0.317683,0.0294729,0,0,0,0,0.866625,-0.228766,-0.421712,0.470878,-0.557673,0,0,0,0,0,0.771427,-0.664342,0.0565465,-0.0590522,0,0,0,0,0,0,0.564557,-0.282152,-0.44225,0,0,0,0,0,0,0,0.69598,0.0578616,0,0,0,0,0,0,0,0,0.416593
"30",0.0227358,-3.19526,-2.11278,-0.827324,0.26153,-4.46566,2.10593,-0.00867398,0.0511222,30,0.281819,2.17842,0.575938,0.415833,0.169841,0.535095,0.818093,0.0320002,0.104201,1,-0.106273,0.247449,0.357664,-0.14338,-0.0342462,-0.0582821,0.383199,-0.238764,0,0.994337,-0.431744,0.0180837,-0.300514,0.435567,-0.141604,-0.0644136,-0.555986,0,0,0.86739,0.268398,0.447367,-0.218597,-0.159029,-0.0720885,-0.0952918,0,0,0,0.894266,-0.241733,0.0912056,0.438031,-0.0733426,0.0389344,0,0,0,0,0.794079,0.361274,0.297278,0.164808,-0.104831,0,0,0,0,0,0.788978,-0.420494,0.357402,-0.409417,0,0,0,0,0,0,0.702994,-0.443218,0.265949,0,0,0,0,0,0,0,0.69792,0.373982,0,0,0,0,0,0,0,0,0.48381
