thisRow.t,notes,block,Trialtype,withinblocktrial,RTdec,resp,cor,dots direction,cor_resp,coherence,dotlife,SR_conf,RTrating,interval,interTrial.interval,scale,start_conf,subject,age,gender,handedness,
,,2,SC coherence,6,0.6489127999993798,down,1,270,down,0.35833333333333334,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,7,0.6993558999984089,up,1,90,up,0.3416666666666667,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,8,0.5318266000012954,down,1,270,down,0.3416666666666667,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,9,0.5493962000000465,down,1,270,down,0.31666666666666665,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,10,0.5329899999996996,down,1,270,down,0.31666666666666665,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,11,0.6771167000006244,up,1,90,up,0.3,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,12,0.549984699999186,down,1,270,down,0.3,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,13,0.4986645999997563,down,1,270,down,0.2833333333333333,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,14,0.5967653999996401,up,1,90,up,0.2833333333333333,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,15,0.6555116999988968,up,1,90,up,0.2833333333333333,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,16,0.5978279000009934,down,1,270,down,0.25833333333333336,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,17,0.6646613000011712,down,1,270,down,0.25833333333333336,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,18,0.6819682000004832,up,1,90,up,0.25833333333333336,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,19,0.6619339999997464,up,1,90,up,0.25833333333333336,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,20,0.6001274999998714,down,1,270,down,0.25833333333333336,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,21,0.6319726000001538,down,1,270,down,0.24166666666666667,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,22,0.582801999998992,down,1,270,down,0.24166666666666667,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,23,0.7001295000009122,up,1,90,up,0.24166666666666667,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,24,0.5640375000002678,down,1,270,down,0.24166666666666667,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,25,0.6972299999997631,down,1,270,down,0.21666666666666667,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,26,0.600028700000621,down,1,270,down,0.21666666666666667,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,27,0.7820056000000477,up,1,90,up,0.21666666666666667,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,28,0.6364119000008941,down,1,270,down,0.2,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,29,0.5334933000012825,down,1,270,down,0.2,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,30,0.8240325999995548,up,1,90,up,0.18333333333333332,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,31,0.7059511999996175,down,0,90,up,0.18333333333333332,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,32,1.0652677999987645,down,0,90,up,0.24166666666666667,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,33,0.638770100000329,down,1,270,down,0.2833333333333333,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,34,0.5664589000007254,up,1,90,up,0.2833333333333333,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,35,0.8181870999997045,up,1,90,up,0.2833333333333333,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,36,0.6820609999995213,down,1,270,down,0.25833333333333336,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,37,0.748401400000148,up,1,90,up,0.25833333333333336,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,38,0.5420027000000118,down,1,270,down,0.25833333333333336,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,39,0.5703283999991982,down,1,270,down,0.25833333333333336,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,40,0.6419392000007065,up,1,90,up,0.25833333333333336,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,41,0.7204846000004181,down,1,270,down,0.2,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,42,0.682071299999734,down,1,270,down,0.2,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,43,0.5803161000003456,down,1,270,down,0.18333333333333332,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,44,0.5845117999997456,up,1,90,up,0.18333333333333332,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,45,0.6121641000008822,up,1,90,up,0.18333333333333332,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,46,1.035538699999961,up,1,90,up,0.18333333333333332,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,47,0.6068816999995761,down,1,270,down,0.15833333333333333,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,48,0.600676600000952,down,1,270,down,0.15833333333333333,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,49,0.6606779000012466,up,1,90,up,0.15833333333333333,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,50,0.6951383000014175,up,1,90,up,0.15833333333333333,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,51,0.8286415000002307,down,1,270,down,0.14166666666666666,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,52,1.199856199998976,down,0,90,up,0.14166666666666666,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,53,0.5336786000007123,up,1,90,up,0.15833333333333333,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,54,0.7673558999995294,up,1,90,up,0.15833333333333333,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,55,0.9833180999994511,down,1,270,down,0.14166666666666666,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,56,0.7350640000004205,up,1,90,up,0.14166666666666666,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,57,0.9673127999994904,up,1,90,up,0.14166666666666666,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,58,0.7811249999995198,up,1,90,up,0.14166666666666666,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,59,0.9351191000005201,up,1,90,up,0.11666666666666667,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,60,0.7314326999985497,down,1,270,down,0.11666666666666667,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,61,0.831823100001202,up,1,90,up,0.11666666666666667,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,62,0.8479578999995283,down,0,90,up,0.1,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,63,0.6511878000001161,up,0,270,down,0.11666666666666667,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,64,0.7247305999990203,up,1,90,up,0.14166666666666666,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,65,0.6193877000005159,up,1,90,up,0.14166666666666666,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,66,0.6318549000006897,up,1,90,up,0.11666666666666667,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,67,0.849215300000651,up,1,90,up,0.11666666666666667,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,68,0.9503875999998854,up,0,270,down,0.11666666666666667,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,69,0.6832641999990301,up,0,270,down,0.11666666666666667,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,70,0.3325321000011172,down,0,90,up,0.14166666666666666,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,71,0.647673899999063,down,1,270,down,0.2833333333333333,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,72,0.8910083000009763,up,1,90,up,0.15833333333333333,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,73,0.7515614999992977,up,1,90,up,0.2833333333333333,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,74,0.6774980000009236,down,1,270,down,0.15833333333333333,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,75,1.0836357999996835,down,1,270,down,0.14166666666666666,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,76,0.8810869999997522,up,1,90,up,0.14166666666666666,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,77,0.6340895000012097,down,1,270,down,0.14166666666666666,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,78,0.6179561999997532,down,1,270,down,0.2833333333333333,10.56972687109797,,,,,,,200,28,M,R,
,,2,SC coherence,79,0.7312397000005149,down,1,270,down,0.14166666666666666,10.56972687109797,,,,,,,200,28,M,R,
,,3,Training - scale,0,1.4175132000000303,up,1,90,up,0.1,,0.52,1.0249605999997584,,,,,200,28,M,R,
,,3,Training - scale,1,0.6173837999995158,up,1,90,up,0.8,,1.0,1.0983270999986416,,,,,200,28,M,R,
,,3,Training - scale,2,0.8518693000005442,up,1,90,up,0.30000000000000004,,1.0,1.3641086999996332,,,,,200,28,M,R,
,,3,Training - scale,3,1.0343601000004128,up,1,90,up,0.2,,0.6,0.3625081999998656,,,,,200,28,M,R,
,,3,Training - scale,4,0.5502971000005346,down,1,270,down,0.9,,1,1.1321239999997488,,,,,200,28,M,R,
,,3,Training - scale,5,0.8018680000004679,down,1,270,down,0.6,,1,0.9631836999997176,,,,,200,28,M,R,
,,3,Training - scale,6,0.6839257000010548,up,1,90,up,1.0,,1,0.9476926000006642,,,,,200,28,M,R,
,,3,Training - scale,7,0.5501903999993374,down,1,270,down,0.7000000000000001,,1,0.8970836000007694,,,,,200,28,M,R,
,,3,Training - scale,8,0.5334294000003865,down,1,270,down,0.5,,1,0.9306836999985535,,,,,200,28,M,R,
,,3,Training - scale,9,0.6338099999993574,down,1,270,down,0.4,,1,0.8973787000013544,,,,,200,28,M,R,
,,2,Main,0,1.3883877000007487,up,1,90,up,0.0892705164470924,,0.5,0.3259892999994918,2.7960478618069002,3.0414316978316616,conf,0.5,200,28,M,R,
,,2,Main,1,1.4262467000007746,down,1,270,down,0.033373490050495044,,0.56,0.5215502999999444,2.4872194600334443,2.912569303853916,conf,0.5,200,28,M,R,
,,2,Main,2,1.472190500000579,up,1,90,up,0.12532681038504956,,0.57,0.8691823999997723,2.0692362304847456,1.9490746860485568,conf,0.5,200,28,M,R,
,,2,Main,3,1.5675743000010698,up,1,90,up,0.15921709556679153,,0.62,0.6810690999991493,2.4203535890799386,1.3696587374529288,conf,0.5,200,28,M,R,
,,2,Main,4,0.7466841000004933,down,1,270,down,0.28853718456358657,,0.81,0.8769596999991336,4.538251811391886,3.6034223036216377,conf,0.5,200,28,M,R,
,,2,Main,5,1.3806124000002455,down,1,270,down,0.15921709556679153,,0.86,0.7494642000001477,3.048900018877932,2.5560678661327794,conf,0.5,200,28,M,R,
,,2,Main,6,1.5281255999998393,up,1,90,up,0.0892705164470924,,0.37,0.5567186000007496,4.940240710629643,2.843467832909597,conf,0.5,200,28,M,R,
,,2,Main,7,1.106499999999869,down,1,270,down,0.12532681038504956,,0.69,0.9735000000000582,2.0159833674832215,2.589963729538861,conf,0.5,200,28,M,R,
,,2,Main,8,1.3432045000008657,down,1,270,down,0.12532681038504956,,0.68,0.65518670000165,4.372796123345216,2.482337962557165,conf,0.5,200,28,M,R,
,,2,Main,9,1.3853022000002966,up,1,90,up,0.0892705164470924,,0.73,1.6933079999998881,4.743739553171062,3.6280576516232697,conf,0.5,200,28,M,R,
,,2,Main,10,1.3057963000010204,up,1,90,up,0.12532681038504956,,0.65,0.5780245999994804,3.54570742751861,1.575556132548901,conf,0.5,200,28,M,R,
,,2,Main,11,1.3057963000010204,[],0,90,up,0.0892705164470924,,None,None,None,3.7999065983777256,None,None,200,28,M,R,
,,2,Main,12,1.3311575999996421,down,1,270,down,0.12532681038504956,,0.59,0.615009099999952,3.9171306729890603,3.78667994616893,conf,0.5,200,28,M,R,
,,2,Main,13,1.748933400000169,up,1,90,up,0.033373490050495044,,0.59,0.6583087999988493,4.908430404844256,2.45733913383555,conf,0.5,200,28,M,R,
,,2,Main,14,1.5255061000007117,up,1,90,up,0.12532681038504956,,0.63,0.6044502000004286,2.920897653810523,3.757413790540711,conf,0.5,200,28,M,R,
,,2,Main,15,0.9270804999996471,down,1,270,down,0.15921709556679153,,0.66,0.7006039000007149,4.678477063094233,2.3438041177666635,conf,0.5,200,28,M,R,
,,2,Main,16,1.4061161999998149,down,1,270,down,0.15921709556679153,,0.68,0.8348755000006349,2.2544699996855497,2.1405000124508415,conf,0.5,200,28,M,R,
,,2,Main,17,1.0588337000008323,down,1,270,down,0.28853718456358657,,0.91,0.9894017999995413,4.9550390996312945,1.7608294983581305,conf,0.5,200,28,M,R,
,,2,Main,18,1.4550140999999712,up,1,90,up,0.12532681038504956,,0.7,0.6964786000007734,4.409224503819151,3.344156575111219,conf,0.5,200,28,M,R,
,,2,Main,19,1.6066379000003508,up,1,90,up,0.15921709556679153,,0.6900000000000001,0.7598560000005818,2.113409532745616,2.5896615045229714,conf,0.5,200,28,M,R,
,,2,Main,20,1.544062799999665,down,1,270,down,0.0892705164470924,,0.69,0.7026464000009582,3.041874103006008,2.6019260869368224,conf,0.5,200,28,M,R,
,,2,Main,21,1.1984809000005043,down,1,270,down,0.15921709556679153,,0.73,1.1852723000010883,4.6494503767585975,2.764206239843891,conf,0.5,200,28,M,R,
,,2,Main,22,1.4525034999987838,up,1,90,up,0.12532681038504956,,0.7,0.9457618999986153,3.2916871964381373,3.7488941141957133,conf,0.5,200,28,M,R,
,,2,Main,23,1.437046700000792,up,1,90,up,0.0892705164470924,,0.57,0.619889300000068,4.584907439010585,2.4779589687597467,conf,0.5,200,28,M,R,
,,2,Main,24,1.7217132000005222,up,1,90,up,0.033373490050495044,,0.74,0.8835785999999644,3.4384820843669726,1.7294661016829518,conf,0.5,200,28,M,R,
,,2,Main,25,1.1383081000003585,down,1,270,down,0.28853718456358657,,0.84,0.5865109999995184,3.1522100145000866,1.7601357599365388,conf,0.5,200,28,M,R,
,,2,Main,26,1.50748349999958,up,1,90,up,0.12532681038504956,,0.71,0.4897951999992074,4.0178095773084515,2.3996230593382597,conf,0.5,200,28,M,R,
,,2,Main,27,0.7839022999996814,down,1,270,down,0.28853718456358657,,0.99,0.8235509999994974,3.744925684377188,3.272715678802278,conf,0.5,200,28,M,R,
,,2,Main,28,1.6955637999999453,down,1,270,down,0.15921709556679153,,0.71,0.46835859999919194,4.860672489296334,3.664306552259711,conf,0.5,200,28,M,R,
,,2,Main,29,1.6366128999998182,up,1,90,up,0.033373490050495044,,0.6,0.5549884000010934,4.0320178188454285,3.068885432629499,conf,0.5,200,28,M,R,
,,2,Main,30,1.3825620999996318,up,1,90,up,0.15921709556679153,,0.57,0.5670527999991464,4.133281282651257,1.6455124944757276,conf,0.5,200,28,M,R,
,,2,Main,31,1.6044452999994974,down,1,270,down,0.12532681038504956,,0.7,0.7989024000016798,4.473378607128589,3.7351021964581452,conf,0.5,200,28,M,R,
,,2,Main,32,1.5498305999990407,down,1,270,down,0.12532681038504956,,0.72,0.7921673000000737,2.240376445926776,1.971155896066505,conf,0.5,200,28,M,R,
,,2,Main,33,1.7453793000004225,down,1,270,down,0.0892705164470924,,0.74,0.7090427000002819,3.4034624987370927,2.1318476049727426,conf,0.5,200,28,M,R,
,,2,Main,34,1.4356728000002477,down,1,270,down,0.0892705164470924,,0.72,0.7110671999998885,4.376652322476993,2.169358102438089,conf,0.5,200,28,M,R,
,,2,Main,35,1.5982208000004903,up,1,90,up,0.12532681038504956,,0.61,0.7432584999987739,4.023033588829892,1.8597689421662171,conf,0.5,200,28,M,R,
,,2,Main,36,1.8912325999990571,down,0,90,up,0.0892705164470924,,0.7,0.7798616000000038,2.761222888789414,3.5877804520603407,conf,0.5,200,28,M,R,
,,2,Main,37,1.5809118999986822,down,1,270,down,0.15921709556679153,,0.68,1.0469099000001734,3.834606343311737,1.455507124691468,conf,0.5,200,28,M,R,
,,2,Main,38,1.5943496999989293,down,1,270,down,0.0892705164470924,,0.7,0.954474800000753,2.4393431085468102,1.5602762445090312,conf,0.5,200,28,M,R,
,,2,Main,39,1.722696700000597,up,1,90,up,0.12532681038504956,,0.68,2.8756902999994054,2.6155612023674815,1.2528826242219926,conf,0.5,200,28,M,R,
,,2,Main,40,1.429815299999973,up,1,90,up,0.15921709556679153,,0.69,2.141940400000749,3.172619719164385,3.125862354960586,conf,0.5,200,28,M,R,
,,2,Main,41,1.0744510999993508,down,1,270,down,0.12532681038504956,,0.7,2.456801700000142,3.720982968161513,2.5806217689416813,conf,0.5,200,28,M,R,
,,2,Main,42,1.1535961000008683,down,1,270,down,0.28853718456358657,,0.81,0.7823255000002973,4.79009942059218,2.462625460518904,conf,0.5,200,28,M,R,
,,2,Main,43,1.9055678999993688,up,1,90,up,0.033373490050495044,,0.5,0.31361850000030245,3.9431156984172278,3.1291982238338836,conf,0.5,200,28,M,R,
,,2,Main,44,1.5063616999996157,up,1,90,up,0.12532681038504956,,0.71,0.8218952999995963,2.4013071912266937,3.2986756912061237,conf,0.5,200,28,M,R,
,,2,Main,45,1.3191113000011683,up,1,90,up,0.12532681038504956,,0.77,0.9036505000003672,2.4652388213458205,1.8803116359816814,conf,0.5,200,28,M,R,
,,2,Main,46,1.435795600000347,down,1,270,down,0.12532681038504956,,0.67,1.0004582000001392,2.452693067922721,1.8170341228975138,conf,0.5,200,28,M,R,
,,2,Main,47,1.435795600000347,[],0,90,up,0.15921709556679153,,None,None,None,2.322692805390281,None,None,200,28,M,R,
,,2,Main,48,0.7897340999988955,down,1,270,down,0.28853718456358657,,0.86,0.9184839999998076,4.99028449851495,3.223266143631571,conf,0.5,200,28,M,R,
,,2,Main,49,1.061495100000684,down,1,270,down,0.0892705164470924,,0.8200000000000001,0.8806171999985963,3.398463046004417,3.0102405754223573,conf,0.5,200,28,M,R,
,,2,Main,50,1.2575011999997514,up,1,90,up,0.15921709556679153,,0.85,1.1503287999985332,2.141319178004339,3.2728734287666503,conf,0.5,200,28,M,R,
,,2,Main,51,1.0449507999983325,down,1,270,down,0.0892705164470924,,0.76,0.8887976000005438,3.2733630279125516,1.918322080311539,conf,0.5,200,28,M,R,
,,2,Main,52,1.6477729999987787,up,0,270,down,0.12532681038504956,,0.19,0.9112096000008023,4.12205018144346,2.1903635323519675,conf,0.5,200,28,M,R,
,,2,Main,53,1.4597193999998126,down,0,90,up,0.033373490050495044,,0.76,0.8977512999990722,3.0121729548812586,1.848972275400489,conf,0.5,200,28,M,R,
,,3,Main,0,0.926811400000588,up,1,90,up,0.15921709556679153,,0.82,1.590431599999647,3.522239582902856,3.3401995867011345,conf,0.5,200,28,M,R,
,,3,Main,1,1.146357399999033,up,1,90,up,0.0892705164470924,,0.83,1.1711831000011443,2.925766398887636,2.48418627787501,conf,0.5,200,28,M,R,
,,3,Main,2,0.81448360000104,down,1,270,down,0.12532681038504956,,0.94,1.3163423999994848,3.1486097153215864,2.15237946828782,conf,0.5,200,28,M,R,
,,3,Main,3,1.3819258999992599,up,1,90,up,0.15921709556679153,,0.94,1.5091054000004078,3.95778883531368,3.821190168338542,conf,0.5,200,28,M,R,
,,3,Main,4,1.447521100000813,up,1,90,up,0.033373490050495044,,0.25,0.5379924000008032,4.728758527843735,2.7410193910810854,conf,0.5,200,28,M,R,
,,3,Main,5,1.3087343000006513,down,1,270,down,0.0892705164470924,,0.61,0.7912054999997054,4.2680674052950085,3.27315834328689,conf,0.5,200,28,M,R,
,,3,Main,6,1.3608917999990808,up,1,90,up,0.12532681038504956,,0.57,2.579736199999388,2.11565701816972,3.1084599731083498,conf,0.5,200,28,M,R,
,,3,Main,7,1.0254494000000705,down,1,270,down,0.12532681038504956,,0.78,1.6363746000006358,2.723546419767381,3.4494671293387493,conf,0.5,200,28,M,R,
,,3,Main,8,1.0352251999993314,up,1,90,up,0.28853718456358657,,0.82,1.9692850999999791,2.6009488134916747,2.9241546405362557,conf,0.5,200,28,M,R,
,,3,Main,9,1.14431759999934,down,1,270,down,0.28853718456358657,,0.81,0.9139938999996957,4.615849716590313,3.8115854104356597,conf,0.5,200,28,M,R,
,,3,Main,10,1.4065196999999898,down,1,270,down,0.033373490050495044,,0.97,1.1506739000014932,2.4726549583066637,1.1264086394927535,conf,0.5,200,28,M,R,
,,3,Main,11,1.4065196999999898,[],0,90,up,0.0892705164470924,,None,None,None,2.4319026909723847,None,None,200,28,M,R,
,,3,Main,12,1.3970533000010619,up,1,90,up,0.15921709556679153,,0.23,0.8412388000015198,3.7237875054436222,2.3951752287021555,conf,0.5,200,28,M,R,
,,3,Main,13,1.171545100000003,down,1,270,down,0.12532681038504956,,0.9,1.2524785000005068,4.504929263417134,3.0606331812595506,conf,0.5,200,28,M,R,
,,3,Main,14,1.0404820999992808,down,1,270,down,0.12532681038504956,,0.86,1.1120794999987993,2.1455229135794958,3.6399311248185575,conf,0.5,200,28,M,R,
,,3,Main,15,1.4621296999994229,up,1,90,up,0.12532681038504956,,0.32,0.6355195999985881,4.277136439696646,1.6048665605046657,conf,0.5,200,28,M,R,
,,3,Main,16,1.295465899998817,down,1,270,down,0.15921709556679153,,0.9400000000000001,0.7329019000007975,3.3638649441931694,2.7772855728499097,conf,0.5,200,28,M,R,
,,3,Main,17,1.2904558000009274,down,1,270,down,0.0892705164470924,,0.68,0.3126148999999714,4.278916305845783,3.362876653170343,conf,0.5,200,28,M,R,
,,3,Main,18,1.4548484000006283,up,1,90,up,0.12532681038504956,,0.37,0.5799434000000474,3.3252878812811817,2.8046935549625083,conf,0.5,200,28,M,R,
,,3,Main,19,0.812128899999152,down,1,270,down,0.15921709556679153,,0.66,0.749040700000478,4.297796717462219,1.4416753718464854,conf,0.5,200,28,M,R,
,,3,Main,20,0.9747062000005826,up,1,90,up,0.28853718456358657,,0.84,1.6149394999993092,3.7790771350103007,1.7213000671168983,conf,0.5,200,28,M,R,
,,3,Main,21,1.49567449999995,up,1,90,up,0.15921709556679153,,0.71,1.1326675999989675,3.5463278048729086,2.7430832557506957,conf,0.5,200,28,M,R,
,,3,Main,22,0.8239099999991595,down,1,270,down,0.12532681038504956,,0.87,0.6172738999994181,4.908045609840629,3.0732411600993945,conf,0.5,200,28,M,R,
,,3,Main,23,1.2099824999986595,up,1,90,up,0.033373490050495044,,0.76,1.0714803999999276,4.7397420666946495,3.271388529346805,conf,0.5,200,28,M,R,
