"","time","x","y","pupil","num_fields","is_valid_row","real_row","conf_start","stim_start","conf_end","stim_end","trial","pre_stim","ref_mean","ref_sd","thisRow.t","notes","block","Trialtype","withinblocktrial","RTdec","resp","cor","dots.direction","cor_resp","coherence","scale","SR_conf","RTrating","interval","interTrial.interval","start_conf","subject","age","gender","handedness","X","n"
"8001",7651008,"  996.6","606.9",5543,5,TRUE,7970,FALSE,FALSE,FALSE,FALSE,2,FALSE,5604.52941176471,9.70934619894405,NA,NA,2,"Main",1,1.3778786999992,"up",1,90,"up",0.454489795918367,"conf","0.21999999999999997","2.1509862000002613","2.372194654984982",3.29001263843318,0.628456923312874,5,2654,"h","r",NA,8001
"8101",7651108,"  995.6","605.8",5531,5,TRUE,8070,FALSE,FALSE,FALSE,FALSE,2,FALSE,5604.52941176471,9.70934619894405,NA,NA,2,"Main",1,1.3778786999992,"up",1,90,"up",0.454489795918367,"conf","0.21999999999999997","2.1509862000002613","2.372194654984982",3.29001263843318,0.628456923312874,5,2654,"h","r",NA,8101
"8201",7651208,"  993.5","609.5",5551,5,TRUE,8170,FALSE,FALSE,FALSE,FALSE,2,FALSE,5604.52941176471,9.70934619894405,NA,NA,2,"Main",1,1.3778786999992,"up",1,90,"up",0.454489795918367,"conf","0.21999999999999997","2.1509862000002613","2.372194654984982",3.29001263843318,0.628456923312874,5,2654,"h","r",NA,8201
"8301",7651308,"  981.9","608.4",5563,5,TRUE,8270,FALSE,FALSE,FALSE,FALSE,2,FALSE,5604.52941176471,9.70934619894405,NA,NA,2,"Main",1,1.3778786999992,"up",1,90,"up",0.454489795918367,"conf","0.21999999999999997","2.1509862000002613","2.372194654984982",3.29001263843318,0.628456923312874,5,2654,"h","r",NA,8301
"8401",7651408,"  980.6","612",5559,5,TRUE,8370,FALSE,FALSE,FALSE,FALSE,2,FALSE,5604.52941176471,9.70934619894405,NA,NA,2,"Main",1,1.3778786999992,"up",1,90,"up",0.454489795918367,"conf","0.21999999999999997","2.1509862000002613","2.372194654984982",3.29001263843318,0.628456923312874,5,2654,"h","r",NA,8401
"8501",7651508,"  983.1","612.1",5562,5,TRUE,8470,FALSE,FALSE,FALSE,FALSE,2,FALSE,5604.52941176471,9.70934619894405,NA,NA,2,"Main",1,1.3778786999992,"up",1,90,"up",0.454489795918367,"conf","0.21999999999999997","2.1509862000002613","2.372194654984982",3.29001263843318,0.628456923312874,5,2654,"h","r",NA,8501
"8601",7651608,"  767.6","583.1",5560,5,TRUE,8574,FALSE,FALSE,FALSE,FALSE,2,FALSE,5604.52941176471,9.70934619894405,NA,NA,2,"Main",1,1.3778786999992,"up",1,90,"up",0.454489795918367,"conf","0.21999999999999997","2.1509862000002613","2.372194654984982",3.29001263843318,0.628456923312874,5,2654,"h","r",NA,8601
"8701",7651708,"  775.9","580.6",5563,5,TRUE,8674,FALSE,FALSE,FALSE,FALSE,2,FALSE,5604.52941176471,9.70934619894405,NA,NA,2,"Main",1,1.3778786999992,"up",1,90,"up",0.454489795918367,"conf","0.21999999999999997","2.1509862000002613","2.372194654984982",3.29001263843318,0.628456923312874,5,2654,"h","r",NA,8701
"8801",7651808,"  776.3","576.3",5601,5,TRUE,8774,FALSE,FALSE,FALSE,FALSE,2,FALSE,5604.52941176471,9.70934619894405,NA,NA,2,"Main",1,1.3778786999992,"up",1,90,"up",0.454489795918367,"conf","0.21999999999999997","2.1509862000002613","2.372194654984982",3.29001263843318,0.628456923312874,5,2654,"h","r",NA,8801
"8901",7651908,"  786.1","576.8",5628,5,TRUE,8874,FALSE,FALSE,FALSE,FALSE,2,FALSE,5604.52941176471,9.70934619894405,NA,NA,2,"Main",1,1.3778786999992,"up",1,90,"up",0.454489795918367,"conf","0.21999999999999997","2.1509862000002613","2.372194654984982",3.29001263843318,0.628456923312874,5,2654,"h","r",NA,8901
"9001",7652008,"  919.2","597.7",5579,5,TRUE,8978,FALSE,FALSE,FALSE,FALSE,2,FALSE,5604.52941176471,9.70934619894405,NA,NA,2,"Main",1,1.3778786999992,"up",1,90,"up",0.454489795918367,"conf","0.21999999999999997","2.1509862000002613","2.372194654984982",3.29001263843318,0.628456923312874,5,2654,"h","r",NA,9001
"9101",7652108,"  915.2","599.8",5544,5,TRUE,9078,FALSE,FALSE,FALSE,FALSE,2,FALSE,5604.52941176471,9.70934619894405,NA,NA,2,"Main",1,1.3778786999992,"up",1,90,"up",0.454489795918367,"conf","0.21999999999999997","2.1509862000002613","2.372194654984982",3.29001263843318,0.628456923312874,5,2654,"h","r",NA,9101
"9201",7652208,"  914.5","599.2",5528,5,TRUE,9178,FALSE,FALSE,FALSE,FALSE,2,FALSE,5604.52941176471,9.70934619894405,NA,NA,2,"Main",1,1.3778786999992,"up",1,90,"up",0.454489795918367,"conf","0.21999999999999997","2.1509862000002613","2.372194654984982",3.29001263843318,0.628456923312874,5,2654,"h","r",NA,9201
"9301",7652308,"  984.1","595.7",5527,5,TRUE,9282,FALSE,FALSE,FALSE,FALSE,2,FALSE,5604.52941176471,9.70934619894405,NA,NA,2,"Main",1,1.3778786999992,"up",1,90,"up",0.454489795918367,"conf","0.21999999999999997","2.1509862000002613","2.372194654984982",3.29001263843318,0.628456923312874,5,2654,"h","r",NA,9301
"9401",7652408,"  994.5","606.6",5528,5,TRUE,9382,FALSE,FALSE,FALSE,FALSE,2,FALSE,5604.52941176471,9.70934619894405,NA,NA,2,"Main",1,1.3778786999992,"up",1,90,"up",0.454489795918367,"conf","0.21999999999999997","2.1509862000002613","2.372194654984982",3.29001263843318,0.628456923312874,5,2654,"h","r",NA,9401
"9501",7652508,"  999.0","599.2",5501,5,TRUE,9482,FALSE,FALSE,FALSE,FALSE,2,FALSE,5604.52941176471,9.70934619894405,NA,NA,2,"Main",1,1.3778786999992,"up",1,90,"up",0.454489795918367,"conf","0.21999999999999997","2.1509862000002613","2.372194654984982",3.29001263843318,0.628456923312874,5,2654,"h","r",NA,9501
"9601",7652607," 1006.0","602.5",5499,5,TRUE,9582,FALSE,FALSE,FALSE,FALSE,2,FALSE,5604.52941176471,9.70934619894405,NA,NA,2,"Main",1,1.3778786999992,"up",1,90,"up",0.454489795918367,"conf","0.21999999999999997","2.1509862000002613","2.372194654984982",3.29001263843318,0.628456923312874,5,2654,"h","r",NA,9601
"9701",7656073,"  934.7","609",5326,5,TRUE,NA,NA,NA,NA,NA,3,TRUE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,9701
"9801",7656069,"  934.1","  610.4",5313,5,TRUE,9729,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,9801
"9901",7656168,"  930.7","  612.1",5358,5,TRUE,9829,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,9901
"10001",7656268,"  933.2","  608.6",5331,5,TRUE,9929,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,10001
"10101",7656368,"  934.7","  610.6",5330,5,TRUE,10029,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,10101
"10201",7656468,"  928.9","  611.5",5341,5,TRUE,10129,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,10201
"10301",7656568,"  890.3","  590.8",5400,5,TRUE,10231,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,10301
"10401",7656668,"  906.7","  589.8",5440,5,TRUE,10333,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,10401
"10501",7656768,"  911.4","  583.4",5428,5,TRUE,10433,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,10501
"10601",7656868,"  910.0","  584.5",5428,5,TRUE,10533,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,10601
"10701",7656968,"  903.5","  584.7",5425,5,TRUE,10633,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,10701
"10801",7657067,"  862.1","  571.6",5446,5,TRUE,10737,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,10801
"10901",7657167,"  858.1","  570.0",5412,5,TRUE,10837,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,10901
"11001",7657267,"  862.1","  591.1",5392.7922705314,5,TRUE,10939,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,11001
"11101",7657367,"   .","   .",5355.35265700483,5,TRUE,11040,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,11101
"11201",7657467,"   .","   .",5317.91304347826,5,TRUE,11146,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,11201
"11301",7657567,"  920.4","  718.2",5280.47342995169,5,TRUE,11249,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,11301
"11401",7657667,"  924.9","  711.0",5249,5,TRUE,11349,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,11401
"11501",7657767,"  937.9","  639.8",5283,5,TRUE,11453,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,11501
"11601",7657867,"  937.9","  632.1",5272,5,TRUE,11553,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,11601
"11701",7657967,"  935.5","  629.3",5191,5,TRUE,11653,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,11701
"11801",7658067,"  938.0","  634.1",5102,5,TRUE,11753,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,11801
"11901",7658167,"  943.2","  623.7",5037,5,TRUE,11853,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,11901
"12001",7658267,"  933.7","  625.5",5002,5,TRUE,11953,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,12001
"12101",7658367,"  939.7","  625.1",4956,5,TRUE,12053,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,12101
"12201",7658467,"  937.1","  622.6",4926,5,TRUE,12153,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,12201
"12301",7658566,"  938.6","  626.2",4904,5,TRUE,12253,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,12301
"12401",7658666,"  937.1","  626.7",4904,5,TRUE,12353,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,12401
"12501",7658766,"  938.8","  622.6",4889,5,TRUE,12453,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,12501
"12601",7658866,"  940.6","  625.5",4942,5,TRUE,12553,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,12601
"12701",7658966," 1042.9","  627.8",4989,5,TRUE,12657,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,12701
"12801",7659066," 1042.1","  621.7",5055,5,TRUE,12757,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,12801
"12901",7659166," 1043.2","  616.9",5091,5,TRUE,12857,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,12901
"13001",7659265," 1053.1","  621.8",5168,5,TRUE,12957,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,13001
"13101",7659365," 1047.4","  619.9",5185,5,TRUE,13057,FALSE,FALSE,FALSE,FALSE,3,FALSE,5338.75961538462,12.5933371135875,NA,NA,2,"Main",2,1.02586479999991,"down",1,270,"down",0.373673469387755,"conf","0.48","0.7207567000004929","2.517541066143728",3.85353780035362,0.380778665674856,5,2654,"h","r",NA,13101
"13201",7663431,"  928.0","604.1",5189,5,TRUE,NA,NA,NA,NA,NA,4,TRUE,5217.45544554455,17.7721831818577,NA,NA,2,"Main",3,1.42459419999977,"down",1,270,"down",0.313061224489796,"conf","0.26","1.0034493999992264","2.348369046518701",2.46235702233118,0.735368674546989,5,2654,"h","r",NA,13201
"13301",7663430,"  928.7","  603.6",5199,5,TRUE,13203,FALSE,FALSE,FALSE,FALSE,4,FALSE,5217.45544554455,17.7721831818577,NA,NA,2,"Main",3,1.42459419999977,"down",1,270,"down",0.313061224489796,"conf","0.26","1.0034493999992264","2.348369046518701",2.46235702233118,0.735368674546989,5,2654,"h","r",NA,13301
"13401",7663529,"  934.4","  611.0",5162,5,TRUE,13303,FALSE,FALSE,FALSE,FALSE,4,FALSE,5217.45544554455,17.7721831818577,NA,NA,2,"Main",3,1.42459419999977,"down",1,270,"down",0.313061224489796,"conf","0.26","1.0034493999992264","2.348369046518701",2.46235702233118,0.735368674546989,5,2654,"h","r",NA,13401
"13501",7663629,"  927.7","  617.3",5168,5,TRUE,13403,FALSE,FALSE,FALSE,FALSE,4,FALSE,5217.45544554455,17.7721831818577,NA,NA,2,"Main",3,1.42459419999977,"down",1,270,"down",0.313061224489796,"conf","0.26","1.0034493999992264","2.348369046518701",2.46235702233118,0.735368674546989,5,2654,"h","r",NA,13501
"13601",7663729,"  926.6","  614.8",5154,5,TRUE,13503,FALSE,FALSE,FALSE,FALSE,4,FALSE,5217.45544554455,17.7721831818577,NA,NA,2,"Main",3,1.42459419999977,"down",1,270,"down",0.313061224489796,"conf","0.26","1.0034493999992264","2.348369046518701",2.46235702233118,0.735368674546989,5,2654,"h","r",NA,13601
"13701",7663829,"  923.5","  613.8",5151,5,TRUE,13605,FALSE,FALSE,FALSE,FALSE,4,FALSE,5217.45544554455,17.7721831818577,NA,NA,2,"Main",3,1.42459419999977,"down",1,270,"down",0.313061224489796,"conf","0.26","1.0034493999992264","2.348369046518701",2.46235702233118,0.735368674546989,5,2654,"h","r",NA,13701
"13801",7663929,"  891.4","  577.6",5145,5,TRUE,13707,FALSE,FALSE,FALSE,FALSE,4,FALSE,5217.45544554455,17.7721831818577,NA,NA,2,"Main",3,1.42459419999977,"down",1,270,"down",0.313061224489796,"conf","0.26","1.0034493999992264","2.348369046518701",2.46235702233118,0.735368674546989,5,2654,"h","r",NA,13801
"13901",7664029,"  896.1","  578.8",5137,5,TRUE,13807,FALSE,FALSE,FALSE,FALSE,4,FALSE,5217.45544554455,17.7721831818577,NA,NA,2,"Main",3,1.42459419999977,"down",1,270,"down",0.313061224489796,"conf","0.26","1.0034493999992264","2.348369046518701",2.46235702233118,0.735368674546989,5,2654,"h","r",NA,13901
"14001",7664129,"  893.9","  581.0",5161,5,TRUE,13907,FALSE,FALSE,FALSE,FALSE,4,FALSE,5217.45544554455,17.7721831818577,NA,NA,2,"Main",3,1.42459419999977,"down",1,270,"down",0.313061224489796,"conf","0.26","1.0034493999992264","2.348369046518701",2.46235702233118,0.735368674546989,5,2654,"h","r",NA,14001
"14101",7664229,"  896.8","  583.2",5180,5,TRUE,14007,FALSE,FALSE,FALSE,FALSE,4,FALSE,5217.45544554455,17.7721831818577,NA,NA,2,"Main",3,1.42459419999977,"down",1,270,"down",0.313061224489796,"conf","0.26","1.0034493999992264","2.348369046518701",2.46235702233118,0.735368674546989,5,2654,"h","r",NA,14101
"14201",7664329,"  904.7","  579.2",5202,5,TRUE,14107,FALSE,FALSE,FALSE,FALSE,4,FALSE,5217.45544554455,17.7721831818577,NA,NA,2,"Main",3,1.42459419999977,"down",1,270,"down",0.313061224489796,"conf","0.26","1.0034493999992264","2.348369046518701",2.46235702233118,0.735368674546989,5,2654,"h","r",NA,14201
"14301",7664429,"  901.7","  582.6",5177,5,TRUE,14207,FALSE,FALSE,FALSE,FALSE,4,FALSE,5217.45544554455,17.7721831818577,NA,NA,2,"Main",3,1.42459419999977,"down",1,270,"down",0.313061224489796,"conf","0.26","1.0034493999992264","2.348369046518701",2.46235702233118,0.735368674546989,5,2654,"h","r",NA,14301
"14401",7664529,"  899.4","  579.1",5143,5,TRUE,14307,FALSE,FALSE,FALSE,FALSE,4,FALSE,5217.45544554455,17.7721831818577,NA,NA,2,"Main",3,1.42459419999977,"down",1,270,"down",0.313061224489796,"conf","0.26","1.0034493999992264","2.348369046518701",2.46235702233118,0.735368674546989,5,2654,"h","r",NA,14401
"14501",7664629,"  893.8","  590.6",5121,5,TRUE,14407,FALSE,FALSE,FALSE,FALSE,4,FALSE,5217.45544554455,17.7721831818577,NA,NA,2,"Main",3,1.42459419999977,"down",1,270,"down",0.313061224489796,"conf","0.26","1.0034493999992264","2.348369046518701",2.46235702233118,0.735368674546989,5,2654,"h","r",NA,14501
